[contents]
count=1
Name=,C:\MassHunter\GCMS\1\data\JTB-E02\BACandSTRAW\JTB-E02-207-13.D
1=,PBM Apex
[PBM Apex]
Time=,Thu May 09 16:06:18 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
47=, 47, 12.6467, 0.6545,"Acetic acid, hexyl ester", 21425,"000142-92-7",86
48=, 48, 13.1887, 0.0922,"2-Hexenoic acid, methyl ester", 12515,"002396-77-2",60
49=, 49, 14.0381, 0.1957,"3-Hexen-1-ol, acetate, (Z)-", 20206,"003681-71-8",80
50=, 50, 14.2085, 0.0639,"2-(Methylamino)ethanol, N,O-diacetyl", 31681,"1000384-15-8",27
51=, 51, 14.5030, 0.2242,"1,3,5,7,9-Pentaethylcyclopentasiloxane",220038,"017995-44-7",42
52=, 52, 14.5712, 0.2101,"2-Hexen-1-ol, acetate, (E)-", 20201,"002497-18-9",35
53=, 53, 14.6711, 0.1357,"5-Hepten-2-one, 6-methyl-", 11623,"000110-93-0",30
54=, 54, 15.2755, 0.0528,"3-Methoxy,3-(methylamino)-2-propenoic acid, methyl ester", 21935,"1000223-03-4",43
55=, 55, 16.2418, 0.0479,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",89
56=, 56, 16.3528, 0.0401,"Octanoic acid, methyl ester", 31295,"000111-11-5",38
57=, 57, 16.4479, 0.0703,"Arginine", 43150,"000074-79-3",43
58=, 58, 18.7677, 0.0846,"Cyclohexan-1,4,5-triol-3-one-1-carboxylic acid", 56298,"1000128-45-5",72
59=, 59, 19.0458, 0.0587,"Tetrahydro-4H-pyran-4-ol",  4355,"002081-44-9",47
60=, 60, 19.5697, 0.0597,"1-Hexanol, 2-ethyl-", 13977,"000104-76-7",47
61=, 61, 19.7393, 0.0504,"N(Epsilon)-methyl-l-lysine", 32272,"001188-07-4",50
62=, 62, 19.8188, 0.1304,"2,6-Dihydroxyacetophenone, 2TMS derivative",155019,"1000352-81-3",37
63=, 63, 20.0661, 1.0715,"2-Mercapto-4-phenylthiazole", 58962,"002103-88-0",46
64=, 64, 20.4000, 0.0924,"Benzaldehyde",  5152,"000100-52-7",70
65=, 65, 20.4804, 0.0395,"Benzaldehyde",  5148,"000100-52-7",46
66=, 66, 20.6313, 0.5373,"11H-Dibenzo[b,e][1,4]diazepin-11-one, 5-(3-aminopropyl)-5,10-dihydro-",127556,"013450-73-2",46
67=, 67, 20.7976, 0.1847,"p-Trimethylsilyloxyphenyl-bis(trimethylsilyloxy)ethane",220292,"1000079-08-1",47
68=, 68, 21.2735, 0.7722,"Linalool", 27447,"000078-70-6",83
69=, 69, 21.9674, 0.1368,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",38
70=, 70, 22.1678, 0.1362,"Silane, methylvinyl(2,4-dimethylpent-3-yloxy)(methylvinyldodecyloxysilyloxy)-",258298,"1000417-01-0",43
71=, 71, 22.5889, 0.1108,"(6S,11R,12aR)-6'-Hydroxy-2,2-dimethyltetrahydrospiro[cyclopentane-1,1'-pyrrolizin]-7'(7a'H)-one O-methyl oxime",113216,"109175-51-1",49
72=, 72, 23.4983, 0.1537,"Acetaldehyde, dimethylhydrazone",  1650,"007422-90-4",50
73=, 73, 24.2811,16.1944,"Silanediol, dimethyl-",  2426,"001066-42-8",49
74=, 74, 24.5344, 0.2086,"Perfluoropropionic acid, TBDMS derivative",138622,"1000376-29-3",50
75=, 75, 24.7165, 0.1709,"2,4(1H,3H)-Quinolinedione, 3-benzoyl-3-(phenylmethyl)-",209673,"070611-42-6",38
76=, 76, 24.8266, 0.0700,"trans-3,4,4',5-Tetramethoxychalcone",186058,"105686-91-7",25
77=, 77, 26.3729, 0.0880,".alpha.-Muurolene", 68581,"031983-22-9",93
78=, 78, 26.4460, 0.0501,"Acetic acid, phenylmethyl ester", 25190,"000140-11-4",46
79=, 79, 27.4682, 6.8226,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",90
80=, 80, 28.7800, 1.9935,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",78
81=, 81, 29.1032, 0.1043,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",43
82=, 82, 29.2044, 0.0600,"2-Dimethylaminomethyl-4-chloro-1-naphthol", 97355,"167163-22-6",35
83=, 83, 30.1798, 0.0750,"Di(3-Methylbutyl)amine", 30157,"000544-00-3",47
84=, 84, 30.2347, 0.0603,"1-Methylimidazolidin-2-one",  3675,"000694-32-6",52
85=, 85, 30.3790, 1.0470,"Cyclotetrasiloxane, octamethyl-",155951,"000556-67-2",64
86=, 86, 30.5937, 0.1023,"Cyclotetrasiloxane, octamethyl-",155950,"000556-67-2",58
87=, 87, 31.6680, 0.2062,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",123063,"014035-34-8",58
88=, 88, 32.3075, 0.4825,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",58
89=, 89, 33.6627, 0.0542,"Phenylphosphoric acid", 43186,"000701-64-4",49
90=, 90, 34.5932, 0.0356,"15-Crown-5", 82721,"033100-27-5",47
91=, 91, 34.8999, 0.2924,"Tetrasiloxane, decamethyl-",168284,"000141-62-8",22
92=, 92, 35.5171, 0.0447,"2-Methylaminomethyl-1,3-dioxolane",  8669,"057366-77-5",49
93=, 93, 36.0205, 0.0640,"15-Crown-5", 82720,"033100-27-5",38
94=, 94, 36.2753, 0.0185,"Propanamide",   735,"000079-05-0",38
95=, 95, 36.6410, 0.0468,"2-Methylaminomethyl-1,3-dioxolane",  8669,"057366-77-5",46
96=, 96, 36.9932, 0.1653,"DL-3-Aminoisobutyric acid, N-dimethylaminomethylene-, ethyl ester", 53568,"1000375-50-2",47
97=, 97, 37.3845, 0.2168,"1,4,7,10,13,16-Hexaoxacyclooctadecane",124225,"017455-13-9",43
