[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
16=, 16,  4.368,  279, 281, 302,"VV 2",1250218, 76984971,  7.28,  1.164
17=, 17,  4.650,  310, 315, 331,"VV  ",1036040, 52189763,  4.93,  0.789
18=, 18,  4.818,  331, 336, 350,"VV 2", 607559, 36136539,  3.42,  0.546
19=, 19,  4.980,  350, 356, 362,"VV  ",1667119, 55858247,  5.28,  0.845
20=, 20,  5.052,  362, 365, 376,"VV 3", 743594, 36189242,  3.42,  0.547
21=, 21,  5.179,  376, 381, 383,"VV 3", 603037, 16418954,  1.55,  0.248
22=, 22,  5.218,  383, 385, 397,"VV 3", 613020, 29343725,  2.77,  0.444
23=, 23,  5.353,  397, 402, 405,"VV 3", 323792, 11001720,  1.04,  0.166
24=, 24,  5.409,  405, 409, 413,"VV 5", 398202, 13168647,  1.24,  0.199
25=, 25,  5.469,  413, 416, 422,"VV 4", 323525, 11300285,  1.07,  0.171
26=, 26,  5.588,  425, 431, 442,"VV 2",1032864, 37722956,  3.57,  0.570
27=, 27,  5.711,  442, 446, 461,"VV 2", 307138, 19165858,  1.81,  0.290
28=, 28,  5.851,  461, 463, 469,"VV 6", 167381,  5444837,  0.51,  0.082
29=, 29,  5.931,  469, 473, 475,"VV 4", 162351,  4606520,  0.44,  0.070
30=, 30,  5.998,  475, 481, 496,"VV  ",1370328, 50942946,  4.81,  0.770
31=, 31,  6.160,  496, 501, 511,"VV 2", 569406, 23118965,  2.19,  0.350
32=, 32,  6.275,  511, 516, 521,"VV 2", 304944, 12169474,  1.15,  0.184
33=, 33,  6.355,  521, 525, 529,"VV 4", 231611,  7924943,  0.75,  0.120
34=, 34,  6.598,  548, 555, 561,"VV  ", 973758, 29101610,  2.75,  0.440
35=, 35,  6.691,  561, 567, 596,"VV  ",9399469,310899212, 29.38,  4.701
36=, 36,  6.996,  596, 604, 612,"VV 3", 408616, 23539442,  2.22,  0.356
37=, 37,  7.103,  612, 617, 623,"VV 4", 423398, 16196854,  1.53,  0.245
38=, 38,  7.220,  623, 632, 647,"VV  ",2531259, 76624682,  7.24,  1.159
39=, 39,  7.598,  669, 678, 692,"VV  ",5191281,170809564, 16.14,  2.583
40=, 40,  7.757,  692, 698, 712,"VV 6", 345307, 22409716,  2.12,  0.339
41=, 41,  7.920,  712, 718, 719,"VV 2", 260712,  7522415,  0.71,  0.114
42=, 42,  7.963,  719, 723, 740,"VV  ", 437923, 17137078,  1.62,  0.259
43=, 43,  8.173,  743, 749, 758,"VV 5", 103923,  4207830,  0.40,  0.064
44=, 44,  8.355,  767, 772, 783,"VV 5",  64369,  2431938,  0.23,  0.037
45=, 45,  8.553,  783, 796, 804,"VV  ", 498299, 12843079,  1.21,  0.194
46=, 46,  8.632,  804, 806, 822,"VV  ",  44737,  1926184,  0.18,  0.029
47=, 47,  8.822,  822, 829, 841,"VV 2", 306872, 12451110,  1.18,  0.188
48=, 48,  8.960,  841, 846, 849,"VV 3", 103240,  3153385,  0.30,  0.048
49=, 49,  9.008,  849, 852, 862,"VV 6", 100979,  3963466,  0.37,  0.060
50=, 50,  9.143,  862, 869, 881,"VV  ", 176676,  6710639,  0.63,  0.101
51=, 51,  9.466,  898, 908, 914,"VV 5", 279076, 10671075,  1.01,  0.161
52=, 52,  9.555,  914, 919, 934,"VV 6", 130997,  5161912,  0.49,  0.078
53=, 53,  9.994,  963, 973, 980,"PV 3", 345438, 10051192,  0.95,  0.152
54=, 54, 10.081,  980, 984,1002,"VV 3",  54676,  3848650,  0.36,  0.058
55=, 55, 10.351, 1002,1017,1060,"VV 3",16761431,680493634, 64.32, 10.289
56=, 56, 10.730, 1060,1064,1074,"VV 3", 138894,  7601441,  0.72,  0.115
57=, 57, 10.834, 1074,1077,1095,"VV 4", 113259,  6797868,  0.64,  0.103
58=, 58, 11.037, 1095,1102,1107,"VV 7",  73289,  3106356,  0.29,  0.047
59=, 59, 11.126, 1107,1113,1133,"VV 7",  91140,  5618591,  0.53,  0.085
60=, 60, 11.373, 1133,1143,1159,"VV  ",3558717,134933556, 12.75,  2.040
61=, 61, 11.515, 1159,1161,1171,"VV 3", 285199, 13212563,  1.25,  0.200
62=, 62, 11.635, 1171,1175,1185,"VV 3", 203133,  8994241,  0.85,  0.136
63=, 63, 12.038, 1219,1225,1230,"VV  ",  50534,  1806132,  0.17,  0.027
64=, 64, 12.166, 1230,1241,1270,"VV  ",1795078, 73677497,  6.96,  1.114
65=, 65, 12.448, 1270,1275,1287,"VV 2", 155975,  7979703,  0.75,  0.121
66=, 66, 12.585, 1287,1292,1312,"VV 8", 110993,  7418593,  0.70,  0.112
67=, 67, 13.635, 1413,1422,1430,"VV 7",  34087,  1466169,  0.14,  0.022
68=, 68, 13.866, 1433,1450,1462,"PV 5", 515091, 25760713,  2.43,  0.389
69=, 69, 14.005, 1462,1467,1483,"VV 2", 127108,  6053770,  0.57,  0.092
70=, 70, 14.250, 1483,1497,1517,"VV 8", 137258, 10172985,  0.96,  0.154
71=, 71, 14.859, 1562,1572,1606,"VV  ",5084242,167005265, 15.78,  2.525
72=, 72, 15.165, 1606,1610,1637,"VV 7",  81619,  3941907,  0.37,  0.060
73=, 73, 15.546, 1645,1657,1680,"PV 2", 514898, 32286827,  3.05,  0.488
74=, 74, 15.816, 1683,1690,1700,"VV  ", 341539, 10993818,  1.04,  0.166
75=, 75, 15.918, 1700,1703,1709,"VV 8",  42101,  1360804,  0.13,  0.021
76=, 76, 16.002, 1709,1713,1726,"VV 5",  42037,  2073967,  0.20,  0.031
77=, 77, 16.402, 1757,1762,1768,"VV  ",  56668,  1809216,  0.17,  0.027
78=, 78, 16.509, 1768,1775,1786,"VV  ", 957819, 27722573,  2.62,  0.419
79=, 79, 16.631, 1786,1790,1806,"VV 9",  59722,  2638722,  0.25,  0.040
80=, 80, 17.151, 1835,1854,1871,"BV 2", 144654,  6623854,  0.63,  0.100
81=, 81, 17.386, 1876,1883,1885,"VV 7",  32983,  1056349,  0.10,  0.016
82=, 82, 17.452, 1885,1892,1902,"VV 7",  34618,  1769553,  0.17,  0.027
83=, 83, 17.635, 1902,1914,1937,"VV 4", 616750, 30687066,  2.90,  0.464
84=, 84, 17.885, 1937,1945,1958,"VV 4",  75219,  3675467,  0.35,  0.056
85=, 85, 18.122, 1961,1974,2009,"VV  ",1194148, 51688821,  4.89,  0.782
86=, 86, 18.506, 2009,2021,2033,"VV 6", 227949, 10725244,  1.01,  0.162
87=, 87, 18.661, 2033,2040,2055,"VV 6",  54097,  2625477,  0.25,  0.040
88=, 88, 18.914, 2064,2071,2076,"PV 2",  22322,   574134,  0.05,  0.009
89=, 89, 19.136, 2086,2099,2104,"BV 6",  62037,  1878229,  0.18,  0.028
90=, 90, 19.212, 2104,2108,2117,"VV 10",  29835,   977280,  0.09,  0.015
91=, 91, 19.407, 2117,2132,2142,"PV 4",  99244,  5634133,  0.53,  0.085
92=, 92, 19.547, 2142,2149,2161,"VV 6", 185035, 10425037,  0.99,  0.158
