[contents]
count=2
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BaCandBLUE_GC data_PreliminaryVOCs_Incubator_Blanks_Control\JTB-E18-023-07.D
1=,PBM Apex
2=,INT TIC: JTB-E18-023-07.D\data.ms
[PBM Apex]
Time=,Mon Sep 16 12:41:25 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
99=, 99, 19.4870, 0.2434,"2,6-Dihydroxyacetophenone, 2TMS derivative",155019,"1000352-81-3",38
100=,100, 19.6754, 0.2683,"Boron, tetraethyl-.mu.-hydroxy[.mu.-(1H-pyrazolato-N1:N2)]di-", 84967,"116928-37-1",43
101=,101, 19.8035, 0.0555,"Dill ether", 25815,"074410-10-9",86
102=,102, 19.9075, 6.0372,"Benzaldehyde",  5151,"000100-52-7",94
103=,103, 20.1939, 0.3564,"1,3-Butanedione, 1-(4-methoxyphenyl)-", 57354,"004023-80-7",49
104=,104, 20.2750, 0.4557,"2-[(Trimethylsilyl)oxy]-2-{4-[(trimethylsilyl)oxy]phenyl}ethanamine",156185,"1000408-18-1",50
105=,105, 20.4348, 0.1052,"2,4-Dihydroxybenzaldehyde, 2TMS derivative",141386,"033617-38-8",43
106=,106, 20.8232, 0.1689,"Bicyclo[2.2.1]hept-2-ene, 2,7,7-trimethyl-", 16208,"000514-14-7",60
107=,107, 20.9399, 0.0851,"Diethyl Phthalate", 85000,"000084-66-2",35
108=,108, 21.1699, 0.1062,"Pentafluoropropionic acid, octyl ester",135761,"001867-95-4",45
109=,109, 21.4250, 0.0625,"Propane, 1,2-dichloro-",  6309,"000078-87-5",38
110=,110, 21.6283, 0.1094,"4H-3,1-Benzoxazine, 6,7-dimethoxy-2-(4-methoxyphenyl)-4-propyl-",198206,"1000327-27-7",38
111=,111, 21.8169, 0.4729,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",72
112=,112, 22.4275, 0.0535,"Terpinen-4-ol", 27506,"000562-74-3",70
113=,113, 22.5108, 0.0704,"Phenol, 4-amino-2-methyl-", 10378,"002835-96-3",42
114=,114, 22.9423, 0.1861,"Butanoic acid, 4-hydroxy-",  4772,"000591-81-1",53
115=,115, 23.3781, 0.0665,"1-Butyne, 1,1'-thiobis-", 17863,"014453-82-8",27
116=,116, 23.6034, 0.3551,"Butanoic acid",  2039,"000107-92-6",30
117=,117, 23.6674, 0.1129,"Acetophenone",  9540,"000098-86-2",43
118=,118, 23.7954, 4.1628,"Silanediol, dimethyl-",  2426,"001066-42-8",91
119=,119, 24.0931, 0.0882,"Silanediol, dimethyl-",  2426,"001066-42-8",50
120=,120, 24.2139, 0.2014,"Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-",211698,"002743-38-6",47
121=,121, 24.3719, 0.1865,"3,4-Dihydroxyphenylglycol, 4TMS derivative",258663,"056114-62-6",47
122=,122, 24.4847, 0.1284,"tert-Butyldimethylsilyl trifluoromethanesulfonate",125070,"069739-34-0",12
123=,123, 24.5589, 0.1192,"Butane-1,3-dione, 1-(pyrrol-2-yl)-", 25627,"022441-25-4",35
124=,124, 24.7686, 0.3308,"Butanoic acid, 3-methyl-",  4349,"000503-74-2",43
125=,125, 24.8930, 0.3838,"2-Hexen-4-yne, 2-methyl-",  2642,"058275-93-7",52
126=,126, 25.1502, 0.7191,".alpha.-Terpineol", 27528,"000098-55-5",96
127=,127, 25.2728, 0.1414,"Isoborneol", 27468,"000124-76-5",62
128=,128, 26.1466, 0.0168,"1H-Inden-1-ol, 2,3-dihydro-", 15673,"006351-10-6",55
129=,129, 26.1763, 0.0279,"Naphthalene", 12195,"000091-20-3",60
130=,130, 26.3997, 0.0763,"Naphthalene, 1,2-dihydro-1,1,6-trimethyl-", 41676,"030364-38-6",96
131=,131, 27.0129, 2.5819,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",83
132=,132, 27.1763, 0.1797,"Benzoic acid, 3-amino-, methyl ester", 25639,"004518-10-9",41
133=,133, 28.0504, 0.0528,"Nicotinyl alcohol",  5655,"000100-55-0",50
134=,134, 28.1181, 0.0287,"Benzaldehyde, 3,5-dimethyl-", 15659,"005779-95-3",58
135=,135, 28.3372, 0.8926,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",86
136=,136, 28.6635, 0.0240,"[3-(4-Methoxyphenyl)-4,5-dihydro-1,2-oxazol-5-yl]methanol", 71365,"206055-84-7",27
137=,137, 28.7427, 0.0707,"Methyltris(trimethylsiloxy)silane",168285,"017928-28-8",11
138=,138, 29.2549, 0.0356,"2-Chloroaniline-5-sulfonic acid", 71696,"000098-36-2",50
139=,139, 29.6027, 0.0225,"Benzeneacetaldehyde, .alpha.,2,5-trimethyl-", 33398,"052417-50-2",50
140=,140, 29.6842, 0.0304,"1H-Indole, 5-methyl-2-phenyl-", 71661,"013228-36-9",43
141=,141, 29.9817, 0.4840,"Cyclotetrasiloxane, octamethyl-",155952,"000556-67-2",70
142=,142, 30.1819, 0.0446,"Benzo[h]quinoline, 2,4-dimethyl-", 71668,"000605-67-4",46
143=,143, 30.8081, 0.0404,"Phenylethyl Alcohol", 10109,"000060-12-8",46
144=,144, 31.1070, 0.0448,"Glycine-N,N-bis(methylenephosphonic acid)",123912,"002439-99-8",47
145=,145, 31.2190, 0.1653,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-",123155,"017540-75-9",95
146=,146, 31.9138, 0.2911,"Tris(tert-butyldimethylsilyloxy)arsane",260810,"1000366-57-5",25
147=,147, 32.6322, 0.0706,"Morphinan, 7,8-didehydro-3-methoxy-17-methyl-6-methylene-, (-)-",141076,"001816-06-4",38
148=,148, 33.1215, 0.0495,"Phenol",  2621,"000108-95-2",49
149=,149, 33.9009, 0.0058,"Benzo[h]quinoline, 2,4-dimethyl-", 71668,"000605-67-4",38
150=,150, 33.9263, 0.0044,"1H-Indole, 5-methyl-2-phenyl-", 71661,"013228-36-9",43
151=,151, 33.9528, 0.0050,"Indolizine, 2-(4-methylphenyl)-", 71664,"007496-81-3",25
152=,152, 34.5175, 0.1515,"Benzo[h]quinoline, 2,4-dimethyl-", 71668,"000605-67-4",38
153=,153, 34.6725, 0.0384,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",266854,"019095-23-9",49
154=,154, 34.7284, 0.0529,"3,6-Bis-dimethylaminomethyl-2,7-dihydroxy-fluoren-9-one",184114,"1000318-33-0",38
155=,155, 35.1566, 0.0210,"2-Ethylacridine", 71643,"055751-83-2",55
156=,156, 35.2806, 0.0204,"N,N,N',N'-Tetramethylsulfonamide", 26270,"003768-63-6",30
157=,157, 35.4230, 0.0633,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",111265,"1000161-21-8",25
158=,158, 35.5817, 0.0242,"Benzo[h]quinoline, 2,4-dimethyl-", 71668,"000605-67-4",38
159=,159, 35.6335, 0.0226,"2-(Ethyl)oxybenzylidene acetophenone",113549,"1000395-75-5",35
160=,160, 35.8708, 0.0269,"Benzo[h]quinoline, 2,4-dimethyl-", 71668,"000605-67-4",55
161=,161, 35.9471, 0.0120,"(E)-2-bromobutyloxychalcone",211838,"1000370-38-6",38
162=,162, 36.0684, 0.0457,"4-Methyl-2-trimethylsilyloxy-acetophenone", 85148,"097389-70-3",47
163=,163, 36.1521, 0.0294,"Phenanthridinium, 5,6-dimethyl-, iodide",192606,"016511-48-1",37
164=,164, 36.2769, 0.1092,"2,5-Dihydroxybenzoic acid, 3TMS derivative",220199,"003618-20-0",35
165=,165, 36.4085, 0.0318,"2-Ethylacridine", 71643,"055751-83-2",43
166=,166, 36.6306, 0.0261,"Silicic acid, diethyl bis(trimethylsilyl) ester",154747,"003555-45-1",38
167=,167, 36.9656, 0.0171,"4-Methyl-2-trimethylsilyloxy-acetophenone", 85148,"097389-70-3",38
168=,168, 37.0370, 0.0667,"Benzoic acid, 4-ethoxy-, ethyl ester", 59281,"023676-09-7",89
169=,169, 37.3152, 0.0967,"Tetrasiloxane, decamethyl-",168283,"000141-62-8",43
170=,170, 37.4353, 0.0096,"1H-Indole, 5-methyl-2-phenyl-", 71661,"013228-36-9",53
[INT TIC: JTB-E18-023-07.D\data.ms]
Time=,Mon Sep 16 12:41:43 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.287,   18,  25,  35,"BV  ",2100105, 33794034,  6.95,  0.747
2=,  2,  2.393,   35,  38,  41,"VV  ", 272085,  4583545,  0.94,  0.101
3=,  3,  2.433,   41,  43,  49,"VV 2", 135315,  4003983,  0.82,  0.089
4=,  4,  2.503,   49,  51,  56,"VV  ", 142236,  3493117,  0.72,  0.077
5=,  5,  2.572,   56,  60,  63,"VV 2", 168058,  3505077,  0.72,  0.078
6=,  6,  2.622,   63,  66,  72,"VV  ", 647640, 12639979,  2.60,  0.280
7=,  7,  2.686,   72,  74,  79,"VV  ", 152700,  3659612,  0.75,  0.081
8=,  8,  2.797,   84,  87,  90,"VV  ", 419833,  6479500,  1.33,  0.143
9=,  9,  2.841,   90,  93, 107,"VV 2", 889794, 20514039,  4.22,  0.454
10=, 10,  3.071,  110, 121, 124,"VV  ",8509466,149789267, 30.79,  3.312
11=, 11,  3.118,  124, 127, 134,"VV  ",3867600, 96289275, 19.79,  2.129
12=, 12,  3.205,  134, 138, 146,"VV  ",2130759, 63746300, 13.10,  1.410
13=, 13,  3.317,  146, 151, 158,"VV  ",10998543,259160280, 53.26,  5.731
14=, 14,  3.386,  158, 160, 161,"VV  ",1658496, 23351472,  4.80,  0.516
15=, 15,  3.425,  161, 165, 182,"VV  ",4714500,131250885, 26.98,  2.902
16=, 16,  3.585,  182, 184, 187,"VV  ", 492218, 11472733,  2.36,  0.254
17=, 17,  3.644,  187, 192, 194,"VV 2",2476096, 46463996,  9.55,  1.027
18=, 18,  3.690,  194, 197, 210,"VV  ",7938474,205236907, 42.18,  4.538
19=, 19,  3.827,  210, 214, 224,"VV  ",2430053, 81474428, 16.74,  1.802
20=, 20,  3.939,  224, 228, 229,"VV 3", 959089, 17855133,  3.67,  0.395
21=, 21,  3.976,  229, 232, 234,"VV  ",2816863, 51644620, 10.61,  1.142
22=, 22,  4.024,  234, 238, 251,"VV  ",18472108,405082005, 83.25,  8.957
23=, 23,  4.162,  251, 255, 261,"VV  ",2819925, 74160242, 15.24,  1.640
24=, 24,  4.248,  261, 266, 310,"VV  ",15390042,486563807,100.00, 10.759
25=, 25,  4.650,  310, 315, 332,"VV  ", 949264, 43889849,  9.02,  0.971
26=, 26,  4.817,  332, 336, 339,"VV  ", 367225, 10540028,  2.17,  0.233
27=, 27,  4.860,  339, 341, 347,"VV 6", 311344, 11895413,  2.44,  0.263
28=, 28,  4.963,  347, 354, 361,"VV  ",2349358, 77099389, 15.85,  1.705
29=, 29,  5.052,  361, 365, 371,"VV  ",1323019, 44031654,  9.05,  0.974
30=, 30,  5.123,  371, 374, 377,"VV  ", 691789, 19952288,  4.10,  0.441
31=, 31,  5.189,  377, 382, 399,"VV 10", 712423, 52638926, 10.82,  1.164
32=, 32,  5.349,  399, 402, 405,"VV 5", 343595, 10115855,  2.08,  0.224
33=, 33,  5.407,  405, 409, 413,"VV 5", 315098, 11126465,  2.29,  0.246
34=, 34,  5.582,  425, 430, 441,"VV 3", 402369, 20623872,  4.24,  0.456
35=, 35,  5.711,  441, 446, 451,"VV 4", 332737, 14637824,  3.01,  0.324
36=, 36,  5.774,  451, 454, 456,"VV 3", 305177,  7462841,  1.53,  0.165
37=, 37,  5.841,  456, 462, 469,"VV 2",1442668, 44551582,  9.16,  0.985
38=, 38,  5.940,  469, 474, 479,"VV 2", 723774, 23562609,  4.84,  0.521
39=, 39,  5.993,  479, 481, 492,"VV 4", 351741, 13942186,  2.87,  0.308
40=, 40,  6.157,  495, 501, 512,"VV  ", 521448, 22480661,  4.62,  0.497
41=, 41,  6.269,  512, 515, 523,"VV 7", 202125,  9909962,  2.04,  0.219
42=, 42,  6.372,  523, 527, 534,"VV 9", 203291, 10811898,  2.22,  0.239
43=, 43,  6.447,  534, 537, 539,"VV 3", 209353,  4904528,  1.01,  0.108
44=, 44,  6.503,  539, 544, 545,"VV 5", 210921,  5636465,  1.16,  0.125
45=, 45,  6.590,  545, 554, 560,"VV  ", 378567, 20209832,  4.15,  0.447
46=, 46,  6.681,  560, 565, 576,"VV  ", 910239, 35130500,  7.22,  0.777
47=, 47,  6.822,  576, 583, 594,"VV 2",1078547, 35264317,  7.25,  0.780
48=, 48,  6.969,  594, 601, 620,"VV 4", 449924, 19032377,  3.91,  0.421
49=, 49,  7.181,  620, 627, 629,"VV 3", 176957,  4512832,  0.93,  0.100
50=, 50,  7.243,  629, 635, 642,"VV  ",1255327, 33864077,  6.96,  0.749
51=, 51,  7.338,  642, 646, 653,"VV  ", 331267, 10405728,  2.14,  0.230
52=, 52,  7.444,  653, 659, 667,"VV 6", 189877,  6904450,  1.42,  0.153
53=, 53,  7.563,  667, 674, 699,"VV  ", 856604, 29455365,  6.05,  0.651
54=, 54,  7.894,  709, 715, 718,"VV 5",  63028,  1775071,  0.36,  0.039
55=, 55,  7.954,  718, 722, 732,"VV  ", 120443,  3349156,  0.69,  0.074
56=, 56,  8.159,  743, 747, 758,"VV 6",  34473,  1028912,  0.21,  0.023
57=, 57,  8.559,  784, 797, 809,"BV  ", 200079,  5396253,  1.11,  0.119
58=, 58,  8.772,  815, 823, 830,"VV  ",1077109, 29534023,  6.07,  0.653
59=, 59,  8.843,  830, 832, 842,"VV 4", 162764,  7545998,  1.55,  0.167
60=, 60,  8.955,  842, 845, 848,"VV 3", 115561,  2760257,  0.57,  0.061
61=, 61,  8.992,  848, 850, 858,"VV 3", 105284,  4527076,  0.93,  0.100
62=, 62,  9.126,  861, 866, 876,"VV  ", 143871,  7095158,  1.46,  0.157
63=, 63,  9.441,  899, 905, 912,"VV 3", 135327,  5483422,  1.13,  0.121
64=, 64,  9.966,  963, 970, 981,"VV 3",  55879,  2796576,  0.57,  0.062
65=, 65, 10.342, 1000,1016,1056,"PV 3",5392714,205311546, 42.20,  4.540
66=, 66, 10.714, 1056,1062,1069,"VV 10",  35903,  1512811,  0.31,  0.033
67=, 67, 11.094, 1101,1109,1112,"PV 4", 127069,  3500115,  0.72,  0.077
68=, 68, 11.176, 1112,1119,1127,"VV 9", 174894, 11938223,  2.45,  0.264
69=, 69, 11.345, 1127,1140,1155,"VV 3",1437343, 66257889, 13.62,  1.465
70=, 70, 11.509, 1155,1160,1171,"VV 8", 230743, 14845971,  3.05,  0.328
71=, 71, 11.624, 1171,1174,1181,"VV 6", 175613,  7845011,  1.61,  0.173
72=, 72, 11.730, 1181,1187,1209,"VV 6", 200606, 18924004,  3.89,  0.418
73=, 73, 11.943, 1209,1213,1218,"VV 6", 103293,  4067787,  0.84,  0.090
74=, 74, 12.018, 1218,1223,1229,"VV 3", 120451,  4677422,  0.96,  0.103
75=, 75, 12.431, 1249,1273,1286,"VV 3", 171802, 14822894,  3.05,  0.328
76=, 76, 12.575, 1286,1291,1300,"VV 2", 110743,  4879352,  1.00,  0.108
77=, 77, 12.981, 1332,1341,1348,"VV 4", 158320,  5987182,  1.23,  0.132
78=, 78, 13.280, 1369,1378,1381,"VV 9",  43921,  1698918,  0.35,  0.038
79=, 79, 13.333, 1381,1384,1397,"VV 9",  41814,  1855093,  0.38,  0.041
80=, 80, 13.633, 1414,1421,1430,"VV 2", 121104,  4869089,  1.00,  0.108
81=, 81, 13.788, 1433,1440,1463,"VV 2", 703890, 34367815,  7.06,  0.760
82=, 82, 13.987, 1463,1465,1471,"VV 7",  56431,  2057512,  0.42,  0.045
83=, 83, 14.188, 1482,1490,1513,"VV 2", 370781, 20892485,  4.29,  0.462
84=, 84, 14.431, 1513,1520,1532,"VV  ", 180330,  6581569,  1.35,  0.146
85=, 85, 14.839, 1559,1570,1603,"VV  ",1249576, 41382122,  8.50,  0.915
86=, 86, 15.507, 1643,1652,1681,"PV 2", 215928,  8291398,  1.70,  0.183
87=, 87, 15.796, 1681,1688,1696,"PV 2", 116032,  3096997,  0.64,  0.068
88=, 88, 16.047, 1702,1718,1726,"BV 10",  48411,  3454644,  0.71,  0.076
89=, 89, 16.137, 1726,1730,1740,"VV 10",  42341,  2212349,  0.45,  0.049
90=, 90, 16.489, 1766,1773,1782,"PV  ", 159006,  4515603,  0.93,  0.100
91=, 91, 17.428, 1867,1889,1894,"BV  ",  35395,  2159292,  0.44,  0.048
92=, 92, 17.608, 1897,1911,1935,"VV 5", 287103, 13722689,  2.82,  0.303
93=, 93, 17.862, 1935,1942,1949,"VV 9",  37491,  1809626,  0.37,  0.040
94=, 94, 18.105, 1958,1972,2009,"PV  ",1111542, 62297258, 12.80,  1.378
95=, 95, 18.480, 2009,2018,2030,"VV 10", 135683,  9112183,  1.87,  0.201
96=, 96, 18.635, 2030,2037,2048,"VV 10",  62408,  4200793,  0.86,  0.093
97=, 97, 19.114, 2087,2096,2115,"VV 2", 212203, 11254098,  2.31,  0.249
98=, 98, 19.383, 2115,2129,2135,"VV  ",  58957,  3429760,  0.70,  0.076
99=, 99, 19.487, 2135,2142,2157,"VV  ", 316162, 11007834,  2.26,  0.243
100=,100, 19.675, 2157,2165,2176,"VV  ", 297795, 12135543,  2.49,  0.268
