"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-204-13.D","09 Mar 2019  11:17    ","PRO03   BAC-01"," "
"PBM Apex"
"Thu Mar 28 12:07:11 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 39,  7.5699, 0.5707,"Benzenesulfinothioic acid, 4-methoxy-, S-phenyl ester",124283,"026974-29-8",64
 40,  7.8198, 0.0652,"Piperazine, 1,4-dimethyl-",  7495,"000106-58-1",47
 41,  7.9596, 0.2304,"Butanenitrile, 3-methyl-",  1311,"000625-28-5",38
 42,  8.1675, 0.0571,"2-Pentene, 4,4-dimethyl-",  3402,"026232-98-4",50
 43,  8.5648, 0.2083,"1-Butanol",   846,"000071-36-3",72
 44,  8.8090, 0.3128,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",94
 45,  8.9635, 0.1394,"Cyclopentasiloxane, decamethyl-",220037,"000541-02-6",62
 46,  9.1322, 0.1047,"2-Butenoic acid, 3-methyl-, methyl ester",  7448,"000924-50-5",45
 47,  9.4466, 0.0666,"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-", 27825,"000470-67-7",83
 48,  9.5451, 0.0347,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",38
 49,  9.9715, 0.0460,"2-Piperidinemethanamine",  7485,"022990-77-8",58
 50, 10.0437, 0.0093,"benzoic acid, 4-[2-[4-(2-benzoxazolyl)phenyl]ethenyl]-",198306,"1000402-46-8",43
 51, 10.3499, 6.5140,"1-Butanol, 3-methyl-",  2148,"000123-51-3",86
 52, 10.6784, 0.0052,"Diaziridine,1,3,3-trimethyl-",  1646,"040711-15-7",38
 53, 10.7107, 0.0036,"Acetamide, N-methyl-N-(4-(1-pyrrolidinyl)-2-butynyl)-", 59449,"003854-05-5",35
 54, 11.3570, 0.3378,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",96
 55, 11.5174, 0.1029,"Thiazole",  1550,"000288-47-1",64
 56, 11.6383, 0.0691,"1-Pentanol",  2114,"000071-41-0",53
 57, 11.8763, 0.0226,"Phenylglyoxylic acid, TMS derivative", 84957,"055517-36-7",35
 58, 12.0246, 0.0152,"3-Aminopyridine",  2584,"000462-08-8",72
 59, 12.1482, 0.0414,"o-Cymene", 15145,"000527-84-4",95
 60, 12.4455, 0.0420,"Acetamide, 2-phenoxy-N-(4-benzoylaminophenyl)-",202606,"312755-44-5",43
 61, 12.5812, 0.0214,"1-Propene, 1-(methylthio)-, (Z)-",  2109,"052195-40-1",47
 62, 13.8487, 0.2016,"1,4-Cyclohexadiene, 1-methyl-",  2652,"004313-57-9",35
 63, 14.0013, 0.0908,"Pyrazine, 2,6-dimethyl-",  5417,"000108-50-9",56
 64, 14.2429, 0.1524,"10-[(4-Methyl phenyl)sulfanyl]-14-azatetracyclo[7.6.1.0{2,7}.0{13,16}]hexadeca-1(15),2(7),3,5,9(16),10,12-heptaen-8-one",198309,"1000411-01-1",53
 65, 14.8511, 2.1166,"Hexyl chloroformate", 35348,"006092-54-2",78
 66, 15.1564, 0.0500,"Hex-4-enylamine",  3583,"055108-01-5",50
 67, 15.5219, 0.0621,"3-Decyne", 17251,"002384-85-2",35
 68, 15.8079, 0.1377,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",93
 69, 16.0419, 0.0505,"3-Phenyl-2H-chromene", 72696,"006054-00-8",38
 70, 16.3932, 0.0285,"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-", 46058,"018433-98-2",64
 71, 16.5014, 0.4381,"2-Hexen-1-ol, (E)-",  3881,"000928-95-0",90
 72, 17.6265, 0.2372,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",95
 73, 17.6846, 0.1311,"Pyrazine, 3-ethyl-2,5-dimethyl-", 16625,"013360-65-1",90
 74, 17.8528, 0.0806,"Methional",  4798,"003268-49-3",76
 75, 18.1140, 1.0579,"3,5-Dimethylpyrazole",  2780,"000067-51-6",86
 76, 18.5014, 0.0967,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",87
 77, 18.9544, 0.2119,"Acetic acid",   264,"000064-19-7",80
 78, 19.0027, 0.1037,"Acetic acid",   261,"000064-19-7",80
 79, 19.0740, 0.0320,"Acetic acid",   264,"000064-19-7",86
 80, 19.1297, 0.1306,"Acetic acid",   264,"000064-19-7",64
 81, 19.1727, 0.0472,"Acetic acid",   264,"000064-19-7",64
 82, 19.2062, 0.1083,"Acetic acid",   263,"000064-19-7",59
 83, 19.3165, 0.0938,"Acetic acid",   264,"000064-19-7",64
 84, 19.3976, 0.1409,"Acetic acid",   264,"000064-19-7",46
 85, 19.5435, 0.1456,"Hydrazine, 1,2-dimethyl-",   277,"000540-73-8",38
 86, 19.6938, 0.4442,"Acridine, 9-methyl-", 58761,"000611-64-3",43
 87, 19.8128, 0.0387,"Acetic acid",   263,"000064-19-7",46
 88, 19.9200,18.6816,"Benzaldehyde",  5151,"000100-52-7",95
 89, 20.2028, 0.2139,"Benzaldehyde",  5152,"000100-52-7",55
 90, 20.3054, 0.4462,"2-[(Trimethylsilyl)oxy]-2-{4-[(trimethylsilyl)oxy]phenyl}ethanamine",156185,"1000408-18-1",59
 91, 20.4678, 0.0537,"3-Hydroxymandelic acid, ethyl ester, di-TMS",196671,"1000071-88-9",47
 92, 20.8377, 0.1038,"Linalool", 27452,"000078-70-6",80
 93, 21.1810, 0.0437,"1,2-Cyclopentanediol, trans-",  4385,"005057-99-8",42
 94, 21.4377, 0.0518,"Propane, 1,2-dichloro-",  6309,"000078-87-5",35
 95, 21.6699, 0.0655,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",37
 96, 21.8640, 0.0362,"Silane, trimethyl-[[(17.alpha.)-19-norpregn-4-en-20-yn-17-yl]oxy]-",210759,"056771-62-1",38
 97, 22.3551, 0.0475,"Benzonitrile",  4705,"000100-47-0",80
 98, 22.4392, 0.0736,"Terpinen-4-ol", 27506,"000562-74-3",50
 99, 22.5276, 0.0645,"Methylmalonic acid",  8827,"000516-05-2",38
100, 22.7202, 0.0616,"Methylmalonic acid",  8827,"000516-05-2",58
101, 22.8285, 0.0489,"2,3-Dehydro-1,8-cineole", 25889,"092760-25-3",14
102, 22.9557, 0.1010,"Butanoic acid, 4-hydroxy-",  4772,"000591-81-1",64
103, 23.2021, 0.0321,"Propanoic acid, 2-methyl-",  2084,"000079-31-2",59
104, 23.2876, 0.0926,"Ethanamine, 2-phenoxy-", 17128,"001758-46-9",10
105, 23.4452, 0.7056,"Benzeneacetaldehyde",  9549,"000122-78-1",90
106, 23.6185, 0.1075,"2-Acetylthiazole", 11964,"024295-03-2",35
107, 23.6857, 0.3688,"Acetophenone",  9540,"000098-86-2",81
108, 23.8143, 2.3011,"Silanediol, dimethyl-",  2426,"001066-42-8",49
109, 24.0486, 0.1453,"Silanediol, dimethyl-",  2426,"001066-42-8",38
110, 24.4268, 0.0425,"1-Benzenesulfonyl-1H-pyrrole", 71222,"016851-82-4",27
111, 24.5589, 0.1494,"Benzaldehyde, 2-hydroxy-", 10083,"000090-02-8",86
112, 24.9114, 0.4032,"Tricyclo[3.3.0.0(2,8)]octan-3-one, 8-methyl-", 16936,"1000150-71-8",40
113, 25.0543, 0.0924,"Butanoic acid",  2043,"000107-92-6",64
114, 25.1652, 1.2835,"Terpineol", 27454,"1000411-59-6",87
115, 25.2856, 0.3284,"Butanoic acid",  2043,"000107-92-6",43
116, 25.9193, 0.1189,"Butanoic acid, 3-methyl-",  4349,"000503-74-2",50
117, 25.9508, 0.0968,"Butanoic acid, 3-methyl-",  4361,"000503-74-2",50
118, 26.0013, 0.0885,"Pentanoic acid, 3-methyl-",  8285,"000105-43-1",47
119, 26.0553, 0.0511,"Pentanoic acid, 3-methyl-",  8285,"000105-43-1",59
120, 26.0812, 0.1326,"Butanoic acid, 3-methyl-",  4349,"000503-74-2",59
121, 26.4207, 0.0227,"3-Methyl-hexanoic acid", 13735,"1000365-65-4",35
122, 27.0441, 1.0955,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",90
123, 28.2409, 0.0240,"Cyclopentene, 3-ethylidene-1-methyl-",  5604,"062338-00-5",25
124, 28.4085, 0.2501,"1,2-Benzisothiazol-3-amine, TBDMS derivative",124363,"1000332-57-2",83
125, 29.2338, 0.0268,"1H-Indole-1-acetamide, 2,3-dihydro-3-hydroxy-3-[2-(2-methoxyphenyl)-2-oxoethyl]-2-oxo-",208462,"1000319-97-2",38
126, 29.9191, 0.0425,"Benzyl alcohol",  5466,"000100-51-6",93
127, 30.0691, 0.0677,"1,1,3,3,5,5,7,7-Octamethyl-7-(2-methylpropoxy)tetrasiloxan-1-ol",220051,"1000364-61-2",50
128, 30.1481, 0.0101,"Cyclotetrasiloxane, octamethyl-",155951,"000556-67-2",58
129, 30.8285, 0.0225,"Phenylethyl Alcohol", 10109,"000060-12-8",49
130, 31.1283, 0.0662,"Benzyl nitrile",  8738,"000140-29-4",93
131, 31.2381, 0.0284,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",123063,"014035-34-8",89
132, 31.9853, 0.0891,"Phenanthridinium, 5,6-dimethyl-, iodide",192606,"016511-48-1",22
133, 33.1337, 0.0268,"Acetic acid, phenyl ester", 16694,"000122-79-2",72
134, 34.5771,-0.0074,"ethanone, 1-phenyl-2-(2-phenyl-4H-1-benzopyran-4-yl)-",184697,"1000402-36-9",43
135, 34.9968, 0.1240,"p-Cresol",  5464,"000106-44-5",94
