"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-190-11.D","11 Dec 2018  13:53    ","24H_BAC-01 REP 2","P10:E5"
"PBM Apex"
"Thu Dec 13 10:39:34 2018"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 64, 11.5378, 0.2154,"TRANS-DIHYDROCARVONE", 37914,"005948-04-9",68
 65, 11.6376, 0.3151,"1-Pentanol (CAS) $$ Amylol $$ n-Pentanol $$ Amyl alcohol $$ n-Pentan-1-ol $$ Pentanol $$ n-Amyl alcohol $$ Pentyl alcohol $$ n-Butyl carbinol $$ n-Pentyl alcohol $$ 1-Pentyl alcoholther $$ n-Butylcarbinol $$ 1-Pentyl alcohol $$ n-C5H11OH $$ Pentan-1-ol $$",  4038,"000071-41-0",80
 66, 12.1646, 0.6861,"Benzene, 1-methyl-4-(1-methylethyl)- (CAS) $$ p-Cymene $$ 1-Methyl-4-isopropylbenzene $$ p-Cymol $$ p-Cimene $$ Camphogen $$ Dolcymene $$ 2-p-Tolylpropane $$ p-Isopropyltoluene $$ p-Methylisopropylbenzene $$ 1-Isopropyl-4-methylbenzene $$ 4-Isopropyl-1-me", 23310,"000099-87-6",97
 67, 12.4465, 0.1239,"1-Propanone, 1-phenyl- (CAS) $$ Propiophenone $$ PROPANOYLBENZENE $$ Phenetol $$ Propionylbenzene $$ Phenyl ethyl ketone $$ Ethyl phenyl ketone $$ 1-Phenyl-1-propanone $$ Propionphenone $$ Ketone, ethyl phenyl $$ USAF ek-1235", 23123,"000093-55-0",43
 68, 12.5798, 0.1514,"2-Butanone, 3-hydroxy- (CAS) $$ Acetoin $$ 3-Hydroxy-2-butanone $$ Dimethylketol $$ 2,3-Butanolone $$ 2-Hydroxy-3-butanone $$ Acetyl methyl carbinol $$ Methanol, acetylmethyl- $$ 1-Hydroxyethyl methyl ketone $$ .gamma.-Hydroxy-.beta.-oxobutane $$ 2-Butano",  3858,"000513-86-0",43
 69, 13.0032, 0.0127,"Propyl ethynyl sulfoxide", 12842,"000000-00-0",22
 70, 13.2743, 0.0283,"3-Heptanol, 3,5-dimethyl- $$ 3,5-Dimethyl-3-heptanol", 31511,"019549-74-7",14
 71, 13.5499, 0.0123,"2-Penten-1-ol, (E)- (CAS) $$ trans-PENT-2-ENOL $$ E-2-pentenol",  3372,"001576-96-1",58
 72, 13.6400, 0.0373,"2-Pentanol, 3-methyl- (CAS) $$ 3-Methyl-2-pentanol $$ 3-Methyl-4-pentanol",  7802,"000565-60-6",53
 73, 13.8645, 0.6257,"4(5)-acetyl-2-(2-propyl)-1H-imidazole $$ Ethanone, 1-[2-(1-methylethyl)-1H-imidazol-4-yl]-", 37305,"108512-03-4",86
 74, 14.0246, 0.0164,"Trifluoroacetyl derivative of [(13)C]-octopamine",244678,"000000-00-0",53
 75, 14.1037, 0.0105,"6,7-bis(trimethylsilyl)-4-methoxy-1-azabiphenylene",197484,"096246-02-5",47
 76, 14.2787, 0.1603,"6-METHYL-5-HEPTEN-2-ONE", 18142,"000000-00-0",35
 77, 14.4469, 0.0708,"Propane, 1-(1-ethoxyethoxy)- (CAS) $$ 1-Ethoxy-1-propoxyethane $$ Acetaldehyde, ethyl propyl acetal", 21999,"020680-10-8",64
 78, 14.5044, 0.0399,".delta.-Fenchane $$ Bicyclo[2.2.1]heptane, 1,3,3-trimethyl- (CAS) $$ Fenchane $$ Norbornane, 1,3,3-trimethyl-", 26813,"006248-88-0",45
 79, 14.8692, 7.3044,"1-Hexanol (CAS) $$ n-Hexanol $$ Amylcarbinol $$ n-Hexan-1-ol $$ Hexyl alcohol $$ Hexanol $$ Pentylcarbinol $$ Caproyl alcohol $$ n-Hexyl alcohol $$ 1-Hexyl alcohol $$ 1-Hydroxyhexane $$ n-C6H13OH $$ Hexan-1-ol $$ Hexanol-(1) $$ Epal 6 $$ UN 2282",  7737,"000111-27-3",83
 80, 15.1689, 0.2148,"3-Hexen-1-ol, (E)- (CAS) $$ E-3-Hexenol $$ trans-3-Hexen-1-ol $$ trans-3-Hexenol $$ (E)-3-Hexenol $$ (E)-Hex-3-en-1-ol",  6791,"000928-97-2",55
 81, 15.5361, 0.2904,"3-Octyne (CAS) $$ Butylethylacetylene $$ Ethylbutyl acetylene $$ 1-Ethyl-2-butylacetylene $$ Ethylbutylacetylene $$ C4H9C.$.CC2H5",  9918,"015232-76-5",43
 82, 15.8147, 0.6361,"3-Hexen-1-ol, (Z)- (CAS) $$ cis-3-Hexene-1-ol $$ Z-3-Hexenol $$ Leaf alcohol $$ 3-(Z)-Hexenol $$ cis-3-Hexenol $$ Blatteralkohol $$ cis-3-Hexen-1-ol $$ (Z)-Hex-3-en-1-ol $$ Blatteralkohol (German) $$ .beta.,.gamma.-Hexenol $$ HEXEN-30L-1 $$ 3-Hexen-1-ol $",  6779,"000928-96-1",94
 83, 16.0510, 0.0461,"CIS-3-HEXENOL",  6975,"000928-96-1",30
 84, 16.1768, 0.0565,"Benzene, octyl- (CAS) $$ 1-Phenyloctane $$ Octylbenzene $$ Phenyloctane $$ n-Octylbenzene $$ Octane, 1-phenyl-", 74740,"002189-60-8",64
 85, 16.3331, 0.0432,"2-Cyclohexen-1-one, 3,5,5-trimethyl- (CAS) $$ 3,5,5-Trimethyl-2-cyclohexenone $$ 1,5,5-TRIMETHYLCYCLOHEXEN-3-ONE $$ Isophorone $$ Isoforon $$ Isophoron $$ Isoacetophorone $$ .alpha.-Isophoron $$ .alpha.-Isophorone $$ 3,5,5-trimethyl-2-cyclohexen-1-one $$", 26411,"000078-59-1",87
 86, 16.5106, 1.8314,"Cyclohexanol (CAS) $$ Anol $$ Naxol $$ Adronol $$ Hexalin $$ Adronal $$ 1-Cyclohexanol $$ Hexahydrophenol $$ Cyclohexyl alcohol $$ Phenol, hexahydro- $$ Hydroxycyclohexane $$ Hexalin (alcohol) $$ Cyclohexane, hydroxy- $$ Hydralin $$ Cicloesanolo $$ Cykloh",  6875,"000108-93-0",76
 87, 16.7930, 0.0489,"2-Hexen-1-ol, (Z)- (CAS) $$ CIS-HEX-2-EN-1-OL $$ cis-HEX-2-ENOL $$ cis-2-Hexen-1-ol",  6753,"000928-94-9",87
 88, 17.0826, 0.0423,"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester (CAS) $$ ETHYL 2-HYDROXY ISOVALERATE $$ Ethyl 2-hydroxyisovalerate $$ Butyric acid, 2-hydroxy-3-methyl-, ethyl ester $$ Ethyl 2-hydroxy-3-methylbutanoate", 32368,"002441-06-7",76
 89, 17.1568, 0.0194,"1-METHYL-3-AMINO-5-PHENYL-2-PYRAZOLINE $$ 1H-Pyrazol-3-amine, 4,5-dihydro-1-methyl-5-phenyl- (CAS) $$ 2-Pyrazoline, 3-amino-1-methyl-5-phenyl- $$ 1-Methyl-5-phenyl-3-amino-2-pyrazoline", 59777,"024830-95-3",53
 90, 17.3751, 0.1400,"BENZENE, 1-ISOPROPENYL-?-METHYL- $$ Benzene, methyl(1-methylethenyl)- $$ Styrene, ar,.alpha.-dimethyl- $$ Isopropenyltoluene $$ Cymenene", 22205,"026444-18-8",93
 91, 17.6324, 1.9813,"CIS-LINALOOL OXIDE", 55514,"005989-33-3",91
 92, 17.8932, 0.0915,"1 OCTEN 3 OL", 19694,"003391-86-4",72
 93, 18.1231, 4.3139,"2-Furancarboxaldehyde (CAS) $$ Furfural $$ 2-Furaldehyde $$ Fural $$ Furole $$ Furale $$ Furfurole $$ 2-Furfural $$ Furaldehyde $$ Furancarbonal $$ 2-Formylfuran $$ .alpha.-Furole $$ Furfuraldehyde $$ 2-Furancarbonal $$ 2-Furanaldehyde $$ Furfurylaldehyde",  5037,"000098-01-1",86
 94, 18.5082, 0.7392,"TRANS-LINALOOL OXIDE", 55510,"034995-77-2",91
 95, 18.6516, 0.0401,"Cyclohexane, 1,2-propadienyl- (CAS) $$ 1-CYCLOHEXYLPROPADIENE $$ UNSYM-HEXAMETHYLENEALLENE $$ Cyclohexane, propadienyl- $$ 1-Cyclohexyl-1,2-propadiene $$ Cyclohexylallene", 15964,"005664-17-5",43
 96, 18.9776, 0.0519,"2-Naphthalenamine, 5,6,7,8-tetrahydro- (CAS) $$ 6-Aminotetralin $$ 2-Naphthylamine, 5,6,7,8-tetrahydro- $$ 1,2,3,4-Tetrahydro-6-naphthylamine $$ 2-Amino-5,6,7,8-tetrahydronaphthalene", 33305,"002217-43-8",15
 97, 19.1336, 0.0424,"1-Hexanol, 2-ethyl- (CAS) $$ 2-Ethylhexanol $$ 2-Ethyl-1-hexanol $$ Ethylhexanol $$ 2-Ethylhexan-1-ol $$ 2-Ethylhexyl alcohol $$ 2-Ethyl-hexanol-1 $$ Ethylhexyl alcohol $$ Octyl alcohol $$ 2-Ethylhexanol-1", 21130,"000104-76-7",86
 98, 19.1743, 0.0484,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   657,"000064-19-7",80
 99, 19.2557, 0.0464,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   649,"000064-19-7",86
100, 19.3271, 0.0820,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   659,"000064-19-7",72
101, 19.4044, 0.2373,"Ethanone, 1-(2-furanyl)- (CAS) $$ 2-Acetylfuran $$ 2-Furyl methyl ketone $$ Acetylfuran $$ Methyl 2-furyl ketone $$ Ketone, 2-furyl methyl $$ Furyl methyl ketone $$ Furan, 2-acetyl- $$ 1-(2-Furanyl)ethanone",  9648,"001192-62-7",64
102, 19.5546, 0.1829,"Hydrazine, 1,2-dimethyl- (CAS) $$ sym-Dimethylhydrazine $$ DMH $$ SDMH $$ Hydrazomethane $$ 1,2-Dimethylhydrazine $$ N,N'-Dimethylhydrazine $$ s-Dimethylhydrazine $$ (CH3NH)2 $$ 1,2-Dimethylhydrazin $$ Dimethylhydrazine, symmetrical $$ Rcra waste number U",   695,"000540-73-8",38
103, 19.7150, 0.2924,"Trisiloxane, 1,1,3,3,5,5-hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-TRISILOXANE $$ bis(dimethylsilyloxy)dimethylsilane $$ 1.1.3,3,5,5-hexamethyltrisiloxane $$ 1,1,3,3,5,5-Hexamethyltrisiloxane $$ Hexamethyltrisiloxane", 92700,"001189-93-1",40
104, 19.8310, 0.1895,"DILL ETHER", 37971,"000000-00-0",93
105, 19.9281, 0.4255,"Benzaldehyde (CAS) $$ Phenylmethanal $$ Benzenecarbonal $$ Benzaldehyde FFC $$ Benzoic aldehyde $$ Artificial Almond Oil $$ Benzenecarboxaldehyde $$ Almond artificial essential oil $$ Phenylmethanal benzenecarboxaldehyde $$ Benzadehyde $$ NCI-C56133 $$ Oi",  8594,"000100-52-7",93
106, 20.1165, 0.1693,"1,4,4-Trimethyl-cis-bicyclo[3.2.0]hept-2-ene", 25424,"000000-00-0",90
