[contents]
count=2
Name=,X:\data\JTB-E02\BACandBLUE\JTB-E02-199-11.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-11.D\data.ms
[PBM Apex]
Time=,Wed Apr 03 17:07:42 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
20=, 20,  4.8558, 0.2358,"sec-Butyl nitrite",  4621,"000924-43-6",35
21=, 21,  4.9814, 1.7232,"Cyclotetrasiloxane, octamethyl-",155950,"000556-67-2",80
22=, 22,  5.1809, 0.2760,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",30
23=, 23,  5.2175, 0.4201,"2-Thiopheneacetic acid, decyl ester",141794,"1000278-91-5",38
24=, 24,  5.3527, 0.1706,"trans-4-(2-(5-Nitro-2-furyl)vinyl)-2-quinolinamine",140729,"000847-10-9",27
25=, 25,  5.4105, 0.1639,"Pentasiloxane, dodecamethyl-",229153,"000141-63-9",22
26=, 26,  5.4722, 0.2364,"Perhydro-htx-2-one, 2-depentyl-, acetate ester",140883,"080090-53-5",18
27=, 27,  5.5886, 0.5182,"Methyl isovalerate",  8237,"000556-24-1",68
28=, 28,  5.7144, 0.2777,"(3-Methyl-oxiran-2-yl)-methanol",  2089,"1000194-22-9",22
29=, 29,  5.9978, 0.9387,"Toluene",  2482,"000108-88-3",87
30=, 30,  6.1604, 0.3449,"2-Pentanol",  2117,"006032-29-7",27
31=, 31,  6.2744, 0.1925,"Butanoic acid, 2-methyl-, ethyl ester", 13837,"007452-79-1",30
32=, 32,  6.3468, 0.1070,"Cyclotetrasiloxane, octamethyl-",155950,"000556-67-2",38
33=, 33,  6.4125, 0.0877,"Furazano[3,4-b][1,2,4]-triazolo[4,3-d]pirazine, 5-(2,3-dimethylphenylamino)-",140518,"311783-53-6",43
34=, 34,  6.4691, 0.1322,"7,7-Dimethyl-2-morpholin-4-yl-5,6,7,8-tetrahydro-thiazolo[5,4-c]azepin-4-one",140573,"313251-24-0",27
35=, 35,  6.5350, 0.0674,"Cyclotetrasiloxane, octamethyl-",155950,"000556-67-2",38
36=, 36,  6.5959, 0.4046,"Butanoic acid, 3-methyl-, ethyl ester", 13841,"000108-64-5",87
37=, 37,  6.6844, 3.6093,"Disulfide, dimethyl",  2561,"000624-92-0",96
38=, 38,  6.8695, 0.2337,"Disulfide, dimethyl",  2561,"000624-92-0",83
39=, 39,  6.9917, 0.0994,"Acetamide, N-2-propynyl-",  3005,"065881-41-6",12
40=, 40,  7.0760, 0.2488,"Disulfide, dimethyl",  2564,"000624-92-0",50
41=, 41,  7.1786, 0.1264,"2-Butenal, 2-methyl-",  1436,"001115-11-3",49
42=, 42,  7.2533, 0.8711,"1-Propanol, 2-methyl-",   861,"000078-83-1",83
43=, 43,  7.5707, 2.2448,"Benzenesulfinothioic acid, 4-methoxy-, S-phenyl ester",124283,"026974-29-8",64
44=, 44,  7.8213, 0.1313,"2-Pentenoic acid, methyl ester, (E)-",  7426,"015790-88-2",30
45=, 45,  7.8997, 0.0979,"1-Butanol, 3-methyl-, acetate", 13793,"000123-92-2",70
46=, 46,  7.9613, 0.2417,"Butanenitrile, 3-methyl-",  1311,"000625-28-5",43
47=, 47,  8.1669, 0.0812,"2-Pentene, 4,4-dimethyl-",  3402,"026232-98-4",41
48=, 48,  8.3337, 0.0403,"p-Xylene",  5161,"000106-42-3",92
49=, 49,  8.5668, 0.1838,"1-Butanol",   840,"000071-36-3",72
50=, 50,  8.8083, 0.3423,"Cyclopentasiloxane, decamethyl-",220037,"000541-02-6",94
51=, 51,  8.9735, 0.1436,"Cyclopentasiloxane, decamethyl-",220037,"000541-02-6",86
52=, 52,  9.1326, 0.1393,"2-Butenoic acid, 3-methyl-, methyl ester",  7449,"000924-50-5",58
53=, 53,  9.4513, 0.1733,"Tetrahydrocarvone", 27525,"000499-70-7",38
54=, 54,  9.5435, 0.1095,"o-Xylene",  5160,"000095-47-6",15
55=, 55,  9.9667, 0.1481,"D-Limonene", 16046,"005989-27-5",97
56=, 56, 10.1104, 0.0319,"Methanethioamide, N,N-dimethyl-",  2209,"000758-16-7",47
57=, 57, 10.3542, 6.5349,"1-Butanol, 3-methyl-, formate",  8320,"000110-45-2",72
58=, 58, 10.4624, 0.4450,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",62
59=, 59, 10.7109, 0.0865,"1(2H)-Naphthalenone, octahydro-, trans-", 25996,"021370-71-8",60
60=, 60, 11.0188, 0.0369,"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, cis-", 27761,"007299-41-4",25
61=, 61, 11.1076, 0.0485,"Bicyclo[2.2.1]heptan-2-ol, 2,3,3-trimethyl-", 27723,"000465-31-6",45
62=, 62, 11.3581, 1.5859,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",96
63=, 63, 11.5186, 0.1554,"Thiazole",  1550,"000288-47-1",46
64=, 64, 11.6360, 0.0849,"Diaziridine,1,3,3-trimethyl-",  1646,"040711-15-7",46
65=, 65, 11.8712, 0.0490,"1H-Cyclopenta[c]furan-3(3aH)-one, 6,6a-dihydro-1-(1,3-dioxolan-2-yl)-, (3aR,1-trans,6a-cis)-", 61240,"1000141-74-4",27
66=, 66, 12.1494, 0.8901,"Benzene, 1-methyl-3-(1-methylethyl)-", 15242,"000535-77-3",95
67=, 67, 12.4471, 0.0976,"Silane, triethylfluoro-", 15472,"000358-43-0",43
68=, 68, 12.5774, 0.0866,"Benzene, 2-ethyl-1,4-dimethyl-", 15226,"001758-88-9",42
69=, 69, 13.8534, 0.2926,"1,3-Cycloheptadiene",  2631,"004054-38-0",43
70=, 70, 14.0038, 0.0598,"Pyrazine, 2,6-dimethyl-",  5416,"000108-50-9",56
71=, 71, 14.2395, 0.1830,"2-Chloro-4-(4-methoxyphenyl)-6-(4-nitrophenyl)pyrimidine",197930,"063673-76-7",50
72=, 72, 14.3351, 0.0294,"Silane, methylvinyl(hept-2-yloxy)(methylvinyldodecyloxysilyloxy)-",258297,"1000415-69-7",43
73=, 73, 14.8545, 1.9555,"1-Hexanol",  4487,"000111-27-3",78
74=, 74, 15.1198, 0.0131,"1,2,4-Triazol-3-amine, 5-(1,3,5-trimethyl-4-pyrazolyl)amino-", 71729,"1000264-16-7",53
75=, 75, 15.1576, 0.0367,"cis-2-Hexen-1-ol, trifluoroacetate", 62081,"1000352-74-4",27
76=, 76, 15.5264, 0.1662,"Cyclopentene, 1-methyl-",  1254,"000693-89-0",38
77=, 77, 15.5522, 0.1703,"Dimethyl trisulfide", 11161,"003658-80-8",81
78=, 78, 15.8107, 0.1056,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",94
79=, 79, 16.3945, 0.0155,"Pyrazine, 2-butyl-3,5-dimethyl-", 34835,"050888-63-6",40
80=, 80, 16.5037, 0.3124,"2-Hexen-1-ol, (Z)-",  3871,"000928-94-9",78
81=, 81, 16.6241, 0.0197,"1,3-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-", 16247,"000099-86-5",18
82=, 82, 17.4434, 0.0407,"Piperidine, 1-[(2,3,4,5-tetramethylphenyl)sulfonyl]-",140778,"1000337-70-8",30
83=, 83, 17.6292, 0.2021,"trans-Linalool oxide (furanoid)", 39617,"034995-77-2",83
84=, 84, 17.6853, 0.1258,"Pyrazine, 3-ethyl-2,5-dimethyl-", 16619,"013360-65-1",90
85=, 85, 17.8819, 0.0548,"Ethyl 5-(furan-2-yl)-1,2-oxazole-3-carboxylate", 71255,"1000411-40-9",14
86=, 86, 18.1154, 0.7645,"Furfural",  2768,"000098-01-1",91
87=, 87, 18.5010, 0.1156,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",53
88=, 88, 18.6382, 0.0377,"1H-Indole, 5-methyl-2-phenyl-", 71661,"013228-36-9",25
89=, 89, 18.8982, 0.0129,"Benzene, 1,2,4,5-tetramethyl-", 15202,"000095-93-2",93
90=, 90, 19.1297, 0.0269,"1-Hexanol, 2-ethyl-", 13977,"000104-76-7",53
91=, 91, 19.3987, 0.0316,"Ethanone, 1-(1H-pyrazol-4-yl)-",  5814,"025016-16-4",64
92=, 92, 19.5435, 0.1273,"Pyrrolo[1,2-c][1,3,2]diazaphosphorine-4-carbonitrile, 1,5,6,7-tetrahydro-1-(methylthio)-3-(4-morpholinyl)-, 1-sulfide",185499,"1000337-35-6",27
93=, 93, 19.6972, 0.3741,"Methyl 2-oxo-1H,5H,6H,7H-cyclopenta[b]pyridine-3-carboxylate", 58401,"125031-46-1",43
94=, 94, 19.8227, 0.0856,"Dill ether", 25815,"074410-10-9",94
95=, 95, 19.9225,19.2035,"Benzaldehyde",  5151,"000100-52-7",95
96=, 96, 20.2130, 1.3061,"1H-Pyrrolo[3,4-c]pyridine-1,3,4(2H,5H)-trione, 6,7-dimethyl-", 58287,"298688-33-2",49
97=, 97, 20.2950, 1.1291,"1,2,5,5,6,7-Hexamethylbicyclo[4.1.0]hept-2-en-4-one", 57796,"1000110-52-5",60
98=, 98, 20.4699, 0.1403,"13H-Dibenzo[a,i]carbazole",127688,"000239-64-5",43
99=, 99, 20.8397, 0.2310,"Tricyclo[2.2.1.0(2,6)]heptane, 1,3,3-trimethyl-", 16250,"000488-97-1",50
100=,100, 20.9582, 0.0779,"2H-1,2,3-Triazole-4-carboxylic acid, 2-(2-fluorophenyl)-", 71810,"051306-44-6",18
101=,101, 21.1870, 0.1137,"Acetic acid, trichloro-, octyl ester",133901,"016958-78-4",64
102=,102, 21.4450, 0.0713,"Dimethyl Sulfoxide",  1007,"000067-68-5",52
103=,103, 21.6754, 0.0873,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",50
104=,104, 21.8635, 0.0538,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",42
105=,105, 22.3549, 0.0592,"Tricyclo[3.1.0.0(2,4)]hex-3-ene-3-carbonitrile",  4709,"103495-51-8",81
106=,106, 22.4438, 0.0525,"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (R)-", 27776,"020126-76-5",76
107=,107, 22.5379, 0.0370,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-", 26103,"005948-04-9",43
108=,108, 22.7305, 0.0236,"Pyrrolidin-2-one, N-(2,4-dimethylcyclopent-3-enoyl)-, cis-", 71552,"1000156-45-6",64
109=,109, 22.9445, 0.1336,"Butyrolactone",  1668,"000096-48-0",53
110=,110, 23.2779, 0.0199,"1-Nitro-2-acetamido-1,2-dideoxy-d-glucitol",113759,"1000126-98-2",22
111=,111, 23.3883, 0.0703,"1,3-Benzenediol, 2,5-dimethyl-", 17787,"000488-87-9",41
112=,112, 23.6229, 0.1078,"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-", 24591,"000116-26-7",83
113=,113, 23.6879, 0.3014,"Acetophenone",  9543,"000098-86-2",90
114=,114, 23.8130, 2.8126,"Silanediol, dimethyl-",  2426,"001066-42-8",49
115=,115, 24.0675, 0.1177,"Silanediol, dimethyl-",  2426,"001066-42-8",49
116=,116, 24.1770, 0.1337,"Silanediol, dimethyl-",  2426,"001066-42-8",52
117=,117, 24.4305, 0.0908,"Pyrazolo[3,4-b]pyridin-3(2H)-one, 4-trifluoromethyl-2,6-diphenyl-",209415,"309740-17-8",47
118=,118, 24.5753, 0.2141,"Benzaldehyde, 2-hydroxy-", 10079,"000090-02-8",76
119=,119, 24.9128, 0.1901,"3-(3-Oxo-2-prop-2-ynyl-cyclopentyl)-propionic acid, methyl ester", 72345,"344885-14-9",80
120=,120, 25.1686, 1.0314,"Terpineol", 27454,"1000411-59-6",91
121=,121, 25.2913, 0.0844,"Borneol, trifluoroacetate (ester)",111096,"028587-55-5",58
122=,122, 25.4065, 0.0058,"2-Hydroxyethyl butyl sulfide", 15468,"005331-37-3",43
123=,123, 25.4579, 0.0125,"1,2-Hydrazinedicarboxaldehyde",  1969,"000628-36-4",47
124=,124, 25.4953, 0.0165,"Hexanoic acid",  8220,"000142-62-1",47
125=,125, 26.4192, 0.5931,"Naphthalene, 1,2-dihydro-1,1,6-trimethyl-", 41676,"030364-38-6",97
126=,126, 26.6226, 0.0699,"Butanoic acid, 3-methyl-",  4360,"000503-74-2",47
127=,127, 26.7327, 0.0215,"Pentanoic acid, 3-methyl-",  8284,"000105-43-1",37
128=,128, 26.8398, 0.0427,".alpha.-Aminooxy-propionic acid, ethyl ester", 14959,"005766-86-9",32
129=,129, 27.0415, 1.5226,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",91
130=,130, 27.2004, 0.1445,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",49
131=,131, 27.6220, 0.0369,"2-Hexen-4-yne, 2-methyl-",  2642,"058275-93-7",38
132=,132, 28.0714, 0.0303,"1H-Pyrrole-2-carboxaldehyde, 5-methyl-",  5690,"001192-79-6",50
133=,133, 28.2386, 0.0161,"N-Isopropyl-3-phenylpropanamide", 56865,"056146-87-3",15
134=,134, 28.3940, 0.2598,"Arsenous acid, tris(trimethylsilyl) ester",199618,"055429-29-3",78
135=,135, 28.6775, 0.0199,"1,1,1,3,5,5,5-Heptamethyltrisiloxane", 86044,"001873-88-7",43
136=,136, 28.8032, 0.0227,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",266854,"019095-23-9",52
137=,137, 29.2491, 0.0290,"N-Methyl-1-adamantaneacetamide", 71587,"031897-93-5",66
138=,138, 29.9225, 0.0251,"Benzyl alcohol",  5467,"000100-51-6",90
139=,139, 30.0403, 0.0787,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",56
140=,140, 30.1611, 0.0018,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",53
141=,141, 30.8317, 0.0179,"Phenylethyl Alcohol", 10109,"000060-12-8",38
142=,142, 31.0540, 0.0119,"Benzenecarbothioic acid, S-methyl ester", 26731,"005925-68-8",53
143=,143, 31.1305, 0.0580,"Benzyl nitrile",  8740,"000140-29-4",93
144=,144, 31.2392, 0.0612,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-",123155,"017540-75-9",93
145=,145, 32.0046, 0.1093,"N,N-Dimethyl-N'-(10-propyl-10H-acridin-9-ylidene)-benzene-1,4-diamine",209700,"1000286-20-4",25
146=,146, 32.6926, 0.0214,"Pentasiloxane, dodecamethyl-",229154,"000141-63-9",38
147=,147, 33.1287, 0.0287,"Pentanenitrile, 5-phenoxy-", 43814,"016728-56-6",59
148=,148, 34.5865, 0.0369,"2-(Ethyl)oxybenzylidene acetophenone",113549,"1000395-75-5",25
149=,149, 34.9979, 0.0778,"p-Cresol",  5463,"000106-44-5",91
150=,150, 36.3459, 0.0145,"Pyrazole, 3-tert-butyl-5-(4-chlorophenyl)-1-(4-nitrophenyl)-",209428,"1000263-99-2",22
151=,151, 37.3916, 0.0084,"Tetrasiloxane, decamethyl-",168283,"000141-62-8",35
[INT TIC: JTB-E02-199-11.D\data.ms]
Time=,Mon Apr 08 15:11:25 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.290,   19,  25,  39,"PV  ", 852973, 25219223,  1.89,  0.363
2=,  2,  2.418,   39,  41,  56,"VV 6", 115479,  6161912,  0.46,  0.089
3=,  3,  2.577,   56,  60,  62,"VV  ", 277941,  5247993,  0.39,  0.076
4=,  4,  2.624,   62,  66,  82,"VV  ", 603671, 20992264,  1.57,  0.302
5=,  5,  2.799,   82,  88, 107,"VV  ",2312454, 72524437,  5.44,  1.045
6=,  6,  2.968,  107, 108, 111,"VV 3", 128345,  2387119,  0.18,  0.034
7=,  7,  3.018,  111, 115, 120,"VV 2", 298959,  8420658,  0.63,  0.121
8=,  8,  3.121,  120, 127, 134,"VV 2",4212167,134438199, 10.09,  1.937
9=,  9,  3.207,  134, 138, 146,"VV  ",1692441, 60875898,  4.57,  0.877
10=, 10,  3.323,  146, 152, 182,"VV  ",10563273,370780735, 27.82,  5.342
11=, 11,  3.586,  182, 185, 191,"VV 2", 588246, 22227493,  1.67,  0.320
12=, 12,  3.692,  191, 198, 210,"VV  ",15281644,471759183, 35.39,  6.796
13=, 13,  3.828,  210, 214, 225,"VV  ",4050841,167807272, 12.59,  2.418
14=, 14,  3.978,  225, 233, 234,"VV  ",4636421,114917033,  8.62,  1.656
15=, 15,  4.026,  234, 239, 260,"VV  ",19098512,571958684, 42.91,  8.240
16=, 16,  4.251,  260, 266, 280,"VV  ",12492067,425547116, 31.93,  6.131
17=, 17,  4.375,  280, 282, 301,"VV 2",1152680, 68419382,  5.13,  0.986
18=, 18,  4.655,  310, 316, 331,"VV  ", 958164, 48935246,  3.67,  0.705
19=, 19,  4.819,  331, 336, 339,"VV  ", 464058, 15143426,  1.14,  0.218
20=, 20,  4.856,  339, 341, 350,"VV 5", 399997, 16364433,  1.23,  0.236
21=, 21,  4.981,  350, 356, 376,"VV  ",2465861,119611742,  8.97,  1.723
22=, 22,  5.181,  376, 381, 383,"VV 2", 609856, 19158079,  1.44,  0.276
23=, 23,  5.218,  383, 385, 398,"VV 5", 589193, 29157801,  2.19,  0.420
24=, 24,  5.353,  398, 402, 406,"VV  ", 355495, 11840235,  0.89,  0.171
25=, 25,  5.411,  406, 409, 413,"VV 3", 359905, 11374975,  0.85,  0.164
26=, 26,  5.472,  413, 417, 425,"VV  ", 338568, 16406381,  1.23,  0.236
27=, 27,  5.589,  425, 431, 442,"VV 2", 944231, 35968898,  2.70,  0.518
28=, 28,  5.714,  442, 447, 459,"VV  ", 320861, 19273741,  1.45,  0.278
29=, 29,  5.998,  475, 481, 496,"VV  ",1942466, 65159781,  4.89,  0.939
30=, 30,  6.160,  496, 501, 511,"VV  ", 562676, 23943089,  1.80,  0.345
31=, 31,  6.274,  511, 515, 522,"VV  ", 300558, 13359965,  1.00,  0.192
32=, 32,  6.347,  522, 524, 529,"VV 5", 214425,  7427833,  0.56,  0.107
33=, 33,  6.413,  529, 532, 536,"VV 3", 214098,  6086850,  0.46,  0.088
34=, 34,  6.469,  536, 539, 544,"VV 7", 226116,  9174655,  0.69,  0.132
35=, 35,  6.535,  544, 548, 549,"VV 3", 224683,  4679938,  0.35,  0.067
36=, 36,  6.596,  549, 555, 560,"VV  ", 959240, 28087539,  2.11,  0.405
37=, 37,  6.684,  560, 566, 586,"VV  ",8690488,250527831, 18.79,  3.609
38=, 38,  6.869,  586, 589, 600,"VV 8", 351371, 16222850,  1.22,  0.234
39=, 39,  6.992,  600, 604, 607,"VV  ", 219801,  6898054,  0.52,  0.099
40=, 40,  7.076,  607, 614, 622,"VV 4", 347842, 17267104,  1.30,  0.249
41=, 41,  7.179,  622, 627, 630,"VV 2", 278697,  8773505,  0.66,  0.126
42=, 42,  7.253,  630, 636, 652,"VV  ",2090998, 60468206,  4.54,  0.871
43=, 43,  7.571,  666, 675, 697,"VV  ",4668334,155818804, 11.69,  2.245
44=, 44,  7.821,  697, 706, 711,"VV 8", 171379,  9116619,  0.68,  0.131
45=, 45,  7.900,  711, 716, 719,"VV 2", 227880,  6796854,  0.51,  0.098
46=, 46,  7.961,  719, 723, 742,"VV  ", 427768, 16775593,  1.26,  0.242
47=, 47,  8.167,  742, 748, 763,"VV 9", 101783,  5636067,  0.42,  0.081
48=, 48,  8.334,  763, 769, 774,"VV 3",  73203,  2795624,  0.21,  0.040
49=, 49,  8.567,  791, 798, 820,"VV  ", 345533, 12758425,  0.96,  0.184
50=, 50,  8.808,  820, 827, 843,"VV  ", 565276, 23761023,  1.78,  0.342
51=, 51,  8.974,  843, 848, 860,"VV 4", 150417,  9969615,  0.75,  0.144
52=, 52,  9.133,  860, 867, 879,"VV 3", 200900,  9669101,  0.73,  0.139
53=, 53,  9.451,  895, 907, 913,"VV 5", 252581, 12031235,  0.90,  0.173
54=, 54,  9.543,  913, 918, 941,"VV 9", 146911,  7597280,  0.57,  0.109
55=, 55,  9.967,  963, 970, 981,"VV 3", 307837, 10277110,  0.77,  0.148
56=, 56, 10.110,  981, 988, 994,"VV 3",  46276,  2212667,  0.17,  0.032
57=, 57, 10.354,  994,1018,1029,"VV 4",11961064,453599932, 34.03,  6.535
58=, 58, 10.462, 1029,1031,1057,"VV 5", 488069, 30889177,  2.32,  0.445
59=, 59, 10.711, 1057,1062,1071,"VV 5", 109090,  6003216,  0.45,  0.086
60=, 60, 11.019, 1093,1100,1104,"VV 9",  64297,  2560333,  0.19,  0.037
61=, 61, 11.108, 1104,1110,1117,"VV 9",  80114,  3367331,  0.25,  0.049
62=, 62, 11.358, 1132,1141,1157,"VV  ",3221474,110081823,  8.26,  1.586
63=, 63, 11.519, 1157,1161,1171,"VV 5", 230824, 10789049,  0.81,  0.155
64=, 64, 11.636, 1171,1175,1182,"VV 4", 154337,  5893934,  0.44,  0.085
65=, 65, 11.871, 1198,1204,1219,"VV 7",  57804,  3400720,  0.26,  0.049
66=, 66, 12.149, 1229,1239,1269,"VV  ",1650969, 61784144,  4.64,  0.890
67=, 67, 12.447, 1269,1275,1285,"VV 2", 152650,  6776010,  0.51,  0.098
68=, 68, 12.577, 1285,1291,1308,"VV 9",  84831,  6012549,  0.45,  0.087
69=, 69, 13.853, 1431,1448,1461,"PV 5", 421049, 20306633,  1.52,  0.293
70=, 70, 14.004, 1461,1467,1475,"VV  ", 107284,  4151326,  0.31,  0.060
71=, 71, 14.239, 1483,1496,1507,"VV 4", 235544, 12705619,  0.95,  0.183
72=, 72, 14.335, 1507,1508,1516,"VV 8",  67269,  2039432,  0.15,  0.029
73=, 73, 14.854, 1559,1572,1603,"PV  ",4421803,135733913, 10.18,  1.955
74=, 74, 15.120, 1603,1604,1607,"VV 3",  51036,   909728,  0.07,  0.013
75=, 75, 15.158, 1607,1609,1628,"VV 3",  58876,  2545697,  0.19,  0.037
76=, 76, 15.526, 1645,1654,1657,"PV  ", 416875, 11533327,  0.87,  0.166
77=, 77, 15.552, 1657,1658,1682,"VV  ", 381695, 11821125,  0.89,  0.170
78=, 78, 15.811, 1682,1689,1699,"VV 2", 238721,  7328592,  0.55,  0.106
79=, 79, 16.395, 1755,1761,1767,"VV 3",  37629,  1074224,  0.08,  0.015
80=, 80, 16.504, 1767,1775,1786,"VV  ", 759752, 21685467,  1.63,  0.312
81=, 81, 16.624, 1786,1790,1798,"VV 6",  42358,  1369687,  0.10,  0.020
82=, 82, 17.443, 1865,1890,1901,"PV 6",  36809,  2827453,  0.21,  0.041
83=, 83, 17.629, 1901,1913,1918,"VV  ", 424170, 14026433,  1.05,  0.202
84=, 84, 17.685, 1918,1920,1935,"VV  ", 224910,  8734894,  0.66,  0.126
85=, 85, 17.882, 1935,1944,1959,"VV 9",  69487,  3804531,  0.29,  0.055
86=, 86, 18.115, 1959,1973,2008,"VV  ",1312592, 53066832,  3.98,  0.765
87=, 87, 18.501, 2008,2021,2031,"VV 7", 159374,  8026692,  0.60,  0.116
88=, 88, 18.638, 2031,2038,2054,"VV 7",  47065,  2619376,  0.20,  0.038
89=, 89, 18.898, 2062,2070,2074,"VV 3",  29224,   892103,  0.07,  0.013
90=, 90, 19.130, 2091,2098,2103,"VV 6",  57372,  1866197,  0.14,  0.027
91=, 91, 19.399, 2124,2131,2142,"VV  ",  58197,  2196391,  0.16,  0.032
92=, 92, 19.543, 2142,2149,2159,"VV 4", 217734,  8835317,  0.66,  0.127
93=, 93, 19.697, 2159,2168,2178,"VV  ", 594950, 25967655,  1.95,  0.374
94=, 94, 19.823, 2178,2183,2186,"VV 5", 182773,  5944905,  0.45,  0.086
95=, 95, 19.923, 2186,2196,2223,"VV 2",34693898,1332956266,100.00, 19.203
96=, 96, 20.213, 2223,2231,2237,"VV 3",2219206, 90660720,  6.80,  1.306
97=, 97, 20.295, 2237,2241,2258,"VV 6",1722818, 78370306,  5.88,  1.129
98=, 98, 20.470, 2258,2263,2280,"VV 6", 158700,  9737906,  0.73,  0.140
99=, 99, 20.840, 2295,2309,2317,"VV 2", 430542, 16032340,  1.20,  0.231
100=,100, 20.958, 2317,2323,2331,"VV 9", 109642,  5405041,  0.41,  0.078
101=,101, 21.187, 2343,2351,2373,"VV 4", 143496,  7893926,  0.59,  0.114
102=,102, 21.445, 2373,2383,2395,"VV 5",  88430,  4948736,  0.37,  0.071
103=,103, 21.675, 2395,2411,2423,"VV 5",  89649,  6059124,  0.45,  0.087
104=,104, 21.864, 2427,2435,2447,"VV 5",  73582,  3731146,  0.28,  0.054
105=,105, 22.355, 2487,2495,2500,"VV  ", 122085,  4107967,  0.31,  0.059
106=,106, 22.444, 2500,2506,2512,"VV 8", 101203,  3641346,  0.27,  0.052
107=,107, 22.538, 2512,2518,2530,"VV 8",  58225,  2570601,  0.19,  0.037
108=,108, 22.731, 2530,2541,2549,"PV 4",  37996,  1638988,  0.12,  0.024
109=,109, 22.945, 2549,2568,2581,"VV 4", 125058,  9273552,  0.70,  0.134
110=,110, 23.278, 2602,2609,2615,"VV 9",  39495,  1381513,  0.10,  0.020
111=,111, 23.388, 2615,2622,2635,"VV 9",  87288,  4876464,  0.37,  0.070
112=,112, 23.623, 2641,2651,2653,"VV 5", 219435,  7479617,  0.56,  0.108
113=,113, 23.688, 2653,2659,2667,"VV  ", 597543, 20922506,  1.57,  0.301
114=,114, 23.813, 2667,2675,2702,"VV  ",5193745,195229000, 14.65,  2.813
115=,115, 24.067, 2702,2706,2715,"VV 4", 157173,  8166419,  0.61,  0.118
116=,116, 24.177, 2715,2719,2734,"VV 9", 125093,  9281981,  0.70,  0.134
