"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-191-09.D","12 Dec 2018  11:00    ","48H_BAC-01 CONTROL","P10:E5"
"PBM Apex"
"Thu Dec 13 12:29:04 2018"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 19,  4.2670,13.9656,"Formic acid (CAS) $$ Bilorin $$ Myrmicyl $$ Formisoton $$ Aminic acid $$ Collo-Didax $$ Formylic acid $$ Methanoic acid $$ Collo-Bueglatt $$ Hydrogen carboxylic acid $$ Formira $$ Add-F $$ HCOOH $$ Acide formique $$ Acido formico $$ Ameisensaeure $$ Formi",   249,"000064-18-6", 9
 20,  4.6575, 0.7872,"Furan, 2-butyltetrahydro- (CAS) $$ Octane, 1,4-epoxy- $$ 2-Butyltetrahydrofuran $$ 2-N-BUTYLTETRAHYDROFURAN", 19640,"001004-29-1",64
 21,  4.8210, 0.1809,"Acetic acid, ethyl ester (CAS) $$ Acetic acid ethyl ester (CAS) $$ Ethyl acetate $$ Acetidin $$ Acetic ether $$ Acetoxyethane $$ Ethyl ethanoate $$ Ethyl acetic ester $$ Vinegar naphtha her $$ Vinegar naphtha $$ Ethyl ester of acetic acid $$ CH3COOC2H5 $$",  3819,"000141-78-6",38
 22,  4.8636, 0.2581,"3-Glutathionylacetaminophen $$ Glycine, N-[S-[5-(acetylamino)-2-hydroxyphenyl]-N-L-.gamma.-glutamyl-L-cystein yl]- (CAS) $$ 3-(Glutathion-S-yl)acetaminophen",251477,"064889-81-2",32
 23,  4.9801, 0.5581,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174362,"000556-67-2",91
 24,  5.0571, 0.8039,"Carbonic acid, dimethyl ester (CAS) $$ Methyl carbonate $$ Dimethyl ester of carbonic acid $$ Dimethyl carbonate $$ Methyl carbonate ((MeO)2CO) $$ Carbonic acid dimethyl ester $$ CH3OCOOCH3 $$ UN 1161",  4279,"000616-38-6",86
 25,  5.1820, 0.2942,"1H-Pyrazole, 3-ethyl-4,5-dihydro- (CAS) $$ 3-Ethyl-.DELTA.[2]-pyrazoline",  5611,"005920-29-6",38
 26,  5.2226, 0.4021,"1-vinyl-1-cyclopropyl methyl ether",  5907,"049785-10-6",43
 27,  5.3547, 0.1059,"Ethane, 1,1-diethoxy- (CAS) $$ 1,1-Diethoxyethane $$ Acetal $$ Diethyl acetal $$ Ethylidene diethyl ether $$ Acetaldehyde diethyl acetal $$ Acetaldehyde, diethyl acetal $$ CH3CH(OC2H5)2 $$ Acetal diethylique $$ Diaethylacetal $$ 1,1-Diaethoxy-aethan $$ 1,", 14159,"000105-57-7",25
 28,  5.4132, 0.1105,"NORHYDROFLUORO CURINE",187264,"000000-00-0",37
 29,  5.4727, 0.1516,"2-Propanol, 1-propoxy- (CAS) $$ 1-Propoxy-2-propanol $$ 1-PROPOXYISOPROPANOL $$ Propasol solvent P $$ Propylene glycol n-propyl ether", 14120,"001569-01-3",17
 30,  5.5887, 0.3070,"Butanoic acid, 3-methyl-, methyl ester (CAS) $$ Methyl isovalerate $$ Methyl isopentanoate $$ Methyl iso-valerate $$ Methyl 3-methylbutyrate $$ Methyl 3-methylbutanoate $$ Isovaleric acid, methyl ester $$ ISOVALERIC ACID-METHYL ESTER $$ 3-Methylbutanoic a", 13014,"000556-24-1",72
 31,  5.7104, 0.3348,"2,3-Butanediol (CAS) $$ Butane-2,3-diol $$ 2,3-BUTANDIOL $$ 2,3-Butylene glycol $$ 2,3-Dihydroxybutane $$ Dimethylethylene glycol $$ D-2,3-Butane diol $$ Dimethylene glycol",  4368,"000513-85-9",47
 32,  6.0064, 0.4998,"2-METHYL-3-BUTEN-2-OL",  3490,"000115-18-4",72
 33,  6.1613, 0.5258,"Ethanol, 2-(2-methoxyethoxy)- (CAS) $$ Dowanol DM $$ 2-(2-Methoxyethoxy)ethanol $$ Diethylene glycol methyl ether $$ Methyl digol $$ Poly-Solv DM $$ Methyl Dioxitol $$ Methyl Carbitol $$ Diglycol monomethyl ether $$ Diethylene glycol monomethyl ether $$ E", 14735,"000111-77-3",32
 34,  6.2726, 0.1088,"Acetamide, 2-methoxy-N-(2-methoxyethyl)- (CAS) $$ 2-METHOXY-N-(2-METHOXYETHYL)ACETAMIDE", 33046,"055956-18-8",32
 35,  6.3433, 0.1237,"Ethanol, 2-(2-ethoxyethoxy)-, acetate (CAS) $$ 2-(2-ETHOXYETHOXY) ETHYL ACETATE $$ Carbitol acetate $$ Ethoxydiglycol Acetate $$ 2-(2-Ethoxyethoxy)ethyl acetate $$ Diglycol monoethyl ether acetate $$ Diethylene glycol ethyl ether acetate $$ Diethylene gly", 60275,"000112-15-2",27
 36,  6.5974, 0.2081,"Butanoic acid, 3-methyl-, ethyl ester (CAS) $$ Ethyl isovalerate $$ ethyl isopentanoate $$ Ethyl 3-methylbutyrate $$ Ethyl 3-methylbutanoate $$ Isovaleric acid, ethyl ester $$ 3-Methylbutanoic acid ethyl ester $$ (CH3)2CHCH2C(O)OC2H5 $$ Ethyl iso-pentanoa", 20743,"000108-64-5",87
 37,  6.8900, 0.0667,"Hexanal (CAS) $$ n-Hexanal $$ Hexaldehyde $$ Caproaldehyde $$ Capronaldehyde $$ n-Caproaldehyde $$ Caproic aldehyde $$ Hexylaldehyde $$ n-Capronaldehyde $$ cyclohexanol $$ 1-hexanal $$ n-C5H11CHO $$ n-Hexaldehyde $$ n-Caproylaldehyde $$ Aldehyde C-6 $$ Ka",  6629,"000066-25-1",58
 38,  6.9984, 0.0505,"Cyclobutanethiol (CAS)",  3965,"006861-61-6",27
 39,  7.1016, 0.0465,"CIS-DAVANONE",122083,"000000-00-0",53
 40,  7.2213, 2.7096,"ISOBUTYL ALCOHOL",  1871,"000000-00-0",91
 41,  7.3694, 0.1244,"Pulegone $$ Cyclohexanone, 5-methyl-2-(1-methylethylidene)-, (R)- (CAS) $$ (+)-Pulegone $$ (+)-(R)-Pulegone $$ (R)-(+)-Pulegone $$ p-Menth-4(8)-en-3-one, (R)-(+)- $$ d-Pulegone $$ Pulegon $$ PULEGONE (IMPURITY) $$ d-p-Menth-4(8)-en-3-one $$ p-Menth-4(8)-e", 38197,"000089-82-7",52
 42,  7.5952, 0.9577,"2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl- (CAS) $$ 2,2-DIMETHYL-6-METHYL-6VINYLTETRAHYDROPYRAN $$ LINALOYL OXIDE $$ 2,6,6-Trimethyl-2-vinyltetrahydropyran $$ 2,2,6-Trimethyl-6-vinyltetrahydropyran $$ 2H-Pyran, tetrahydro-2,2,6-trimethyl-6-vinyl- $$ P", 40142,"007392-19-0",78
 43,  7.7535, 0.0646,"3-METHYL-2-METHYLAMINO-4-(3H)PYRIMIDINONE $$ 4(3H)-Pyrimidinone, 3-methyl-2-(methylamino)- (CAS)", 26980,"064359-54-2",43
 44,  7.8307, 0.0578,"N,N'-Dimethylpiperazine $$ Piperazine, 1,4-dimethyl- $$ Lupetazine $$ 1,4-Dimethylpiperazine", 12005,"000106-58-1",46
 45,  7.9156, 0.0584,"ISOAMYL ACETATE", 20927,"000123-92-2",72
 46,  7.9690, 0.0957,"1-Butene, 2,3-dimethyl- (CAS) $$ 2,3-Dimethyl-1-butene $$ Tetramethylethylene $$ (CH3)2CHC(CH3)=CH2 $$ 2,3-Dimethylbutene-1",  2949,"000563-78-0",41
 47,  8.1688, 0.1053,"3-Penten-2-one, 4-methyl- (CAS) $$ Mesityl oxide $$ 2-METHYLPENT-2-EN-4-ONE $$ Isopropylideneacetone $$ Methyl isobutenyl ketone $$ Acetone, isopropylidene- $$ Isobutenyl methyl ketone $$ 4-Methyl-3-penten-2-one $$ Methyl 2-methyl-1-propenyl ketone $$ Met",  5697,"000141-79-7",87
 48,  8.5489, 0.0687,"1-Butanol (CAS) $$ n-Butanol $$ CCS 203 $$ n-Butyl alcohol $$ Hemostyp $$ n-Butan-1-ol $$ Butyl alcohol $$ Butanol $$ Butyl hydroxide $$ Methylolpropane $$ Propyl carbinol l $$ Propyl carbinol $$ 1-Butyl alcohol $$ Butanol (French $$ Propylcarbinol $$ 1-B",  1790,"000071-36-3",72
 49,  8.6455, 0.0385,"Isoterpinolene $$ Cyclohexene, 3-methyl-6-(1-methylethylidene)- (CAS) $$ 2,4(8-P-MENTHADIENE) $$ p-Mentha-2,4(8)-diene", 25084,"000586-63-0",93
 50,  8.8151, 0.2799,"Silane, [[4-[1,2-bis[(trimethylsilyl)oxy]ethyl]-1,2-phenylene]bis(oxy)]bis[trimethyl- (CAS) $$ 3,4-DIHYDROXYPHENYLGLYCOL-TETRATMS $$ DL-3,4-DIHYDROXYPHENYLGLYCOL (TRIMETHYLSILYL DERIVATIVE) $$ Silane, [[4-[1,2-bis[(trimethylsilyl)oxy]ethyl]-1,2-phenylene]",251988,"056114-62-6",50
 51,  8.9513, 0.1256,"1-PENTEN-3-OL",  3504,"000000-00-0",27
 52,  9.0046, 0.0654,"2-Butenoic acid, ethyl ester, (E)- (CAS) $$ Ethyl (E)-crotonate $$ Ethyl trans-crotonate $$ Crotonic acid, ethyl ester, (E)- $$ trans-2-Butenoic acid ethyl ester $$ (E)-2-Butenoic acid ethyl ester $$ Ethyl crotonate $$ (E)-CH3CH=CHCOOC2H5 $$ Crotonic acid", 11734,"000623-70-1",46
 53,  9.1373, 0.0872,"2-Butenoic acid, 3-methyl-, methyl ester (CAS) $$ Methyl 3-methyl-2-butenoate $$ Methyl senecioate $$ Methyl 3-methylcrotonate $$ Methyl 3,3-dimethacrylate $$ Methyl 3,3-dimethylacrylate $$ Methyl .beta.-methylcrotonate $$ 3-Methylcrotonic acid methyl est", 11727,"000924-50-5",76
 54,  9.4648, 0.0986,"1-Undecene (CAS) $$ n-1-Undecene $$ .alpha.-Undecene $$ Undecene-1", 40847,"000821-95-4",64
 55,  9.5416, 0.0469,"2-Cyclopropyl-2-methyltetrahydrofuran $$ Furan, 2-cyclopropyltetrahydro-2-methyl- (CAS)", 18066,"059012-04-3",22
 56,  9.9859, 0.0969,"LIMONENE", 25367,"000138-86-3",98
 57, 10.0703, 0.0334,"l-LIMONENE", 25371,"005989-54-8",93
 58, 10.3662,18.2408,"ISOAMYLALCOHOL",  4128,"000000-00-0",90
 59, 10.7037, 0.1270,"3-methyl butanol",  4119,"000000-00-0",72
 60, 10.8318, 0.0615,"TRANS-3,4-DIMETHYLTETRAHYDROFURAN",  6958,"027953-97-5",43
 61, 11.3663, 0.6710,"HERBOXIDE SECOND ISOMER", 37956,"013679-86-2",96
 62, 11.5317, 0.1722,"Dihydrocarvone $$ Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ Carvone, dihydro- $$ trans-Dihydrocarvone $$ p-Menth-8-en-2-one, trans- $$ d-Dihydrocarvone $$ 4-[(1'-methyl)vinyl]-1-methylcyclohexan-2-one $$ p-Menth-8-en-2-one, E-", 38206,"005948-04-9",64
 63, 11.6335, 0.2654,"1-Pentanol (CAS) $$ Amylol $$ n-Pentanol $$ Amyl alcohol $$ n-Pentan-1-ol $$ Pentanol $$ n-Amyl alcohol $$ Pentyl alcohol $$ n-Butyl carbinol $$ n-Pentyl alcohol $$ 1-Pentyl alcoholther $$ n-Butylcarbinol $$ 1-Pentyl alcohol $$ n-C5H11OH $$ Pentan-1-ol $$",  4038,"000071-41-0",86
 64, 12.1580, 0.1530,"PARA CYMENE", 23459,"000099-87-6",94
 65, 12.4428, 0.1386,"1-Propanone, 1-phenyl- (CAS) $$ Propiophenone $$ PROPANOYLBENZENE $$ Phenetol $$ Propionylbenzene $$ Phenyl ethyl ketone $$ Ethyl phenyl ketone $$ 1-Phenyl-1-propanone $$ Propionphenone $$ Ketone, ethyl phenyl $$ USAF ek-1235", 23129,"000093-55-0",47
 66, 12.5765, 0.1050,"3-hydroxy-2-butanone $$ ACETOIN $$ ACETYL METHYL CARBINOL $$ 2-BUTANOL-3-ONE $$ DIMETHYL KETOLE",  3923,"000513-86-0",64
 67, 12.9972, 0.0140,"3-METHYLHEXAN-2-ONE-6-D3", 12422,"028839-47-6",25
 68, 13.2750, 0.0193,"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester (CAS) $$ ETHYL 2-HYDROXY ISOVALERATE $$ Ethyl 2-hydroxyisovalerate $$ Butyric acid, 2-hydroxy-3-methyl-, ethyl ester $$ Ethyl 2-hydroxy-3-methylbutanoate", 32370,"002441-06-7",27
 69, 13.5434, 0.0106,"2-Penten-1-ol, (E)- (CAS) $$ trans-PENT-2-ENOL $$ E-2-pentenol",  3372,"001576-96-1",53
 70, 13.6378, 0.0372,"PROPIONALDEHYDE, 3-METHOXY-",  3860,"000000-00-0",64
 71, 13.8569, 0.4788,"1-Methoxy-4-(1'-methylethyl)cyclohexa-1,4-diene", 38068,"000000-00-0",83
 72, 14.0290, 0.0260,"Cyclopentane, 1,1,2-trimethyl- (CAS) $$ 1,1,2-Trimethylcyclopentane $$ Camphocean", 11119,"004259-00-1",45
 73, 14.2743, 0.1253,"6-Methyl-5-hepten-2-one $$ 5-Hepten-2-one, 6-methyl- (CAS) $$ 6-Methyl-5-heptene-2-one $$ 6-METHYLHEPT-5-EN-2-ONE $$ (6-methyl)-E-5-hepten-2-one $$ 2-Methyl-2-hepten-6-one $$ Methyl heptenone $$ 2-Methyl-6-oxo-2-heptene $$ 6-Methyl-.DELTA.5-hepten-2-one $", 17923,"000110-93-0",66
 74, 14.4424, 0.1114,"Ethanol, 2,2'-oxybis- (CAS) $$ Diethylene glycol $$ DEG $$ TL4N $$ Digol $$ Dicol $$ Digenos $$ Diglycol $$ Deactivator H $$ Brecolane NDG $$ Deactivator E $$ Dissolvant APV $$ 2,2'-Oxyethanol $$ 2,2'-Oxydiethanol $$ Ethylene diglycol $$ 2,2'-Oxybis[ethan",  8506,"000111-46-6",40
 75, 14.8622, 7.4873,"1-Hexanol (CAS) $$ n-Hexanol $$ Amylcarbinol $$ n-Hexan-1-ol $$ Hexyl alcohol $$ Hexanol $$ Pentylcarbinol $$ Caproyl alcohol $$ n-Hexyl alcohol $$ 1-Hexyl alcohol $$ 1-Hydroxyhexane $$ n-C6H13OH $$ Hexan-1-ol $$ Hexanol-(1) $$ Epal 6 $$ UN 2282",  7737,"000111-27-3",83
 76, 15.1643, 0.2095,"TRANS-3-HEXEN-1-OL",  7001,"000000-00-0",93
 77, 15.5289, 0.1260,"CIS-PINANE", 26859,"006876-13-7",50
 78, 15.8092, 0.6902,"3-Hexen-1-ol, (Z)- (CAS) $$ cis-3-Hexene-1-ol $$ Z-3-Hexenol $$ Leaf alcohol $$ 3-(Z)-Hexenol $$ cis-3-Hexenol $$ Blatteralkohol $$ cis-3-Hexen-1-ol $$ (Z)-Hex-3-en-1-ol $$ Blatteralkohol (German) $$ .beta.,.gamma.-Hexenol $$ HEXEN-30L-1 $$ 3-Hexen-1-ol $",  6780,"000928-96-1",94
 79, 16.0483, 0.0410,"2-Phenylthiobutanal $$ Butanal, 2-(phenylthio)- (CAS) $$ 2-(Phenylthio)butyraldehyde", 64207,"035874-97-6",27
 80, 16.1695, 0.0299,"Benzene, methyl- (CAS) $$ Toluene $$ CP 25 $$ Methylbenzene $$ Toluol $$ Methacide $$ Antisal 1a $$ Methylbenzol $$ Phenylmethane $$ METHYLBENZENE(TOLUENE) $$ Benzene, methyl $$ Methane, phenyl- $$ NCI-C07272 $$ Tolueen $$ Toluen $$ Toluolo $$ Rcra waste",  4567,"000108-88-3",64
 81, 16.2365, 0.0153,"Butyric acid, 2-hydroxy-3-methyl-, methyl ester (CAS) $$ METHYL 2-HYDROXYISOVALERATE $$ Butanoic acid, 2-hydroxy-3-methyl-, methyl ester", 21815,"017417-00-4",50
 82, 16.3255, 0.0307,"ISOPHORONE $$ 2-CYCLOHEXENE-1-ONE, 3,5,5-TRIMETHYL", 26544,"000078-59-1",80
 83, 16.5045, 1.9895,"2-Hexen-1-ol, (E)- (CAS) $$ trans-2-Hexen-1-ol $$ (E)-2-Hexen-1-ol $$ trans-HEX-2-ENOL $$ trans-2-Hexenol $$ 2-Hexenol $$ 2-Hexen-1-ol, trans-",  6758,"000928-95-0",91
 84, 16.7860, 0.0509,"2-Hexen-1-ol, (Z)- (CAS) $$ CIS-HEX-2-EN-1-OL $$ cis-HEX-2-ENOL $$ cis-2-Hexen-1-ol",  6754,"000928-94-9",83
 85, 17.0800, 0.0435,"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester (CAS) $$ ETHYL 2-HYDROXY ISOVALERATE $$ Ethyl 2-hydroxyisovalerate $$ Butyric acid, 2-hydroxy-3-methyl-, ethyl ester $$ Ethyl 2-hydroxy-3-methylbutanoate", 32370,"002441-06-7",72
 86, 17.3682, 0.0769,"BENZENE, 1-ISOPROPENYL-?-METHYL- $$ Benzene, methyl(1-methylethenyl)- $$ Styrene, ar,.alpha.-dimethyl- $$ Isopropenyltoluene $$ Cymenene", 22207,"026444-18-8",95
 87, 17.4501, 0.0362,"Benzene, (2-methyl-1-propenyl)- (CAS) $$ (2-Methylpropenyl)benzene $$ 2-Methyl-1-phenylpropene $$ 1-Phenyl-2-methylpropene $$ Propene, 2-methyl-1-phenyl- $$ .beta.-Methylisoallylbenzene $$ Benzene, (2-methylpropenyl)- $$ 1,1-Dimethyl-2-phenylethylene $$ .", 22173,"000768-49-0",94
 88, 17.6276, 2.0432,"LINALOOL OXIDE (2) $$ 2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-, cis- (CAS) $$ Linalyl oxide $$ Linalool oxide $$ Linalool oxide B $$ cis-Linalyl oxide $$ cis-Linalool oxide $$ Furfuryl alcohol, tetrahydro-.alpha.,.alpha.,5-trimeth", 55304,"005989-33-3",91
 89, 17.8874, 0.0682,"7-Octen-4-ol (CAS) $$ 1-OCTEN-5-OL", 19581,"053907-72-5",78
 90, 18.1174, 4.6112,"2-Furancarboxaldehyde (CAS) $$ Furfural $$ 2-Furaldehyde $$ Fural $$ Furole $$ Furale $$ Furfurole $$ 2-Furfural $$ Furaldehyde $$ Furancarbonal $$ 2-Formylfuran $$ .alpha.-Furole $$ Furfuraldehyde $$ 2-Furancarbonal $$ 2-Furanaldehyde $$ Furfurylaldehyde",  5028,"000098-01-1",83
 91, 18.3952, 0.0075,"2-Furancarboxaldehyde (CAS) $$ Furfural $$ 2-Furaldehyde $$ Fural $$ Furole $$ Furale $$ Furfurole $$ 2-Furfural $$ Furaldehyde $$ Furancarbonal $$ 2-Formylfuran $$ .alpha.-Furole $$ Furfuraldehyde $$ 2-Furancarbonal $$ 2-Furanaldehyde $$ Furfurylaldehyde",  5029,"000098-01-1",87
 92, 18.5044, 0.7337,"TRANS-LINALOOL OXIDE", 55510,"034995-77-2",91
 93, 18.6373, 0.0382,"2(1H)-Naphthalenone, 4a,5,6,7,8,8a-hexahydro-8a-methyl-, trans- (CAS) $$ TRANS-10-METHYL-.DELTA.3-2-OCTALONE", 49334,"054410-78-5",30
 94, 19.0181, 0.1074,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   656,"000064-19-7",80
 95, 19.1314, 0.1962,"Hydrazine, 1,2-dimethyl- (CAS) $$ sym-Dimethylhydrazine $$ DMH $$ SDMH $$ Hydrazomethane $$ 1,2-Dimethylhydrazine $$ N,N'-Dimethylhydrazine $$ s-Dimethylhydrazine $$ (CH3NH)2 $$ 1,2-Dimethylhydrazin $$ Dimethylhydrazine, symmetrical $$ Rcra waste number U",   695,"000540-73-8",64
 96, 19.2055, 0.0565,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   649,"000064-19-7",86
 97, 19.2532, 0.0501,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   649,"000064-19-7",86
 98, 19.3237, 0.0673,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   657,"000064-19-7",80
 99, 19.3980, 0.2806,"1,4-Hexadiene, 2,5-dimethyl- (CAS) $$ 2,5-dimethyl-1,4-hexadiene",  9958,"000927-97-9",90
100, 19.5471, 0.1983,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   656,"000064-19-7",46
101, 19.7083, 0.3029,"Isothiazolo[5,4-c]-2,1,3-benzothiadiazole $$ Isothiazolo[4,3-e]-2,1,3-benzothiadiazole (CAS) $$ Isothiazolo[4,5-c]-2,1,3-benzothiadiazole", 76879,"074801-75-5",43
102, 19.8271, 0.1308,"DILL ETHER", 37971,"000000-00-0",87
103, 19.9223, 0.5314,"Benzaldehyde (CAS) $$ Phenylmethanal $$ Benzenecarbonal $$ Benzaldehyde FFC $$ Benzoic aldehyde $$ Artificial Almond Oil $$ Benzenecarboxaldehyde $$ Almond artificial essential oil $$ Phenylmethanal benzenecarboxaldehyde $$ Benzadehyde $$ NCI-C56133 $$ Oi",  8602,"000100-52-7",91
104, 20.1092, 0.1073,"1,4,4-Trimethyl-cis-bicyclo[3.2.0]hept-2-ene", 25424,"000000-00-0",87
