"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-193-17.D","19 Dec 2018  15:10    ","24H_REP04","P10:E5  BAC-02"
"PBM Apex"
"Tue Jan 29 15:16:30 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 94, 17.0808, 0.0396,"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester", 22592,"002441-06-7",59
 95, 17.1570, 0.0170,"1-METHYL-3-AMINO-5-PHENYL-2-PYRAZOLINE $$ 1H-Pyrazol-3-amine, 4,5-dihydro-1-methyl-5-phenyl- (CAS) $$ 2-Pyrazoline, 3-amino-1-methyl-5-phenyl- $$ 1-Methyl-5-phenyl-3-amino-2-pyrazoline", 59777,"024830-95-3",38
 96, 17.3692, 0.1203,"Benzene, 1-methyl-4-(1-methylethenyl)-", 14415,"001195-32-0",96
 97, 17.6293, 1.5494,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",91
 98, 17.8900, 0.0741,"1-Octen-3-ol", 12712,"003391-86-4",72
 99, 18.1203, 3.1013,"Furfural",  2769,"000098-01-1",83
100, 18.5053, 0.5660,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",95
101, 18.6463, 0.0359,"1(2H)-Naphthalenone, 3,4,5,6,7,8-hexahydro-", 24539,"018631-96-4",45
102, 18.9790, 0.3192,"Acetic acid",   261,"000064-19-7",52
103, 19.1302, 0.1334,"Acetic acid",   263,"000064-19-7",58
104, 19.1933, 0.0322,"Acetic acid",   264,"000064-19-7",83
105, 19.2383, 0.0557,"Acetic acid",   264,"000064-19-7",86
106, 19.3254, 0.0767,"Acetic acid",   261,"000064-19-7",72
107, 19.4014, 0.2147,"1-(3H-Imidazol-4-yl)-ethanone",  5805,"061985-25-9",53
108, 19.5509, 0.1864,"Acetic acid",   261,"000064-19-7",43
109, 19.7047, 0.3883,"2-Mercapto-4-phenylthiazole", 58962,"002103-88-0",47
110, 19.8259, 0.1556,"3,6-Dimethyl-2,3,3a,4,5,7a-hexahydrobenzofuran", 26042,"070786-44-6",80
111, 19.9255, 0.3446,"Benzaldehyde",  5152,"000100-52-7",91
112, 20.1128, 0.1333,"Bicyclo[2.2.1]hept-2-ene, 1,7,7-trimethyl-", 16214,"000464-17-5",90
113, 20.2167, 0.4740,"1,3-Butanedione, 1-(4-methoxyphenyl)-", 57354,"004023-80-7",68
114, 20.3041, 0.5511,"p-Trimethylsilyloxyphenyl-bis(trimethylsilyloxy)ethane",220292,"1000079-08-1",43
115, 20.4768, 0.1066,"11H-Dibenzo[b,e][1,4]diazepin-11-one, 5-(3-aminopropyl)-5,10-dihydro-",127556,"013450-73-2",50
116, 20.6764, 0.0551,"Propionic acid, 3-tetrazol-1-yl-", 19794,"1000304-09-3",50
117, 20.8419, 0.5876,"Linalool", 27447,"000078-70-6",97
118, 20.9616, 0.0815,"Acetic acid",   262,"000064-19-7",38
119, 21.1889, 0.2145,"1-Octanol", 13945,"000111-87-5",90
120, 21.4435, 0.1445,"2-Furancarboxaldehyde, 5-methyl-",  5881,"000620-02-0",58
121, 21.6189, 0.0422,"Methyl 2-furoate", 11321,"000611-13-2",72
122, 21.6973, 0.1357,"3-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-", 27743,"000586-82-3",43
123, 21.8810, 0.1002,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",53
124, 22.0665, 0.0453,"Cyclohexanone, 2-methylene-5-(1-methylethyl)-", 26030,"015297-07-1",32
125, 22.3184, 0.0546,"Dill ether", 25815,"074410-10-9",91
126, 22.4464, 0.1770,"Terpinen-4-ol", 27505,"000562-74-3",96
127, 22.5377, 0.1019,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-", 26103,"005948-04-9",89
128, 22.7433, 0.1047,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl-", 26078,"029548-14-9",87
129, 22.8351, 0.1943,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl-", 26078,"029548-14-9",70
130, 22.9519, 0.1867,"Butanoic acid, 4-hydroxy-",  4772,"000591-81-1",64
131, 23.1031, 0.0206,"cis-Decalin, 2-syn-methyl-", 26214,"1000155-85-6",55
132, 23.2923, 0.0384,"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-", 27716,"000138-87-4",93
133, 23.3914, 0.1379,"1,3-Benzenediol, 4,5-dimethyl-", 17785,"000527-55-9",50
134, 23.6258, 0.1263,"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-", 24592,"000116-26-7",97
135, 23.8212, 0.7263,"Silanediol, dimethyl-",  2426,"001066-42-8",49
136, 23.9422, 0.1488,"Spiro ( 6,6-dimethyl-2,3-diazobicyclo [3.1.0] hex-2-ene-4,1'-cyclopropane )", 16648,"135485-30-2",38
137, 24.0589, 0.0946,"2-Furanmethanol",  3122,"000098-00-0",53
138, 24.1910, 0.1070,"3-Amino-4-benzoyl-9-hydroxy-5,7-dithia-12-azatricyclo[6.4.0.0{2,6}]dodeca-1(8),2(6),3,9-tetraen-11-one",198611,"1000411-19-3",38
139, 24.4419, 0.0348,"Pyrazolo[3,4-b]pyridin-3(2H)-one, 4-trifluoromethyl-2,6-diphenyl-",209415,"309740-17-8",40
140, 24.5859, 0.1083,"1-(4-Ethoxyphenyl)propan-1-ol", 47717,"1031927-88-4",38
141, 24.8121, 0.0666,"Bicyclo[2.2.1]heptane, 2-methyl-3-methylene-2-(4-methyl-3-pentenyl)-, (1S-exo)-", 68804,"000511-59-1",53
142, 24.9171, 0.9427,"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-", 10247,"000529-16-8",64
143, 25.1719, 3.9871,"Tricyclo[2.2.1.0(2,6)]heptane, 1,3,3-trimethyl-", 16250,"000488-97-1",64
144, 25.2950, 0.2357,"endo-Borneol", 27485,"000507-70-0",62
145, 25.5309, 0.0310,"Butanoic acid",  2043,"000107-92-6",43
146, 25.9936, 0.2312,"Butanoic acid, 3-methyl-",  4349,"000503-74-2",47
147, 26.1270, 0.1513,"Butanoic acid, 3-methyl-",  4360,"000503-74-2",58
148, 26.1922, 0.3031,"Butanoic acid, 3-methyl-",  4361,"000503-74-2",47
149, 26.4216, 0.6469,"1, 1, 5-Trimethyl-1, 2-dihydronaphthalene", 41664,"1000357-25-8",97
150, 26.5742, 0.0279,".beta.-l-Arabinopyranoside, methyl", 35241,"001825-00-9",59
151, 27.0467, 0.7434,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",91
152, 27.2121, 0.2223,"Methyl salicylate", 26607,"000119-36-8",84
153, 27.6208, 0.1170,"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-", 10247,"000529-16-8",50
154, 27.8170, 0.0449,"A 37.17 vbr B 10.74 vbr  Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyr",  2375,"000503-74-2",22
155, 28.0757, 0.0823,"2'-Ethoxyformanilide", 35981,"086796-85-2",46
156, 28.2472, 0.0996,"1-Phenoxypropan-2-ol", 26748,"000770-35-4",43
157, 28.4102, 0.1839,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",86
158, 28.5259, 0.0411,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",111265,"1000161-21-8",50
159, 28.6560, 0.0398,"1,1,1,3,5,5,5-Heptamethyltrisiloxane", 86044,"001873-88-7",43
160, 28.8320, 0.0434,"2,3-Dimethyl-cyclohexa-1,3-diene",  5581,"004430-91-5",45
161, 28.9269, 0.0580,"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, cis-", 26121,"001197-06-4",94
162, 29.1164, 0.0212,"3-Methylenecycloheptene",  5531,"034564-56-2",42
163, 29.2435, 0.1009,"Thymol", 24338,"000089-83-8",64
164, 29.7199, 0.0234,"Carveol", 25789,"000099-48-9",38
165, 29.9262, 0.0487,"Benzyl alcohol",  5466,"000100-51-6",93
166, 30.0635, 0.0792,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",78
167, 30.2214, 0.0259,"3-(3-Hydroxy-4-methylphenyl)-1,1,3,5-tetramethylindan-4-ol",155823,"1000105-90-6",38
168, 30.8355, 0.0892,"Phenylethyl Alcohol", 10108,"000060-12-8",90
169, 31.1354, 0.0249,"Benzene, 1-isocyano-2-methyl-",  8759,"010468-64-1",72
170, 31.2476, 0.0848,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-",123155,"017540-75-9",94
171, 31.3626, 0.0186,"Hydratropamide, .alpha.-methyl-", 34098,"000826-54-0",64
172, 31.5540, 0.0188,"4,6-Diamino-1-[.beta.-hydroxyethyl]-3-methylpyrazolo[3,4-d]pyrimidine", 72929,"058791-65-4",38
173, 31.7014, 0.0208,"Propofol", 46091,"002078-54-8",70
174, 32.0201, 0.0247,"4-Chlorophenyl 2-fluoro-3-methylbenzyl sulfone",157001,"1000298-19-2",56
175, 32.0417, 0.0363,"Pentanamide, N-(4-methoxyphenyl)-", 71448,"1000306-89-3",49
176, 32.7088, 0.0093,"5-Amino-2-(4-chlorophenyl)-7-methyl-6-indolizinecarbonitrile",140838,"1000305-54-5",43
177, 32.9310, 0.0097,"Naphthalene, 1,6-dimethyl-", 29435,"000575-43-9",62
178, 33.0312, 0.0459,"p-Mentha-1(7),8(10)-dien-9-ol", 25921,"029548-13-8",81
179, 33.1317, 0.0797,"Benzene, 1-ethyl-3,5-diisopropyl-", 56142,"015181-13-2",51
180, 33.3914, 0.0182,"Methyleugenol", 45824,"000093-15-2",95
181, 33.5865, 0.0243,"1H-Pyrrole-2-carboxaldehyde",  2702,"001003-29-8",72
182, 33.6930, 0.0074,"(-)-cis-3,4-Dimethyl-2-phenyltetrahydro-1,4-thiazine", 71567,"1000244-63-5",41
183, 34.5991, 0.0307,"9H-Fluorene-2-carboxylic acid, 9-oxo-, (2-hydroxyethyl)(methyl)amide",140944,"1000316-02-1",43
184, 35.0059, 0.0129,"p-Cresol",  5463,"000106-44-5",91
185, 35.7937, 0.0281,"1H-Inden-1-one, 2,3-dihydro-3,3,5,6-tetramethyl-", 54567,"054789-22-9",90
186, 36.1797, 0.0082,"Ethyl (Z)-cinnamate", 44272,"004610-69-9",30
187, 37.0003, 0.0354,"Eugenol", 34525,"000097-53-0",97
,   355,"000075-07-0", 3
,   355,"000075-07-0", 2
