[contents]
count=2
Name=,Z:\data\JTB-E02\BACandBLUE\JTB-E02-199-15.D
1=,INT TIC: JTB-E02-199-15.D\data.ms
2=,PBM Apex
[INT TIC: JTB-E02-199-15.D\data.ms]
Time=,Fri Apr 05 10:06:55 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
31=, 31,  5.852,  459, 463, 470,"VV 7", 201968, 10349040,  0.84,  0.135
32=, 32,  5.935,  470, 474, 476,"VV 4", 213363,  5425753,  0.44,  0.071
33=, 33,  6.001,  476, 482, 496,"VV 2",1268193, 46636567,  3.80,  0.608
34=, 34,  6.162,  496, 502, 512,"VV  ", 722931, 27667955,  2.25,  0.361
35=, 35,  6.278,  512, 516, 521,"VV  ", 372540, 13024660,  1.06,  0.170
36=, 36,  6.356,  521, 525, 536,"VV 6", 280069, 16064223,  1.31,  0.210
37=, 37,  6.471,  536, 540, 545,"VV 8", 207354,  9235647,  0.75,  0.120
38=, 38,  6.598,  545, 555, 560,"VV  ",1279413, 38770769,  3.16,  0.506
39=, 39,  6.688,  560, 566, 600,"VV  ",11113705,346032453, 28.20,  4.515
40=, 40,  6.995,  600, 604, 609,"VV  ", 309668,  9865038,  0.80,  0.129
41=, 41,  7.075,  609, 614, 622,"VV 4", 543702, 22102276,  1.80,  0.288
42=, 42,  7.179,  622, 627, 631,"VV 2", 360008, 12091649,  0.99,  0.158
43=, 43,  7.263,  631, 637, 661,"VV  ",2903031, 84582590,  6.89,  1.104
44=, 44,  7.566,  665, 675, 691,"VV  ",7173747,232951912, 18.99,  3.039
45=, 45,  7.820,  699, 706, 710,"VV 5", 198230,  7968742,  0.65,  0.104
46=, 46,  7.898,  710, 715, 719,"VV  ", 309134,  9878621,  0.81,  0.129
47=, 47,  7.963,  719, 723, 741,"VV  ", 495155, 18342960,  1.49,  0.239
48=, 48,  8.167,  741, 748, 755,"VV 8", 129468,  5511181,  0.45,  0.072
49=, 49,  8.330,  763, 769, 775,"VV  ", 100139,  3642838,  0.30,  0.048
50=, 50,  8.575,  792, 799, 810,"VV  ", 723114, 20368534,  1.66,  0.266
51=, 51,  8.808,  821, 827, 834,"VV  ", 396445, 12749812,  1.04,  0.166
52=, 52,  8.883,  834, 837, 843,"VV 6", 123042,  4287408,  0.35,  0.056
53=, 53,  8.978,  843, 848, 860,"VV 4", 175619, 10066684,  0.82,  0.131
54=, 54,  9.132,  860, 867, 876,"VV  ", 260653, 10215887,  0.83,  0.133
55=, 55,  9.257,  876, 883, 895,"VV  ",  86895,  5737729,  0.47,  0.075
56=, 56,  9.449,  895, 906, 913,"VV 5", 383572, 17690641,  1.44,  0.231
57=, 57,  9.540,  913, 917, 930,"VV 7", 175287,  6729954,  0.55,  0.088
58=, 58,  9.963,  954, 969, 981,"PV 2", 513165, 15573410,  1.27,  0.203
59=, 59, 10.112,  981, 988, 993,"PV 9",  37918,  1338543,  0.11,  0.017
60=, 60, 10.360, 1002,1018,1029,"BV 3",21574360,735947423, 59.98,  9.602
61=, 61, 10.474, 1029,1032,1057,"VV 5", 666450, 40943402,  3.34,  0.534
62=, 62, 10.717, 1057,1062,1071,"VV 10", 123797,  6719792,  0.55,  0.088
63=, 63, 10.825, 1071,1076,1092,"VV 6", 106138,  5155726,  0.42,  0.067
64=, 64, 11.018, 1092,1099,1104,"VV 8",  81228,  3012253,  0.25,  0.039
65=, 65, 11.108, 1104,1110,1118,"VV 6", 100629,  4137987,  0.34,  0.054
66=, 66, 11.356, 1128,1141,1158,"PV  ",5075078,172853876, 14.09,  2.255
67=, 67, 11.512, 1158,1160,1172,"VV 3", 293664, 14083007,  1.15,  0.184
68=, 68, 11.640, 1172,1176,1182,"VV 2", 200673,  6639428,  0.54,  0.087
69=, 69, 12.034, 1218,1224,1229,"VV  ",  46457,  1330590,  0.11,  0.017
70=, 70, 12.146, 1229,1238,1245,"VV  ",2698157, 78872364,  6.43,  1.029
71=, 71, 12.222, 1245,1248,1270,"VV 2", 356242, 26259540,  2.14,  0.343
72=, 72, 12.447, 1270,1275,1284,"VV 5", 166622,  8520600,  0.69,  0.111
73=, 73, 12.573, 1284,1291,1304,"VV 8", 138810,  9539847,  0.78,  0.124
74=, 74, 13.621, 1408,1420,1432,"VV 10",  33045,  1934171,  0.16,  0.025
75=, 75, 13.851, 1432,1448,1461,"PV 6", 647581, 31221264,  2.54,  0.407
76=, 76, 14.005, 1461,1467,1481,"VV  ", 152015,  6581836,  0.54,  0.086
77=, 77, 14.180, 1481,1489,1490,"VV 2",  77507,  2373055,  0.19,  0.031
78=, 78, 14.246, 1490,1497,1517,"VV 5", 171383, 11865742,  0.97,  0.155
79=, 79, 14.855, 1553,1572,1605,"PV  ",6288676,205899590, 16.78,  2.686
80=, 80, 15.162, 1605,1610,1625,"VV 7", 105403,  5413519,  0.44,  0.071
81=, 81, 15.561, 1640,1659,1679,"VV 3", 758979, 44737933,  3.65,  0.584
82=, 82, 15.811, 1682,1689,1698,"VV  ", 442631, 14415104,  1.17,  0.188
83=, 83, 15.906, 1698,1701,1707,"VV 7",  62605,  2224273,  0.18,  0.029
84=, 84, 16.001, 1707,1713,1726,"VV 4",  58943,  3868406,  0.32,  0.050
85=, 85, 16.160, 1726,1732,1740,"VV 7",  46032,  2073780,  0.17,  0.027
86=, 86, 16.321, 1746,1752,1757,"VV 2",  47289,  1889634,  0.15,  0.025
87=, 87, 16.399, 1757,1762,1767,"VV  ",  74387,  2410883,  0.20,  0.031
88=, 88, 16.504, 1767,1775,1786,"VV  ",1181929, 35917465,  2.93,  0.469
89=, 89, 16.629, 1786,1790,1806,"VV 9",  89800,  4522180,  0.37,  0.059
90=, 90, 17.135, 1834,1853,1866,"PV 2", 213102, 10741507,  0.88,  0.140
91=, 91, 17.373, 1874,1882,1886,"VV 7",  47518,  1940380,  0.16,  0.025
92=, 92, 17.436, 1886,1890,1900,"VV 9",  47496,  2052045,  0.17,  0.027
93=, 93, 17.627, 1904,1913,1919,"VV  ", 797548, 25871045,  2.11,  0.338
94=, 94, 17.683, 1919,1920,1936,"VV 2", 318897, 11958882,  0.97,  0.156
95=, 95, 17.886, 1936,1945,1959,"VV 3",  93699,  4906633,  0.40,  0.064
96=, 96, 18.116, 1959,1973,2001,"VV  ",1489959, 65687856,  5.35,  0.857
97=, 97, 18.502, 2006,2021,2033,"VV 4", 307893, 14081900,  1.15,  0.184
98=, 98, 18.645, 2033,2038,2054,"VV 4",  63707,  3343542,  0.27,  0.044
99=, 99, 18.904, 2059,2070,2077,"VV 2",  45966,  1863134,  0.15,  0.024
100=,100, 19.127, 2090,2098,2104,"VV 2",  97601,  3170591,  0.26,  0.041
101=,101, 19.199, 2104,2107,2115,"VV 8",  37313,  1394493,  0.11,  0.018
102=,102, 19.397, 2115,2131,2139,"VV 2", 169855, 12155774,  0.99,  0.159
103=,103, 19.544, 2139,2149,2160,"VV 9", 239731, 14358808,  1.17,  0.187
104=,104, 19.699, 2160,2168,2179,"VV 4", 464368, 22992681,  1.87,  0.300
105=,105, 19.823, 2179,2183,2186,"VV 2", 247017,  7406888,  0.60,  0.097
106=,106, 19.923, 2186,2196,2223,"VV  ",28661577,1227020471,100.00, 16.009
107=,107, 20.212, 2223,2231,2237,"VV 2",3367994,141180281, 11.51,  1.842
108=,108, 20.291, 2237,2241,2259,"VV 4",2385742,112117987,  9.14,  1.463
109=,109, 20.840, 2300,2309,2317,"VV 2", 688553, 22549883,  1.84,  0.294
110=,110, 20.954, 2317,2323,2342,"VV 9", 154995,  9434035,  0.77,  0.123
111=,111, 21.186, 2342,2351,2372,"VV 2", 321096, 13444823,  1.10,  0.175
112=,112, 21.437, 2372,2382,2393,"VV 6",  84528,  4676116,  0.38,  0.061
113=,113, 21.684, 2397,2413,2424,"VV 6",  85081,  5832715,  0.48,  0.076
114=,114, 21.872, 2428,2436,2453,"VV 6",  63648,  3224962,  0.26,  0.042
115=,115, 22.357, 2485,2495,2500,"VV  ", 144781,  5317369,  0.43,  0.069
116=,116, 22.439, 2500,2505,2512,"VV 6", 163937,  5888809,  0.48,  0.077
117=,117, 22.541, 2512,2518,2532,"VV 6",  88664,  4074832,  0.33,  0.053
118=,118, 22.737, 2532,2542,2548,"VV 5", 167003,  6811221,  0.56,  0.089
119=,119, 22.828, 2548,2553,2558,"VV 4", 153097,  5811082,  0.47,  0.076
120=,120, 22.918, 2558,2564,2581,"VV 4", 187526, 11747080,  0.96,  0.153
121=,121, 23.284, 2602,2609,2615,"VV 6",  56645,  1799746,  0.15,  0.023
122=,122, 23.387, 2615,2622,2629,"VV 6", 125389,  4625788,  0.38,  0.060
123=,123, 23.460, 2629,2631,2632,"VV  ",  38363,   522010,  0.04,  0.007
124=,124, 23.623, 2632,2651,2653,"VV 6", 313964, 12223504,  1.00,  0.159
125=,125, 23.687, 2653,2659,2667,"VV  ", 750556, 28568522,  2.33,  0.373
126=,126, 23.816, 2667,2675,2699,"VV  ",2517376,104396624,  8.51,  1.362
127=,127, 24.060, 2699,2705,2713,"VV 4", 214930, 10296275,  0.84,  0.134
128=,128, 24.177, 2713,2719,2734,"VV 9", 197278, 12028397,  0.98,  0.157
129=,129, 24.431, 2745,2751,2756,"VV 2",  99931,  3595770,  0.29,  0.047
130=,130, 24.578, 2756,2769,2791,"VV 3", 268106, 16022204,  1.31,  0.209
131=,131, 24.913, 2794,2810,2824,"VV  ", 551065, 21714022,  1.77,  0.283
132=,132, 25.169, 2829,2841,2851,"VV  ",4039522,128365904, 10.46,  1.675
133=,133, 25.295, 2851,2857,2875,"VV 2", 745758, 34333263,  2.80,  0.448
134=,134, 25.453, 2875,2876,2891,"VV 6", 100690,  6965887,  0.57,  0.091
135=,135, 26.240, 2960,2973,2984,"PV 6", 112860, 10307892,  0.84,  0.134
136=,136, 26.419, 2984,2995,3023,"VV  ",1456579, 61311187,  5.00,  0.800
137=,137, 26.659, 3023,3025,3034,"VV 9",  31247,  1105632,  0.09,  0.014
138=,138, 27.047, 3060,3073,3086,"BV  ", 707446, 29802375,  2.43,  0.389
139=,139, 27.205, 3086,3092,3106,"VV 4", 170872,  7754588,  0.63,  0.101
140=,140, 27.630, 3134,3144,3153,"VV 5",  50400,  1974531,  0.16,  0.026
141=,141, 27.806, 3161,3166,3186,"PV 8",  49504,  1846968,  0.15,  0.024
142=,142, 28.071, 3186,3199,3213,"PV 8",  73451,  2930009,  0.24,  0.038
143=,143, 28.244, 3213,3220,3226,"PV 8",  46751,  1526540,  0.12,  0.020
144=,144, 28.404, 3226,3240,3248,"VV 3",  73815,  5218508,  0.43,  0.068
145=,145, 28.488, 3248,3250,3251,"VV  ",  40818,   561609,  0.05,  0.007
146=,146, 28.525, 3251,3255,3264,"VV 9",  51295,  1787076,  0.15,  0.023
147=,147, 28.811, 3282,3290,3299,"VV 9",  32358,  1428881,  0.12,  0.019
148=,148, 29.235, 3332,3342,3358,"VV 9",  58687,  3450935,  0.28,  0.045
149=,149, 29.923, 3418,3427,3435,"PV 2", 590015, 17179972,  1.40,  0.224
150=,150, 30.036, 3435,3441,3456,"VV 2",  61310,  4410448,  0.36,  0.058
151=,151, 30.833, 3528,3539,3545,"PV 2",  76390,  2444421,  0.20,  0.032
152=,152, 31.055, 3561,3566,3569,"VV 2",  40379,  1071039,  0.09,  0.014
153=,153, 31.130, 3569,3575,3583,"VV  ", 174091,  5691958,  0.46,  0.074
154=,154, 31.244, 3583,3589,3596,"VV  ",  86308,  2995469,  0.24,  0.039
155=,155, 31.943, 3665,3675,3677,"VV 8",  35739,  1413067,  0.12,  0.018
156=,156, 32.032, 3677,3686,3709,"VV 8",  44009,  3306031,  0.27,  0.043
157=,157, 32.707, 3763,3769,3776,"PV 8",  27426,   794962,  0.06,  0.010
158=,158, 33.025, 3801,3809,3815,"PV 6",  92586,  2739508,  0.22,  0.036
159=,159, 33.140, 3815,3823,3832,"VV 4",  58383,  2440953,  0.20,  0.032
160=,160, 34.583, 3982,4000,4006,"PV 4",  33375,  1523151,  0.12,  0.020
161=,161, 35.000, 4041,4052,4063,"PV  ", 283137,  8000924,  0.65,  0.104
162=,162, 36.994, 4276,4297,4304,"PV 4",  41481,  1377619,  0.11,  0.018
[PBM Apex]
Time=,Fri Apr 05 10:07:50 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
1=,  1,  2.2879, 0.3026,"Carbon dioxide",    81,"000124-38-9", 4
2=,  2,  2.4199, 0.0432,"1-Propanamine, N,2-dimethyl-",  1957,"000625-43-4",59
3=,  3,  2.5042, 0.0228,"1-Propanamine, N,2-dimethyl-",  1957,"000625-43-4",59
4=,  4,  2.5712, 0.0833,"Methanethiol",   113,"000074-93-1",58
5=,  5,  2.6249, 0.1518,"2-Propanamine, 1-methoxy-",  2234,"037143-54-7",45
6=,  6,  2.7994, 1.3435,"Dimethyl sulfide",   339,"000075-18-3",91
7=,  7,  3.0190, 0.0883,"Ethanethiol",   334,"000075-08-1",38
8=,  8,  3.1223, 1.7931,"Acetone",   216,"000067-64-1",72
9=,  9,  3.2074, 0.9682,"Acetic acid, methyl ester",   829,"000079-20-9",50
10=, 10,  3.3241, 2.6393,"Cyclotrisiloxane, hexamethyl-", 85992,"000541-05-9",90
11=, 11,  3.4820, 0.4433,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",86
12=, 12,  3.6940, 8.6843,"CH3C(O)CH2CH2OH",  2044,"000590-90-9",59
13=, 13,  3.8299, 2.6504,"2-Hexanone, 3-methyl-",  7656,"002550-21-2",45
14=, 14,  3.9796, 1.5520,"Butanal, 2-methyl-",  1768,"000096-17-3",81
15=, 15,  4.0279, 2.9260,"Butanal, 3-methyl-",  1762,"000590-86-3",91
16=, 16,  4.1840, 0.3458,"Ethyl Acetate",  2040,"000141-78-6",38
17=, 17,  4.2506, 6.5323,"Ethanol",    95,"000064-17-5",78
18=, 18,  4.3773, 0.9878,"Trifluoroacetic acid",  7175,"000076-05-1",35
19=, 19,  4.5630, 0.2342,"Propanamide, 2-hydroxy-",  2198,"002043-43-8",52
20=, 20,  4.6568, 0.7458,"Oxirane, 3-hydroxypropyl-",  4366,"021915-56-0",64
21=, 21,  4.8213, 0.5116,"Acetamide, N-(aminoiminomethyl)-",  4080,"005699-40-1",42
22=, 22,  4.9829, 0.6694,"Cyclotetrasiloxane, octamethyl-",155951,"000556-67-2",91
23=, 23,  5.0553, 0.5634,"Carbonic acid, dimethyl ester",  2294,"000616-38-6",58
24=, 24,  5.1839, 0.2615,"1H-Pyrazole, 3-ethyl-4,5-dihydro-",  3105,"005920-29-6",35
25=, 25,  5.2242, 0.4271,"Thiophene, 2-propyl-", 11453,"001551-27-5",50
26=, 26,  5.3562, 0.1590,"Acetylacetone",  3722,"000123-54-6",11
27=, 27,  5.4133, 0.2094,"Butanoic acid, 2-ethyl-, 1,2,3-propanetriyl ester",230912,"056554-54-2",27
28=, 28,  5.4713, 0.1885,"Isobutyl acetate",  8231,"000110-19-0",22
29=, 29,  5.5908, 0.6552,"Methyl isovalerate",  8237,"000556-24-1",81
30=, 30,  5.7132, 0.2616,"Carbonic acid, ethyl-, methyl ester",  4787,"000623-53-0",47
31=, 31,  5.8519, 0.1350,"Cyclotetrasiloxane, octamethyl-",155950,"000556-67-2",50
32=, 32,  5.9346, 0.0708,"Pentasiloxane, dodecamethyl-",229154,"000141-63-9",38
33=, 33,  6.0006, 0.6085,"Toluene",  2481,"000108-88-3",60
34=, 34,  6.1620, 0.3610,"2-Pentanol",  2117,"006032-29-7",27
35=, 35,  6.2784, 0.1699,"Butanoic acid, 2-methyl-, ethyl ester", 13847,"007452-79-1",41
36=, 36,  6.3557, 0.2096,"Oxirane, 2,3-dimethyl-, trans-",   713,"021490-63-1",27
37=, 37,  6.4707, 0.1205,"3H-pyrazol-3-one, 2,4-dihydro-5-(3-nitrophenyl)-2-phenyl-",140733,"1000401-91-2",25
38=, 38,  6.5983, 0.5059,"Butanoic acid, 3-methyl-, ethyl ester", 13841,"000108-64-5",91
39=, 39,  6.6880, 4.5148,"Disulfide, dimethyl",  2561,"000624-92-0",96
40=, 40,  6.9947, 0.1287,"(S)-(-)-1,2,4-Butanetriol, 4-trifluoroacetate", 66983,"1000374-86-8",23
41=, 41,  7.0753, 0.2884,"Disulfide, dimethyl",  2561,"000624-92-0",46
42=, 42,  7.1791, 0.1578,"2-Butenal, 2-methyl-",  1436,"001115-11-3",38
43=, 43,  7.2629, 1.1036,"1-Propanol, 2-methyl-",   864,"000078-83-1",86
44=, 44,  7.5664, 3.0394,"2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl-", 27740,"007392-19-0",53
45=, 45,  7.8199, 0.1040,"Piperazine, 1,4-dimethyl-",  7495,"000106-58-1",30
46=, 46,  7.8977, 0.1289,"1-Butanol, 3-methyl-, acetate", 13786,"000123-92-2",72
47=, 47,  7.9628, 0.2393,"Butanenitrile, 3-methyl-",  1311,"000625-28-5",37
48=, 48,  8.1666, 0.0719,"Cyclopropane, 1,1,2,3-tetramethyl-",  3460,"074752-93-5",46
49=, 49,  8.3299, 0.0475,"o-Xylene",  5160,"000095-47-6",60
50=, 50,  8.5745, 0.2658,"1-Butanol",   840,"000071-36-3",80
51=, 51,  8.8079, 0.1663,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",91
52=, 52,  8.8829, 0.0559,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",47
53=, 53,  8.9779, 0.1313,"1,1,3,3,5,5,7,7,9,9-Decamethyl-9-(2-methylpropoxy)pentasiloxan-1-ol",254933,"1000364-61-3",32
54=, 54,  9.1319, 0.1333,"2-Butenoic acid, 3-methyl-, methyl ester",  7448,"000924-50-5",70
55=, 55,  9.2569, 0.0749,"Cyclopentasiloxane, decamethyl-",220036,"000541-02-6",50
56=, 56,  9.4486, 0.2308,"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-", 27825,"000470-67-7",86
57=, 57,  9.5401, 0.0878,"Benzene, 1,3-dimethyl-",  5186,"000108-38-3",47
58=, 58,  9.9625, 0.2032,"D-Limonene", 16046,"005989-27-5",96
59=, 59, 10.1118, 0.0175,"Limonene", 16032,"000138-86-3",87
60=, 60, 10.3596, 9.6021,"1-Butanol, 3-methyl-",  2139,"000123-51-3",78
61=, 61, 10.4743, 0.5342,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",64
62=, 62, 10.7167, 0.0877,"1(2H)-Naphthalenone, octahydro-, trans-", 26000,"021370-71-8",49
63=, 63, 10.8247, 0.0673,"2-Butenoic acid, 3-methyl-, ethyl ester", 12577,"000638-10-8",90
64=, 64, 11.0178, 0.0393,"3-Pyridinecarboxylic acid, 1,2,3,4-tetrahydro-1,6-dimethyl-2,4-dioxo-", 50707,"1000318-74-9",38
65=, 65, 11.1076, 0.0540,"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1.alpha.,2.alpha.,5.alpha.)-", 27874,"017699-16-0",49
66=, 66, 11.3560, 2.2553,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",96
67=, 67, 11.5118, 0.1837,"Thiazole",  1551,"000288-47-1",38
68=, 68, 11.6397, 0.0866,"1-Pentanol",  2114,"000071-41-0",59
69=, 69, 12.0336, 0.0174,"Pyrazine, methyl-",  2600,"000109-08-0",72
70=, 70, 12.1459, 1.0291,"Benzene, 1,2,4,5-tetramethyl-", 15208,"000095-93-2",94
71=, 71, 12.2217, 0.3426,"Benzene, 1-methyl-3-(1-methylethyl)-", 15242,"000535-77-3",95
72=, 72, 12.4472, 0.1112,"p-Cymene", 15143,"000099-87-6",92
73=, 73, 12.5734, 0.1245,"Benzene, 2-ethyl-1,4-dimethyl-", 15228,"001758-88-9",86
74=, 74, 13.6209, 0.0252,"Imidodicarbonic acid, diethyl ester", 32840,"019617-44-8",38
75=, 75, 13.8508, 0.4074,"3-Methyl-4-cyclohexene-1,2-dicarboxylic anhydride", 37233,"005333-84-6",53
76=, 76, 14.0046, 0.0859,"Pyrazine, 2,6-dimethyl-",  5417,"000108-50-9",72
77=, 77, 14.1797, 0.0310,"Benzene, 1-ethyl-3-methyl-",  9609,"000620-14-4",83
78=, 78, 14.2460, 0.1548,"Silane, dimethyl(4-(2-phenylprop-2-yl)phenoxy)pentyloxy-",210691,"1000347-18-9",38
79=, 79, 14.8550, 2.6864,"Hexyl chloroformate", 35348,"006092-54-2",78
80=, 80, 15.1617, 0.0706,"Hex-4-enylamine",  3583,"055108-01-5",53
81=, 81, 15.5611, 0.5837,"Dimethyl trisulfide", 11161,"003658-80-8",91
82=, 82, 15.8106, 0.1881,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",93
83=, 83, 15.9061, 0.0290,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",38
84=, 84, 16.0013, 0.0505,"4-Isopropoxybenzaldehyde", 34601,"018962-05-5",53
85=, 85, 16.1602, 0.0271,"Toluene",  2477,"000108-88-3",49
86=, 86, 16.3215, 0.0247,"Isophorone", 17941,"000078-59-1",64
87=, 87, 16.3988, 0.0315,"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-", 46058,"018433-98-2",64
88=, 88, 16.5037, 0.4686,"2-Hexen-1-ol, (E)-",  3882,"000928-95-0",90
89=, 89, 16.6286, 0.0590,"Silane, dimethylphenyl-", 16654,"000766-77-8",42
90=, 90, 17.1354, 0.1401,"Benzene, 1,5-dimethyl-2,4-bis(1-methylethyl)-", 56164,"005186-68-5",80
91=, 91, 17.3732, 0.0253,"Benzene, 4-ethenyl-1,2-dimethyl-", 14394,"027831-13-6",68
92=, 92, 17.4363, 0.0268,"Benzene, 2-ethenyl-1,4-dimethyl-", 14402,"002039-89-6",42
93=, 93, 17.6273, 0.3375,"2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-, cis-", 39796,"005989-33-3",91
94=, 94, 17.6832, 0.1560,"Pyrazine, 3-ethyl-2,5-dimethyl-", 16624,"013360-65-1",90
95=, 95, 17.8856, 0.0640,"1-Octen-3-ol", 12719,"003391-86-4",43
96=, 96, 18.1159, 0.8570,"3,5-Dimethylpyrazole",  2782,"000067-51-6",86
97=, 97, 18.5017, 0.1837,"cis-Linaloloxide", 39525,"1000121-97-4",78
98=, 98, 18.6449, 0.0436,"4-[p-Fluorophenyl]-2H-1,3[3H]-oxazine-2,6-dione", 71214,"058755-84-3",49
99=, 99, 18.9037, 0.0243,"Benzene, 4-ethyl-1,2-dimethyl-", 15211,"000934-80-5",93
100=,100, 19.1267, 0.0414,"1-Hexanol, 2-ethyl-", 13977,"000104-76-7",72
101=,101, 19.1987, 0.0182,"2,4,6-Trimethyl-1,3-phenylenediamine", 25310,"003102-70-3",76
102=,102, 19.3968, 0.1586,"Ethanone, 1-(2-furanyl)-",  5875,"001192-62-7",46
103=,103, 19.5439, 0.1873,"Acetic acid",   264,"000064-19-7",27
104=,104, 19.6987, 0.3000,"Acridine, 9-methyl-", 58761,"000611-64-3",38
105=,105, 19.8229, 0.0966,"Dill ether", 25815,"074410-10-9",91
106=,106, 19.9226,16.0092,"Benzaldehyde",  5152,"000100-52-7",94
107=,107, 20.2116, 1.8420,"1,2,5,5,6,7-Hexamethylbicyclo[4.1.0]hept-2-en-4-one", 57796,"1000110-52-5",52
108=,108, 20.2908, 1.4628,"1,4-Dimethoxy-2-methyl-5-(prop-1-en-2-yl)benzene", 57642,"039701-09-2",49
109=,109, 20.8398, 0.2942,"Linalool", 27447,"000078-70-6",83
110=,110, 20.9537, 0.1231,"2-Caren-4-ol", 25822,"006617-35-2",55
111=,111, 21.1857, 0.1754,"Octyl chloroformate", 58206,"007452-59-7",83
112=,112, 21.4371, 0.0610,"Propane, 1,2-dichloro-",  6313,"000078-87-5",38
113=,113, 21.6844, 0.0761,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",22
114=,114, 21.8720, 0.0421,"1H-1,2-Dithiolo[3,4-c]quinoline, 3a,4,5,9b-tetrahydro-1-(3-fluorophenylimino)-4,4,7-trimethyl-",211844,"1000265-59-5",27
115=,115, 22.3571, 0.0694,"Benzonitrile",  4706,"000100-47-0",87
116=,116, 22.4392, 0.0768,"Terpinen-4-ol", 27506,"000562-74-3",87
117=,117, 22.5413, 0.0532,"2-Methylbicyclo[3.2.1]octane", 10882,"1000215-28-0",60
118=,118, 22.7365, 0.0889,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl-", 26078,"029548-14-9",70
119=,119, 22.8283, 0.0758,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl-", 26078,"029548-14-9",60
