"Path","File","Date Acquired","Sample","Misc"
"C:\MassHunter\GCMS\1\data\JTB-E02\BACandBLUE\","JTB-E18-008-08.D","15 May 2019  11:37    ","BAC-01    PRO-02"," "
"PBM Apex"
"Wed Jun 12 09:40:48 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 21,  4.8632, 0.3716,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",52
 22,  4.9825, 1.6099,"Cyclotetrasiloxane, octamethyl-",155951,"000556-67-2",87
 23,  5.0526, 1.1903,"Cyclotetrasiloxane, octamethyl-",155952,"000556-67-2",37
 24,  5.1822, 0.4793,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",50
 25,  5.2243, 0.8876,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",47
 26,  5.4163, 0.3515,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",50
 27,  5.4710, 0.4733,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",49
 28,  5.5901, 0.9285,"Methyl isovalerate",  8240,"000556-24-1",86
 29,  5.7060, 0.7645,"7H-Dibenzo[b,g]carbazole, 7-methyl-",141099,"003557-49-1",27
 30,  6.0009, 0.6212,"Toluene",  2482,"000108-88-3",38
 31,  6.1608, 0.4502,"2-Propanol, 1-(1-methylethoxy)-",  9029,"003944-36-3",17
 32,  6.2750, 0.2829,"Cyclotetrasiloxane, octamethyl-",155951,"000556-67-2",49
 33,  6.3537, 0.2498,"Pentasiloxane, dodecamethyl-",229154,"000141-63-9",64
 34,  6.5964, 0.4542,"Butanoic acid, 3-methyl-, ethyl ester", 13841,"000108-64-5",81
 35,  6.6848, 0.5431,"Disulfide, dimethyl",  2561,"000624-92-0",96
 36,  6.7557, 0.1670,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",68
 37,  6.8745, 0.1986,"Hexanal",  3832,"000066-25-1",50
 38,  6.9911, 0.0766,"Acetamide, N-2-propynyl-",  3005,"065881-41-6",27
 39,  7.0784, 0.1461,"2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,5-dimethyl-", 30104,"104188-13-8",53
 40,  7.1789, 0.1019,"2-Butenal, 2-methyl-",  1433,"001115-11-3",64
 41,  7.2498, 0.9393,"1-Propanol, 2-methyl-",   864,"000078-83-1",72
 42,  7.5719, 2.5454,"4-Chlorobenzoic acid, dodec-9-ynyl ester",178703,"1000282-81-9",43
 43,  7.7242, 0.0381,"Ethylbutoxychlorosilane", 36786,"018171-08-9",22
 44,  7.8206, 0.1226,"Piperazine, 1,4-dimethyl-",  7498,"000106-58-1",41
 45,  7.8989, 0.1454,"1-Butanol, 3-methyl-, acetate", 13792,"000123-92-2",64
 46,  7.9596, 0.0883,"3-(O-Nitrophenyl)-2-oxo-1,3-oxazolidine", 73148,"090417-72-4",38
 47,  8.1634, 0.1017,"2-Pentene, 4,4-dimethyl-",  3402,"026232-98-4",50
 48,  8.3339, 0.0519,"Ethylbenzene",  5173,"000100-41-4",38
 49,  8.5648, 0.1339,"1-Butanol",   846,"000071-36-3",72
 50,  8.6167, 0.0393,"1-methyl-4-phenyl-5-thioxo-1,2,4-triazolidin-3-one", 71827,"1000404-25-4",35
 51,  8.8028, 0.4975,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",91
 52,  8.8683, 0.2913,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",94
 53,  8.9711, 0.3878,"Cyclopentasiloxane, decamethyl-",220037,"000541-02-6",91
 54,  9.1308, 0.3082,"2-Butenoic acid, 3-methyl-, methyl ester",  7448,"000924-50-5",46
 55,  9.4512, 0.2826,"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-", 27825,"000470-67-7",49
 56,  9.5411, 0.1832,"Cyclopentasiloxane, decamethyl-",220037,"000541-02-6",49
 57,  9.9704, 0.1912,"2-Cyclohexen-1-ol, 3-methyl-6-(1-methylethyl)-, trans-", 27805,"016721-39-4",40
 58, 10.1061, 0.0443,"Ethanediamide, N(1)-(1,3-benzodioxol-5-yl)-", 73151,"1000351-43-9",25
 59, 10.3492, 8.8277,"1-Butanol, 3-methyl-",  2139,"000123-51-3",83
 60, 10.4607, 0.6315,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",46
 61, 10.8302, 0.0973,"2-Butenoic acid, 3-methyl-, ethyl ester", 12575,"000638-10-8",81
 62, 11.0176, 0.0662,"1,7-Octadien-3-ol, 2,6-dimethyl-", 27623,"022460-59-9",42
 63, 11.1043, 0.0667,"2-Ethylbutyric acid, 2,7-dimethyloct-5-yn-7-en-4-yl ester",111714,"1000371-19-7",47
 64, 11.3549, 2.0776,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",96
 65, 11.5091, 0.1712,"Ethanone, 1-(1-hydroxycyclopentyl)-", 12559,"017160-89-3",38
 66, 11.6330, 0.1283,"1-Pentanol",  2116,"000071-41-0",53
 67, 12.0298, 0.0715,"Pyrazine, methyl-",  2600,"000109-08-0",72
 68, 12.1465, 0.8034,"Benzene, 1-methyl-3-(1-methylethyl)-", 15242,"000535-77-3",95
 69, 12.4404, 0.1368,"4-Cyanobenzophenone", 71637,"001503-49-7",38
 70, 12.5778, 0.1001,"Butane, 1-bromo-4-methoxy-", 36729,"004457-67-4",27
 71, 12.9961, 0.0366,"1,2-Ethanediol, monoacetate",  4780,"000542-59-6",23
 72, 13.6197, 0.0272,"Cyclohexanone, 2,2,6-trimethyl-", 19217,"002408-37-9",11
 73, 13.8463, 0.6683,"Bicyclo[3.2.0]hept-6-ene",  2640,"004927-03-1",43
 74, 14.0111, 0.0784,"Pyrazine, 2,6-dimethyl-",  5417,"000108-50-9",50
 75, 14.0508, 0.0446,"2-Pyridinamine, 6-methyl-",  5433,"001824-81-3",43
 76, 14.0983, 0.0385,"Pyrimidine, 4,6-dimethyl-",  5422,"001558-17-4",49
 77, 14.2384, 0.6531,"4-(4-Chlorophenyl)-2,6-diphenylpyridine",198339,"001498-82-4",47
 78, 14.8470, 3.2074,"1-Hexanol",  4487,"000111-27-3",83
 79, 15.1561, 0.0842,"5-Heptenal, 2,6-dimethyl-", 19186,"000106-72-9",47
 80, 15.5169, 0.3620,"3-Oxatricyclo[4.1.1.0(2,4)]octane, 2,7,7-trimethyl-", 26097,"001686-14-2",38
 81, 15.8034, 0.2151,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",94
 82, 16.0435, 0.0775,"p-Methoxybenzylazidoformate", 71811,"025474-85-5",45
 83, 16.1611, 0.0574,"Toluene",  2476,"000108-88-3",30
 84, 16.3113, 0.0348,"Isophorone", 17941,"000078-59-1",55
 85, 16.3924, 0.0392,"[4-(Chlorodifluoromethoxy)phenyl](methyl)amine", 71762,"1000302-68-5",50
 86, 16.4958, 0.5994,"2-Hexen-1-ol, (E)-",  3881,"000928-95-0",90
 87, 16.6033, 0.0658,"Cyclohexanol",  3848,"000108-93-0",38
 88, 17.4028, 0.0475,"1-Methyl-2-phenylcyclopropane", 14379,"003145-76-4",64
 89, 17.4308, 0.0474,"Benzene, 1-methyl-2-(2-propenyl)-", 14408,"001587-04-8",86
 90, 17.6205, 0.4332,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",91
 91, 17.8559, 0.1102,"Methional",  4800,"003268-49-3",38
 92, 18.1090, 1.1675,"Furfural",  2768,"000098-01-1",78
 93, 18.4917, 0.1633,"2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-, cis-", 39800,"005989-33-3",68
 94, 18.6400, 0.0602,"Benzene, 1-methoxy-4-methyl-", 10159,"000104-93-8",44
 95, 18.8935, 0.0220,"Benzene, 1,2,4,5-tetramethyl-", 15208,"000095-93-2",60
 96, 19.0030, 0.0569,"Hydrazine, 1,2-dimethyl-",   279,"000540-73-8",52
 97, 19.0382, 0.0298,"Acetic acid",   264,"000064-19-7",58
 98, 19.1190, 0.5337,"1-Hexanol, 2-ethyl-", 13975,"000104-76-7",72
 99, 19.3902, 0.2481,"Ethanone, 1-(2-furanyl)-",  5874,"001192-62-7",43
100, 19.5312, 0.4032,"2,6-Dihydroxyacetophenone, 2TMS derivative",155019,"1000352-81-3",50
101, 19.6917, 0.6310,"2-Mercapto-4-phenylthiazole", 58962,"002103-88-0",47
102, 19.8110, 0.1384,"3,6-Dimethyl-2,3,3a,4,5,7a-hexahydrobenzofuran", 26042,"070786-44-6",87
103, 19.9138, 2.0839,"Benzaldehyde",  5151,"000100-52-7",94
104, 20.0956, 0.2061,"1,3-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-", 16247,"000099-86-5",70
105, 20.2059, 1.2480,"5-Ethynyl-1,2,3-trimethoxybenzene", 57336,"053560-33-1",52
106, 20.2921, 1.2631,"2-(4-Acetyl-5-hydroxy-2-methoxyphenyl)ethylamine, N-acetyl-",112263,"1000360-33-9",41
107, 20.4620, 0.2162,"5-[Cyano(4,4-dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)methylene]-2,3,3-trimethylpyrrolidine-2-carbonitrile",141971,"1000192-90-5",43
108, 20.8310, 0.3251,"Linalool", 27447,"000078-70-6",95
109, 20.9487, 0.0903,"1,2-Benzisothiazole-3-acetic acid, methyl ester", 71236,"029876-70-8",35
110, 21.1765, 0.1282,"Octyl chloroformate", 58206,"007452-59-7",86
111, 21.4267, 0.1045,"Dimethylsulfoxonium formylmethylide",  9384,"031043-74-0",53
112, 21.6630, 0.1453,"Fluoren-9-ol, 3,6-dimethoxy-9-(2-phenylethynyl)-",199541,"1000217-31-2",32
113, 21.8501, 0.1291,"4-(4-Chlorophenyl)-2,6-diphenylpyridine",198339,"001498-82-4",38
114, 22.2460, 0.0272,"Silicic acid, diethyl bis(trimethylsilyl) ester",154747,"003555-45-1",30
115, 22.3297, 0.0350,"Ethanol, 2-nitro-, propionate (ester)", 22988,"005390-28-3",22
116, 22.4339, 0.1109,"Terpinen-4-ol", 27506,"000562-74-3",94
117, 22.5254, 0.0974,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-", 26103,"005948-04-9",87
118, 22.7281, 0.0416,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl-", 26074,"029548-14-9",41
119, 22.8301, 0.0364,"Pyrrole, 4-ethyl-2-methyl-",  5708,"005690-96-0",43
120, 22.9486, 0.5077,"Butanoic acid, 4-hydroxy-",  4772,"000591-81-1",64
121, 23.2873, 0.0481,"Trimethylsilyl-di(timethylsiloxy)-silane",140353,"139347-50-5",25
122, 23.4023, 0.1540,"Benzeneacetaldehyde",  9553,"000122-78-1",60
123, 23.4292, 0.1872,"Benzeneacetaldehyde",  9549,"000122-78-1",93
124, 23.6145, 0.3569,"2-Acetylthiazole", 11964,"024295-03-2",86
125, 23.8057, 2.8981,"Silanediol, dimethyl-",  2426,"001066-42-8",49
126, 24.0464, 0.1461,"Trimethylsilyl fluoride",  2454,"000420-56-4",43
127, 24.1643, 0.1097,"tert-Butyldimethylsilyl trifluoromethanesulfonate",125070,"069739-34-0",45
128, 24.2230, 0.1112,"tert-Butyldimethylsilyl trifluoromethanesulfonate",125070,"069739-34-0",38
129, 24.4186, 0.1802,"2,4-Dihydroxybenzoic acid, 3TMS derivative",220196,"010586-16-0",50
130, 24.5696, 0.2338,"3-Methyl-6-(4-phenyl-4H-[1,2,4]triazol-3-ylsulfanylmethyl)-imidazo[2,1-b]thiazole",184895,"1000297-22-6",25
131, 24.6888, 0.1093,".beta.-Methyl xyloside", 35221,"007473-45-2",43
132, 24.7568, 0.0552,"Butanoic acid",  2039,"000107-92-6",47
133, 24.8037, 0.0622,"Butanoic acid",  2039,"000107-92-6",43
134, 24.9033, 0.5426,"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-", 10247,"000529-16-8",53
135, 25.1600, 1.9815,".alpha.-Terpineol", 27528,"000098-55-5",90
136, 25.2823, 0.2943,"Isoborneol", 27469,"000124-76-5",64
137, 25.8939, 0.0468,"2,5-Diamino-1,3,4-thiadiazole",  8062,"002937-81-7",43
138, 25.9395, 0.0466,"2-(2-Hydroxyethylthio)propionic acid", 24742,"209276-28-8",38
139, 25.9959, 0.0660,"Rhamnose", 35207,"003615-41-6",43
140, 26.1594, 0.2564,"1,4-Benzenedicarboxaldehyde", 15611,"000623-27-8",45
141, 26.4100, 0.5283,"1, 1, 5-Trimethyl-1, 2-dihydronaphthalene", 41664,"1000357-25-8",96
142, 27.0368, 2.0150,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",80
143, 27.2002, 0.2697,"Methyl salicylate", 26602,"000119-36-8",42
144, 27.6148, 0.1236,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",38
145, 28.0593, 0.0734,"2'-Ethoxyformanilide", 35981,"086796-85-2",55
146, 28.2291, 0.0587,"Propanamide, N-(4-methoxyphenyl)-2,2-dimethyl-", 71511,"056619-94-4",30
147, 28.3926, 0.8508,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",86
148, 28.6759, 0.1156,"3,4-Dimethylbenzoic acid, TBDMS derivative",124690,"1000373-23-5",43
149, 28.7922, 0.1282,"1H-Indole-2-carboxylic acid, 6-(4-ethoxyphenyl)-3-methyl-4-oxo-4,5,6,7-tetrahydro-, isopropyl ester",209612,"1000316-17-5",43
150, 29.2725, 0.1184,"Furan, 3-phenyl-", 20930,"013679-41-9",76
151, 29.5188, 0.0494,"Benzofuran, 2-methyl-", 14857,"004265-25-2",52
152, 29.9134, 0.0282,"Benzyl alcohol",  5465,"000100-51-6",83
153, 30.0659, 0.6344,"1,1,3,3,5,5,7,7-Octamethyl-7-(2-methylpropoxy)tetrasiloxan-1-ol",220051,"1000364-61-2",53
154, 30.8230, 0.0662,"Phenylethyl Alcohol", 10109,"000060-12-8",64
155, 31.1177, 0.0600,"N-Methoxymethyl-N-methylformamide",  4653,"005129-79-3",38
156, 31.2358, 0.2040,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",123062,"014035-34-8",94
157, 32.0035, 0.5444,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",111265,"1000161-21-8",41
158, 32.2686, 0.0262,"1-methyl-4-phenyl-5-thioxo-1,2,4-triazolidin-3-one", 71827,"1000404-25-4",35
159, 32.6874, 0.0709,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",266854,"019095-23-9",38
160, 33.0116, 0.0234,"Carbonic acid, monoamide, N-methyl-N-phenyl-, 2-methylpropyl ester", 71558,"1000340-20-0",38
161, 33.1311, 0.0547,"Phenol",  2621,"000108-95-2",64
162, 34.5702, 0.4075,"Methyltris(trimethylsiloxy)silane",168286,"017928-28-8",47
163, 34.9821, 0.0345,"Tetrasiloxane, decamethyl-",168283,"000141-62-8",47
164, 35.4595, 0.0465,"1H-Indole, 5-methyl-2-phenyl-", 71661,"013228-36-9",30
165, 35.7068, 0.0197,"2-Ethylacridine", 71643,"055751-83-2",43
166, 35.7768, 0.0229,"7-Methyl -2-phenyl-1H-indole", 71654,"059541-82-1",30
167, 36.0356, 0.0179,"Isophthalaldehyde", 15601,"000626-19-7",43
168, 36.3299, 0.0341,"Pentasiloxane, dodecamethyl-",229152,"000141-63-9",22
169, 36.6734, 0.0140,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",43
170, 37.3750, 0.1166,"Methyltris(trimethylsiloxy)silane",168286,"017928-28-8",43
