[contents]
count=2
Name=,C:\MassHunter\GCMS\1\data\JTB-E02\BACandSTRAW\JTB-E02-208-23.D
1=,INT TIC: JTB-E02-208-23.D\data.ms
2=,PBM Apex
[INT TIC: JTB-E02-208-23.D\data.ms]
Time=,Thu May 09 15:57:39 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
112=,112, 19.822, 2176,2183,2190,"VV 5", 127740,  4720821,  0.13,  0.011
113=,113, 20.068, 2203,2214,2225,"VV  ", 424347, 15340570,  0.43,  0.035
114=,114, 20.219, 2225,2232,2241,"VV  ", 260979,  8243019,  0.23,  0.019
115=,115, 20.388, 2246,2253,2273,"VV 7",  72762,  4890018,  0.14,  0.011
116=,116, 20.633, 2273,2283,2297,"VV 2", 257130, 10125979,  0.29,  0.023
117=,117, 20.794, 2297,2303,2307,"VV 2",  75337,  2266941,  0.06,  0.005
118=,118, 20.874, 2307,2313,2325,"VV 5", 236794,  7707133,  0.22,  0.018
119=,119, 21.058, 2325,2335,2347,"VV  ", 148827,  5227572,  0.15,  0.012
120=,120, 21.276, 2355,2362,2375,"VV  ",1169940, 32130229,  0.91,  0.074
121=,121, 21.635, 2398,2406,2433,"VV  ", 565406, 18856929,  0.53,  0.043
122=,122, 21.970, 2440,2448,2456,"PV 6",  71530,  2392247,  0.07,  0.005
123=,123, 22.093, 2456,2463,2466,"VV 3",  65859,  1911461,  0.05,  0.004
124=,124, 22.164, 2466,2472,2478,"VV 3", 222093,  7418309,  0.21,  0.017
125=,125, 22.253, 2478,2483,2500,"VV 4", 139557,  9207647,  0.26,  0.021
126=,126, 22.593, 2515,2524,2543,"VV  ",4072428,121504922,  3.44,  0.279
127=,127, 22.753, 2543,2544,2559,"VV  ",  62484,  2945023,  0.08,  0.007
128=,128, 23.131, 2583,2591,2602,"VV  ", 542302, 17303204,  0.49,  0.040
129=,129, 23.235, 2602,2603,2608,"VV 5",  42968,  1046445,  0.03,  0.002
130=,130, 23.345, 2608,2617,2623,"VV  ", 912077, 28371813,  0.80,  0.065
131=,131, 23.429, 2623,2627,2647,"VV 2", 318701, 14985232,  0.42,  0.034
132=,132, 23.645, 2647,2654,2669,"VV 3", 137890,  4896400,  0.14,  0.011
133=,133, 24.035, 2694,2702,2710,"PV 4", 176264, 10029525,  0.28,  0.023
134=,134, 24.159, 2710,2717,2725,"VV 4", 534929, 24296714,  0.69,  0.056
135=,135, 24.285, 2725,2733,2763,"VV  ",7240590,277294583,  7.86,  0.637
136=,136, 24.691, 2771,2783,2796,"VV 2", 226862, 12551893,  0.36,  0.029
137=,137, 24.989, 2810,2819,2827,"VV 2",  62836,  2076925,  0.06,  0.005
138=,138, 25.148, 2827,2839,2846,"VV 2",  39766,  1627206,  0.05,  0.004
139=,139, 25.260, 2846,2853,2869,"VV 4", 156294,  9782611,  0.28,  0.022
140=,140, 25.417, 2869,2872,2874,"VV 4",  51422,  1196876,  0.03,  0.003
141=,141, 25.469, 2874,2878,2886,"VV 5",  69493,  2115717,  0.06,  0.005
142=,142, 25.648, 2892,2900,2914,"VV 4", 162056,  7094575,  0.20,  0.016
143=,143, 25.887, 2918,2930,2938,"VV  ", 215684,  6976463,  0.20,  0.016
144=,144, 26.374, 2974,2990,2994,"PV 2", 220487,  7410970,  0.21,  0.017
145=,145, 26.441, 2994,2998,3012,"VV  ", 215560,  6313846,  0.18,  0.014
146=,146, 26.680, 3012,3028,3052,"VV 5",  63476,  2968020,  0.08,  0.007
147=,147, 27.149, 3077,3085,3093,"VV  ",  66569,  2457155,  0.07,  0.006
148=,148, 27.476, 3113,3125,3147,"VV  ",1574674, 72543176,  2.06,  0.167
149=,149, 27.694, 3147,3152,3165,"VV 7",  71601,  3522492,  0.10,  0.008
150=,150, 27.868, 3165,3174,3180,"VV 7",  40240,  1651049,  0.05,  0.004
151=,151, 28.144, 3194,3208,3216,"VV 10",  62094,  2829834,  0.08,  0.006
152=,152, 28.593, 3257,3263,3271,"VV 6",  65027,  2218392,  0.06,  0.005
153=,153, 28.812, 3275,3290,3311,"VV 3", 304510, 25385987,  0.72,  0.058
154=,154, 29.092, 3320,3324,3332,"VV 7",  46461,  1746685,  0.05,  0.004
155=,155, 30.144, 3440,3454,3466,"VV 10",  50272,  3916396,  0.11,  0.009
156=,156, 30.260, 3466,3468,3471,"VV 3",  35377,   683007,  0.02,  0.002
157=,157, 30.393, 3471,3485,3487,"VV 6", 118902,  5397812,  0.15,  0.012
158=,158, 30.447, 3487,3491,3505,"VV 9", 134358,  7294648,  0.21,  0.017
159=,159, 30.971, 3549,3556,3565,"VV 8",  35556,  1281579,  0.04,  0.003
160=,160, 31.360, 3597,3604,3621,"VV 2",  93198,  3475207,  0.10,  0.008
161=,161, 31.672, 3632,3642,3649,"PV 4",  95646,  3098510,  0.09,  0.007
162=,162, 32.114, 3693,3696,3710,"VV 4",  31631,  1168351,  0.03,  0.003
163=,163, 32.313, 3710,3721,3729,"VV 7",  74384,  4426385,  0.13,  0.010
164=,164, 32.424, 3729,3735,3751,"VV 5", 102601,  4976947,  0.14,  0.011
165=,165, 33.675, 3882,3889,3901,"VV  ",  44317,  1301425,  0.04,  0.003
166=,166, 34.589, 3992,4001,4011,"VV  ",  70242,  2653659,  0.08,  0.006
167=,167, 34.900, 4031,4039,4051,"PV 7",  77480,  3085179,  0.09,  0.007
168=,168, 36.998, 4289,4298,4310,"VV  ", 678175, 20051145,  0.57,  0.046
169=,169, 37.171, 4310,4319,4329,"VV  ",  35583,  1435387,  0.04,  0.003
[PBM Apex]
Time=,Thu May 09 15:57:46 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
1=,  1,  2.4188, 0.3729,"Carbon dioxide",    81,"000124-38-9", 4
2=,  2,  2.6481, 0.0186,"2-Butanamine, 3-methyl-",  1936,"000598-74-3", 9
3=,  3,  2.7168, 0.0182,"1,2-Ethanediamine, N-(2-aminoethyl)-",  4602,"000111-40-0", 7
4=,  4,  2.7737, 0.1232,"Acetaldehyde",    71,"000075-07-0",64
5=,  5,  2.9583, 0.0374,"Dimethyl sulfide",   338,"000075-18-3",87
6=,  6,  3.3004, 1.7391,"Acetone",   216,"000067-64-1",50
7=,  7,  3.3865, 6.5523,"Acetaldoxime",   245,"000107-29-9",12
8=,  8,  3.8954, 6.2488,"Ethyl Acetate",  2038,"000141-78-6",49
9=,  9,  4.0117, 3.6250,"Isopropyl acetate",  4322,"000108-21-4",45
10=, 10,  4.1052, 2.1730,"Methyl propionate",  2047,"000554-12-1",46
11=, 11,  4.3135, 0.3916,"Ethyl Acetate",  2042,"000141-78-6",72
12=, 12,  4.4013, 0.4791,"Propane, 2-ethoxy-",  2135,"000625-54-7",64
13=, 13,  4.4903, 1.6625,"Ethanol",    96,"000064-17-5",64
14=, 14,  4.7951, 0.4016,"Propanoic acid, ethyl ester",  4381,"000105-37-3",90
15=, 15,  4.8604, 0.2741,"Propanoic acid, 1-methylethyl ester",  8353,"000637-78-5",64
16=, 16,  4.9263, 0.2721,"Propanoic acid, 2-methyl-, ethyl ester",  8367,"000097-62-1",49
17=, 17,  5.0587, 0.2225,"n-Propyl acetate",  4319,"000109-60-4",64
18=, 18,  5.1067, 0.4920,"2-Pentanone",  1729,"000107-87-9",80
19=, 19,  5.1792, 0.1283,"trisiloxane, 1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]-",155972,"1000402-10-5",59
20=, 20,  5.2457, 8.0993,"Butanoic acid, methyl ester",  4382,"000623-42-7",35
21=, 21,  5.6213, 0.1953,"Butanoic acid, methyl ester",  4382,"000623-42-7",53
22=, 22,  5.6786, 1.7076,"Butanoic acid, 2-methyl-, methyl ester",  8371,"000868-57-5",91
23=, 23,  5.7454, 6.2359,"Butyl aldoxime, 2-methyl-, syn-",  4181,"049805-56-3",38
24=, 24,  5.8534, 2.4380,"Methyl isovalerate",  8239,"000556-24-1",87
25=, 25,  6.2206, 6.4856,"Butanoic acid, octyl ester", 65004,"000110-39-4",38
26=, 26,  6.3091, 7.2279,"Thiazole, tetrahydro-",  2207,"000504-78-9",53
27=, 27,  6.5639, 2.1646,"Butanoic acid, 2-methyl-, ethyl ester", 13848,"007452-79-1",90
28=, 28,  6.8929, 1.0545,"Butanoic acid, 3-methyl-, ethyl ester", 13841,"000108-64-5",90
29=, 29,  6.9826, 1.7640,"Acetic acid, butyl ester",  8269,"000123-86-4",50
30=, 30,  7.0832, 0.1726,"Butanoic acid, ethyl ester",  8300,"000105-54-4",49
31=, 31,  7.1614, 0.4678,"Butyl 2-butoxyacetate", 54087,"010397-22-5",43
32=, 32,  7.2945, 0.2556,"Butanoic acid, methyl ester",  4382,"000623-42-7",53
33=, 33,  7.4096, 0.2856,"Butanoic acid, octyl ester", 65010,"000110-39-4",59
34=, 34,  7.5812, 0.4671,"1-Propanol, 2-methyl-",   861,"000078-83-1",72
35=, 35,  7.8026, 0.3050,"2-Butenoic acid, methyl ester, (E)-",  3805,"000623-43-8",64
36=, 36,  7.9414, 0.1322,"Butanoic acid, ethyl ester",  8300,"000105-54-4",46
37=, 37,  8.2209, 3.9074,"1-Butanol, 3-methyl-, acetate", 13794,"000123-92-2",78
38=, 38,  8.3741, 0.1320,"1-Butanol, 3-methyl-, acetate", 13793,"000123-92-2",72
39=, 39,  8.4402, 0.1636,"Propanoic acid, 2-methyl-, 3-methylbutyl ester", 31400,"002050-01-3",50
40=, 40,  8.5620, 0.1182,"Pentanoic acid, ethyl ester", 13775,"000539-82-2",58
41=, 41,  8.6821, 0.0421,"Butanoic acid, 2-methyl-, 3-methylbutyl ester", 41381,"027625-35-0",50
42=, 42,  8.7214, 0.0436,"2-Butoxyethyl acetate", 32357,"000112-07-2",43
43=, 43,  8.7938, 0.0820,"Pentanoic acid, 4-methyl-, methyl ester", 13862,"002412-80-8",72
44=, 44,  8.9303, 0.1230,"1-Butanol",   840,"000071-36-3",64
45=, 45,  9.0449, 0.0680,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",91
46=, 46,  9.1171, 0.0503,"Pentanoic acid, propyl ester", 21473,"000141-06-0",64
47=, 47,  9.2389, 2.3489,"Butanoic acid, butyl ester", 21445,"000109-21-7",78
48=, 48,  9.3478, 0.5837,"2-Butenoic acid, ethyl ester, (Z)-",  7413,"006776-19-8",50
49=, 49,  9.5545, 0.1661,"2-Hydroxyethyl methacrylate", 13557,"000868-77-9",59
50=, 50,  9.6364, 0.1136,"Hexanoic acid, pentyl ester", 52761,"000540-07-8",50
51=, 51,  9.7295, 0.3320,"Butanoic acid, 2-methyl-, 2-methylpropyl ester", 31392,"002445-67-2",91
52=, 52,  9.8379, 0.0242,"Decane, 1-iodo-",127779,"002050-77-3",43
53=, 53,  9.8981, 0.1077,"2-Hexanone, 4-methyl-",  7650,"000105-42-0",58
54=, 54, 10.0405, 4.4398,"Hexanoic acid, methyl ester", 13772,"000106-70-7",64
55=, 55, 10.1565, 1.1886,"2-Methylpentyl isovalerate", 52753,"1000236-38-7",47
56=, 56, 10.2614, 0.7604,"Hexanoic acid, methyl ester", 13784,"000106-70-7",90
57=, 57, 10.7376, 0.6617,"1-Butanol, 3-methyl-",  2147,"000123-51-3",86
58=, 58, 10.8394, 0.1499,"Butanoic acid, 1-methylbutyl ester", 31334,"060415-61-4",52
59=, 59, 10.9778, 0.4532,"Butanoic acid, butyl ester", 21448,"000109-21-7",83
60=, 60, 11.0520, 0.0331,"Butanoic acid, butyl ester", 21445,"000109-21-7",59
61=, 61, 11.1417, 0.0367,"Butanoic acid, octyl ester", 65010,"000110-39-4",43
62=, 62, 11.3239, 0.0465,"3,4,5-Trimethyldihydrofuran-2-one", 12546,"1000194-05-2",47
63=, 63, 11.4524, 7.0298,"Hexanoic acid, ethyl ester", 21453,"000123-66-0",83
64=, 64, 11.8479, 0.1322,"2-Penten-1-ol, acetate, (Z)-", 12496,"042125-10-0",35
65=, 65, 11.9197, 0.2553,"Butanoic acid, 3-methyl-, butyl ester", 31366,"000109-19-3",64
66=, 66, 12.1008, 0.6371,"Styrene",  4954,"000100-42-5",95
67=, 67, 12.3693, 0.0716,"2-Heptanol, acetate", 31239,"005921-82-4",58
68=, 68, 12.4417, 0.8301,"Butanoic acid, 3-methylbutyl ester", 31332,"000106-27-4",83
69=, 69, 12.6601, 4.1495,"Acetic acid, hexyl ester", 21425,"000142-92-7",86
70=, 70, 12.8164, 0.3134,"Acetic acid, octyl ester", 41254,"000112-14-1",64
71=, 71, 13.0166, 0.4061,"Acetoin",  2029,"000513-86-0",78
72=, 72, 13.1894, 0.1857,"2-Hexenoic acid, methyl ester", 12515,"002396-77-2",93
73=, 73, 13.3673, 0.0960,"Butanoic acid, 3-methyl-, 3-methylbutyl ester", 41386,"000659-70-1",91
74=, 74, 13.7661, 0.0075,"7-Azabicyclo[4,2,0]octan-8-one", 11057,"1000144-04-3",47
75=, 75, 14.0403, 0.1315,"4-Hexen-1-ol, acetate", 20162,"072237-36-6",83
76=, 76, 14.1149, 0.0336,"Hexanoic acid, propyl ester", 31280,"000626-77-7",78
77=, 77, 14.2322, 0.0471,"2-Heptanol",  8469,"000543-49-7",64
78=, 78, 14.3317, 0.0135,"Ethylidenecyclobutane",  1231,"001528-21-8",58
79=, 79, 14.5054, 0.0102,"10-[(4-Methyl phenyl)sulfanyl]-14-azatetracyclo[7.6.1.0{2,7}.0{13,16}]hexadeca-1(15),2(7),3,5,9(16),10,12-heptaen-8-one",198309,"1000411-01-1",50
80=, 80, 14.5755, 0.0685,"2-Hexen-1-ol, acetate, (E)-", 20204,"002497-18-9",93
81=, 81, 14.6728, 0.0070,"5-Hepten-2-one, 6-methyl-", 11625,"000110-93-0",89
82=, 82, 14.7621, 0.0431,"Propanoic acid, hexyl ester", 31289,"002445-76-3",53
83=, 83, 14.9402, 0.0452,"2-Hexenoic acid, ethyl ester", 20222,"001552-67-6",96
84=, 84, 15.0237, 0.0237,"Cyclohexane, 1-bromo-4-methyl-", 44800,"006294-40-2",30
85=, 85, 15.1947, 0.2117,"Hexanoic acid, 2-methylpropyl ester", 41333,"000105-79-3",83
86=, 86, 15.2825, 1.0175,"1-Hexanol",  4486,"000111-27-3",83
87=, 87, 15.7815, 0.0055,"Butanoic acid, hexyl ester", 41268,"002639-63-6",64
88=, 88, 15.8520, 0.0067,"Acetic acid, heptyl ester", 31273,"000112-06-1",53
89=, 89, 16.0540, 0.0153,"CH3C(O)OCH(CH3)C(O)CH3", 13538,"004906-24-5",59
90=, 90, 16.1848, 0.0008,"L-Asparagine", 14477,"000070-47-3",35
91=, 91, 16.2461, 0.0301,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",95
92=, 92, 16.3527, 0.0638,"Octanoic acid, methyl ester", 31294,"000111-11-5",91
93=, 93, 16.4467, 0.0103,"2-Buten-1-ol, 3-methyl-, formate",  7398,"068480-28-4",43
94=, 94, 16.6819, 0.0140,"Butanoic acid, 1-methylhexyl ester", 52797,"039026-94-3",78
95=, 95, 16.7664, 0.0094,"Hexanoic acid, 3-pentyl ester", 52782,"1000325-69-9",59
96=, 96, 16.8236, 0.0046,"Propanal, (1-methylethyl)hydrazone",  7524,"016713-38-5",27
97=, 97, 16.8667, 0.0042,"Methyl 2-(methylthio)acetate",  9379,"016630-66-3",50
98=, 98, 16.9388, 0.0071,"2-Hexen-1-ol, (E)-",  3881,"000928-95-0",62
99=, 99, 17.1072, 0.0371,"Hexanoic acid, butyl ester", 41265,"000626-82-4",83
100=,100, 17.1907, 0.6138,"Butanoic acid, hexyl ester", 41268,"002639-63-6",91
101=,101, 17.5510, 0.0265,"Butanoic acid, 2-methyl-, hexyl ester", 52812,"010032-15-2",90
102=,102, 17.6790, 0.0119,"n-Octanoic acid isopropyl ester", 52787,"005458-59-3",59
103=,103, 17.7856, 0.0260,"Octanoic acid, ethyl ester", 41271,"000106-32-1",98
104=,104, 18.1025, 0.0715,"Butanoic acid, 3-methyl-, hexyl ester", 52820,"010032-13-0",90
105=,105, 18.5391, 0.0650,"Isopentyl hexanoate", 52733,"002198-61-0",80
106=,106, 18.5950, 0.0524,"5-Hexen-2-ol",  3853,"000626-94-8",27
107=,107, 18.7031, 0.0411,"Acetic acid",   264,"000064-19-7",58
108=,108, 19.0463, 0.2327,"Cyclopropane, pentyl-",  6813,"002511-91-3",95
109=,109, 19.2232, 0.0068,"Butanoic acid, 3-hydroxy-, methyl ester",  8893,"001487-49-6",64
110=,110, 19.5810, 0.0105,"1-Hexanol, 2-ethyl-", 13975,"000104-76-7",35
111=,111, 19.7369, 0.0027,"1,1,1-Trichloro-2-hydroxy-2-[2-acetamidoethylthio]ethane",125763,"021946-69-0",40
112=,112, 19.8219, 0.0108,"N-[(4-Butoxyphenyl)methylidene]-4-ethylaniline",141068,"029743-15-5",27
113=,113, 20.0684, 0.0352,"1-Anthracenamine", 58740,"000610-49-1",43
114=,114, 20.2189, 0.0189,"Ethylene glycol di-n-butyrate", 66247,"000105-72-6",59
115=,115, 20.3883, 0.0112,"Benzaldehyde",  5151,"000100-52-7",64
116=,116, 20.6331, 0.0232,"2-[(Trimethylsilyl)oxy]-2-{4-[(trimethylsilyl)oxy]phenyl}ethanamine",156185,"1000408-18-1",53
117=,117, 20.7940, 0.0052,"5H-Naphtho[2,3-c]carbazole",127691,"000198-96-9",49
118=,118, 20.8736, 0.0177,"5-Decen-1-ol, acetate, (E)-", 63259,"038421-90-8",50
