"Path","File","Date Acquired","Sample","Misc"
"D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\","JTB-E02-199-15.D","27 Feb 2019  15:25    ","REP02  BAC-02"," "
"PBM Apex"
"Thu Aug 08 10:19:34 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 58,  9.9625, 0.2032,"D-Limonene", 16046,"005989-27-5",96
 59, 10.1118, 0.0175,"Limonene", 16032,"000138-86-3",87
 60, 10.3596, 9.6021,"1-Butanol, 3-methyl-",  2139,"000123-51-3",78
 61, 10.4743, 0.5342,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",64
 62, 10.7167, 0.0877,"1(2H)-Naphthalenone, octahydro-, trans-", 26000,"021370-71-8",49
 63, 10.8247, 0.0673,"2-Butenoic acid, 3-methyl-, ethyl ester", 12577,"000638-10-8",90
 64, 11.0178, 0.0393,"3-Pyridinecarboxylic acid, 1,2,3,4-tetrahydro-1,6-dimethyl-2,4-dioxo-", 50707,"1000318-74-9",38
 65, 11.1076, 0.0540,"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1.alpha.,2.alpha.,5.alpha.)-", 27874,"017699-16-0",49
 66, 11.3560, 2.2553,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",96
 67, 11.5118, 0.1837,"Thiazole",  1551,"000288-47-1",38
 68, 11.6397, 0.0866,"1-Pentanol",  2114,"000071-41-0",59
 69, 12.0336, 0.0174,"Pyrazine, methyl-",  2600,"000109-08-0",72
 70, 12.1459, 1.0291,"Benzene, 1,2,4,5-tetramethyl-", 15208,"000095-93-2",94
 71, 12.2217, 0.3426,"Benzene, 1-methyl-3-(1-methylethyl)-", 15242,"000535-77-3",95
 72, 12.4472, 0.1112,"p-Cymene", 15143,"000099-87-6",92
 73, 12.5734, 0.1245,"Benzene, 2-ethyl-1,4-dimethyl-", 15228,"001758-88-9",86
 74, 13.6209, 0.0252,"Imidodicarbonic acid, diethyl ester", 32840,"019617-44-8",38
 75, 13.8508, 0.4074,"3-Methyl-4-cyclohexene-1,2-dicarboxylic anhydride", 37233,"005333-84-6",53
 76, 14.0046, 0.0859,"Pyrazine, 2,6-dimethyl-",  5417,"000108-50-9",72
 77, 14.1797, 0.0310,"Benzene, 1-ethyl-3-methyl-",  9609,"000620-14-4",83
 78, 14.2460, 0.1548,"Silane, dimethyl(4-(2-phenylprop-2-yl)phenoxy)pentyloxy-",210691,"1000347-18-9",38
 79, 14.8550, 2.6864,"Hexyl chloroformate", 35348,"006092-54-2",78
 80, 15.1617, 0.0706,"Hex-4-enylamine",  3583,"055108-01-5",53
 81, 15.5611, 0.5837,"Dimethyl trisulfide", 11161,"003658-80-8",91
 82, 15.8106, 0.1881,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",93
 83, 15.9061, 0.0290,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",38
 84, 16.0013, 0.0505,"4-Isopropoxybenzaldehyde", 34601,"018962-05-5",53
 85, 16.1602, 0.0271,"Toluene",  2477,"000108-88-3",49
 86, 16.3215, 0.0247,"Isophorone", 17941,"000078-59-1",64
 87, 16.3988, 0.0315,"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-", 46058,"018433-98-2",64
 88, 16.5037, 0.4686,"2-Hexen-1-ol, (E)-",  3882,"000928-95-0",90
 89, 16.6286, 0.0590,"Silane, dimethylphenyl-", 16654,"000766-77-8",42
 90, 17.1354, 0.1401,"Benzene, 1,5-dimethyl-2,4-bis(1-methylethyl)-", 56164,"005186-68-5",80
 91, 17.3732, 0.0253,"Benzene, 4-ethenyl-1,2-dimethyl-", 14394,"027831-13-6",68
 92, 17.4363, 0.0268,"Benzene, 2-ethenyl-1,4-dimethyl-", 14402,"002039-89-6",42
 93, 17.6273, 0.3375,"2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-, cis-", 39796,"005989-33-3",91
 94, 17.6832, 0.1560,"Pyrazine, 3-ethyl-2,5-dimethyl-", 16624,"013360-65-1",90
 95, 17.8856, 0.0640,"1-Octen-3-ol", 12719,"003391-86-4",43
 96, 18.1159, 0.8570,"3,5-Dimethylpyrazole",  2782,"000067-51-6",86
 97, 18.5017, 0.1837,"cis-Linaloloxide", 39525,"1000121-97-4",78
 98, 18.6449, 0.0436,"4-[p-Fluorophenyl]-2H-1,3[3H]-oxazine-2,6-dione", 71214,"058755-84-3",49
 99, 18.9037, 0.0243,"Benzene, 4-ethyl-1,2-dimethyl-", 15211,"000934-80-5",93
100, 19.1267, 0.0414,"1-Hexanol, 2-ethyl-", 13977,"000104-76-7",72
101, 19.1987, 0.0182,"2,4,6-Trimethyl-1,3-phenylenediamine", 25310,"003102-70-3",76
102, 19.3968, 0.1586,"Ethanone, 1-(2-furanyl)-",  5875,"001192-62-7",46
103, 19.5439, 0.1873,"Acetic acid",   264,"000064-19-7",27
104, 19.6987, 0.3000,"Acridine, 9-methyl-", 58761,"000611-64-3",38
105, 19.8229, 0.0966,"Dill ether", 25815,"074410-10-9",91
106, 19.9226,16.0092,"Benzaldehyde",  5152,"000100-52-7",94
107, 20.2116, 1.8420,"1,2,5,5,6,7-Hexamethylbicyclo[4.1.0]hept-2-en-4-one", 57796,"1000110-52-5",52
108, 20.2908, 1.4628,"1,4-Dimethoxy-2-methyl-5-(prop-1-en-2-yl)benzene", 57642,"039701-09-2",49
109, 20.8398, 0.2942,"Linalool", 27447,"000078-70-6",83
110, 20.9537, 0.1231,"2-Caren-4-ol", 25822,"006617-35-2",55
111, 21.1857, 0.1754,"Octyl chloroformate", 58206,"007452-59-7",83
112, 21.4371, 0.0610,"Propane, 1,2-dichloro-",  6313,"000078-87-5",38
113, 21.6844, 0.0761,"Phosphonoacetic Acid, 3TMS derivative",209743,"053044-27-2",22
114, 21.8720, 0.0421,"1H-1,2-Dithiolo[3,4-c]quinoline, 3a,4,5,9b-tetrahydro-1-(3-fluorophenylimino)-4,4,7-trimethyl-",211844,"1000265-59-5",27
115, 22.3571, 0.0694,"Benzonitrile",  4706,"000100-47-0",87
116, 22.4392, 0.0768,"Terpinen-4-ol", 27506,"000562-74-3",87
117, 22.5413, 0.0532,"2-Methylbicyclo[3.2.1]octane", 10882,"1000215-28-0",60
118, 22.7365, 0.0889,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl-", 26078,"029548-14-9",70
119, 22.8283, 0.0758,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl-", 26078,"029548-14-9",60
120, 22.9179, 0.1533,"1-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl-", 26068,"000432-25-7",60
121, 23.2845, 0.0235,"2-Mercapto-4-methoxypyridine-1-oxide", 30319,"042025-10-5",15
122, 23.3871, 0.0604,"1,4-Benzenediol, 2,5-dimethyl-", 17790,"000615-90-7",45
123, 23.4597, 0.0068,"Taurolidine",144536,"019388-87-5",14
124, 23.6230, 0.1595,"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-", 24591,"000116-26-7",93
125, 23.6871, 0.3727,"Acetophenone",  9545,"000098-86-2",90
126, 23.8162, 1.3621,"Silanediol, dimethyl-",  2426,"001066-42-8",49
127, 24.0596, 0.1343,"Silanediol, dimethyl-",  2426,"001066-42-8",25
128, 24.1767, 0.1569,"Carbonic acid, methyl nonyl ester", 66475,"1000314-62-1",64
129, 24.4309, 0.0469,"Pyrazolo[3,4-b]pyridin-3(2H)-one, 4-trifluoromethyl-2,6-diphenyl-",209415,"309740-17-8",40
130, 24.5778, 0.2090,"Benzaldehyde, 3-hydroxy-", 10085,"000100-83-4",64
131, 24.9131, 0.2833,"3-(3-Oxo-2-prop-2-ynyl-cyclopentyl)-propionic acid, methyl ester", 72345,"344885-14-9",64
132, 25.1690, 1.6748,"Terpineol", 27454,"1000411-59-6",91
133, 25.2950, 0.4480,"endo-Borneol", 27485,"000507-70-0",90
134, 25.4532, 0.0909,"Pentanoic acid",  4317,"000109-52-4",59
135, 26.2396, 0.1345,"Butanoic acid, 3-methyl-",  4349,"000503-74-2",50
136, 26.4186, 0.7999,"1, 1, 5-Trimethyl-1, 2-dihydronaphthalene", 41664,"1000357-25-8",97
137, 26.6592, 0.0144,"Butanoic acid, 3-methyl-",  4349,"000503-74-2",47
138, 27.0471, 0.3888,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",72
139, 27.2055, 0.1012,"Methyl salicylate", 26606,"000119-36-8",89
140, 27.6298, 0.0258,"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-", 10248,"000529-16-8",43
141, 27.8065, 0.0241,"(-)-Myrtenol", 25820,"019894-97-4",60
142, 28.0713, 0.0382,"2'-Ethoxyformanilide", 35981,"086796-85-2",49
143, 28.2439, 0.0199,"Bicyclo[3.1.1]hept-2-ene-2-methanol, 6,6-dimethyl-", 26089,"000515-00-4",38
144, 28.4043, 0.0681,"1,2-Benzisothiazol-3-amine, TBDMS derivative",124363,"1000332-57-2",86
145, 28.4878, 0.0073,"Cyclotrisiloxane, hexamethyl-", 85992,"000541-05-9",59
146, 28.5250, 0.0233,"Tetrasiloxane, decamethyl-",168284,"000141-62-8",47
147, 28.8107, 0.0186,"Benzaldehyde, 2-nitro-, diaminomethylidenhydrazone", 71767,"102632-31-5",30
148, 29.2349, 0.0450,"Benzamide, 3-methoxy-N-butyl-", 71441,"1000407-50-9",58
149, 29.9229, 0.2242,"Benzyl alcohol",  5465,"000100-51-6",96
150, 30.0355, 0.0575,"Cyclotetrasiloxane, octamethyl-",155950,"000556-67-2",49
151, 30.8332, 0.0319,"Phenylethyl Alcohol", 10109,"000060-12-8",70
152, 31.0549, 0.0140,"2-Benzoylamino-3-(4-nitro-phenyl)-acrylic acid allyl ester",206978,"303099-90-3",50
153, 31.1303, 0.0743,"Benzyl nitrile",  8742,"000140-29-4",93
154, 31.2441, 0.0391,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",123063,"014035-34-8",87
155, 31.9430, 0.0184,"1H-1,2,4-Triazole-3-carboxylic acid, 5-hydroxy-", 13043,"1000327-51-1",38
156, 32.0324, 0.0431,"Butanamide, N-(2-methoxyphenyl)-3-oxo-", 71331,"000092-15-9",22
157, 32.7073, 0.0104,"Benzaldehyde, 2-nitro-, diaminomethylidenhydrazone", 71767,"102632-31-5",35
158, 33.0251, 0.0357,"Hexane, 1-chloro-5-methyl-", 15520,"033240-56-1",43
159, 33.1402, 0.0318,"2-Vinylfuran",  2622,"001487-18-9",64
160, 34.5828, 0.0199,"2-Ethylacridine", 71643,"055751-83-2",43
161, 35.0004, 0.1044,"p-Cresol",  5464,"000106-44-5",94
162, 36.9944, 0.0180,"3-Allyl-6-methoxyphenol", 34592,"000501-19-9",97
