"Path","File","Date Acquired","Sample","Misc"
"D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_GCdata_mix_FFaeni_and_Pagglomerans_10BB_BLANK_PRO_REP\","JTB-E18-008-10.D","15 May 2019  13:53    ","BAC-03    REP-01"," "
"PBM Apex"
"Wed Oct 23 13:48:27 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 53, 10.0825, 0.0828,"Limonene", 16027,"000138-86-3",62
 54, 10.3500,20.0262,"1-Butanol, 3-methyl-",  2148,"000123-51-3",86
 55, 10.6945, 0.2140,"1-Butanol, 3-methyl-",  2145,"000123-51-3",38
 56, 10.8229, 0.1753,"2-Butenoic acid, 3-methyl-, ethyl ester", 12575,"000638-10-8",53
 57, 11.0130, 0.1008,"5-Methoxy-2,3,7,7a-tetrahydro-1H-pyrrolizine", 18318,"1000193-86-7",42
 58, 11.1077, 0.0922,"1,2-Cyclohexanedione",  6491,"000765-87-7",30
 59, 11.3527, 2.4170,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",96
 60, 11.5055, 0.2309,"1,1'-Bicyclopentyl-1,1'-diol", 39578,"005181-75-9",43
 61, 11.6283, 0.1583,"1-Pentanol",  2111,"000071-41-0",72
 62, 12.0241, 0.0663,"3-Aminopyridine",  2588,"000462-08-8",72
 63, 12.1450, 0.8120,"Benzene, 1,2,4,5-tetramethyl-", 15208,"000095-93-2",94
 64, 12.4377, 0.1255,"1-Propanone, 1-phenyl-", 15641,"000093-55-0",30
 65, 12.5705, 0.1477,"2-Nitrophenethyl alcohol, methyl ether", 49082,"1000365-10-7",50
 66, 13.6262, 0.0374,"1-Octene, 2,7-dimethyl-", 18447,"033718-03-5",41
 67, 13.8043, 0.2532,"Pyrazine, 2,6-dimethyl-",  5417,"000108-50-9",53
 68, 13.8443, 0.5468,"1,2,3,6-Tetrahydrobenzylalcohol, methyl ether", 11727,"1000365-07-7",30
 69, 14.2246, 0.4060,"Stearic acid, TBDMS derivative",237762,"087020-51-7",43
 70, 14.8453, 3.7306,"Hexyl chloroformate", 35348,"006092-54-2",78
 71, 15.1491, 0.0912,"3-Hexen-1-ol, (E)-",  3878,"000928-97-2",52
 72, 15.5169, 0.4771,"5-Undecene, 7-ethenyl-", 48011,"055976-07-3",53
 73, 15.8025, 0.2606,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",95
 74, 16.3135, 0.0282,"1H-Pyrazole, 4,5-dihydro-5,5-dimethyl-4-isopropylidene-", 17901,"106251-09-6",58
 75, 16.3898, 0.0369,"Pyrazine, 3-butyl-2,5-dimethyl-", 34841,"040790-29-2",53
 76, 16.4956, 0.6971,"2-Hexen-1-ol, (E)-",  3883,"000928-95-0",90
 77, 17.1319, 0.0388,"Benzene, 1,3-bis(1,1-dimethylethyl)-", 56145,"001014-60-4",74
 78, 17.3704, 0.0437,"1H-Indene, 2,3-dihydro-2-methyl-", 14389,"000824-63-5",62
 79, 17.4497, 0.0198,"Piperidine, 1-[(2,3,4,5-tetramethylphenyl)sulfonyl]-",140778,"1000337-70-8",41
 80, 17.6198, 0.4615,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",91
 81, 17.8799, 0.0602,"1-Octen-3-ol", 12719,"003391-86-4",43
 82, 18.0553, 0.0463,"1-Heptanol",  8480,"000111-70-6",50
 83, 18.1311, 0.1280,"Pyrazole, 1,4-dimethyl-",  2788,"001072-68-0",58
 84, 18.4926, 0.1871,"trans-Linalool oxide (furanoid)", 39629,"034995-77-2",80
 85, 18.6372, 0.0571,"Bicyclo[2.2.1]heptan-7-ol",  6671,"002566-48-5",35
 86, 18.8979, 0.0178,"Benzene, 1-ethyl-2,3-dimethyl-", 15216,"000933-98-2",93
 87, 19.1194, 1.3035,"1-Hexanol, 2-ethyl-", 13977,"000104-76-7",83
 88, 19.3235, 0.0948,"Acetic acid",   264,"000064-19-7",52
 89, 19.3885, 0.1642,"Ethanone, 1-(2-furanyl)-",  5876,"001192-62-7",52
 90, 19.5315, 0.2430,"2,6-Dihydroxyacetophenone, 2TMS derivative",155019,"1000352-81-3",46
 91, 19.6916, 0.3618,"1-Anthracenamine", 58740,"000610-49-1",43
 92, 19.8130, 0.1745,"Dill ether", 25815,"074410-10-9",93
 93, 19.9441, 0.4519,"Benzaldehyde",  5149,"000100-52-7",87
 94, 20.0968, 0.2617,"Cyclohexene, 1-methyl-4-(1-methylethylidene)-", 16238,"000586-62-9",76
 95, 20.2076, 1.6089,"1,3-Butanedione, 1-(4-methoxyphenyl)-", 57354,"004023-80-7",58
 96, 20.2872, 1.3481,"1,2,5,5,6,7-Hexamethylbicyclo[4.1.0]hept-2-en-4-one", 57796,"1000110-52-5",50
 97, 20.8317, 0.3606,"Linalool", 27451,"000078-70-6",91
 98, 20.9460, 0.1171,"Inden-5(4H)-one, 2,6,7,7a-tetrahydro-4,4-dimethyl-", 35005,"018366-35-3",44
 99, 21.1764, 0.1751,"1-Octanol", 13945,"000111-87-5",90
100, 21.4306, 0.0486,"Dimethyl Sulfoxide",  1005,"000067-68-5",64
101, 21.6683, 0.1102,"Silane, methylvinyl(2,4-dimethylpent-3-yloxy)(methylvinyldodecyloxysilyloxy)-",258298,"1000417-01-0",27
102, 21.8539, 0.0587,"1,2,3,12a-Tetrahydro-6,9,10-trimethoxy-2-oxo-12H-benz(6,7)oxepino(2,3,4-i,j)isoquinoline",198073,"003996-68-7",43
103, 22.3151, 0.0310,"1-Oxaspiro[2.5]octane, 4,4-dimethyl-8-methylene-", 26064,"054345-56-1",25
104, 22.4335, 0.1049,"Terpinen-4-ol", 27506,"000562-74-3",94
105, 22.5291, 0.1096,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-", 26103,"005948-04-9",64
106, 22.8229, 0.0192,"1H-Pyrrole-2-carboxaldehyde, 1-methyl-",  5692,"001192-58-1",49
107, 22.9248, 0.2181,"1-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl-", 26068,"000432-25-7",84
108, 23.0777, 0.0509,"Hydrazine, 1,1-diethyl-",  1994,"000616-40-0",43
109, 23.1101, 0.0453,"Hydrazine, 1,1-diethyl-",  1994,"000616-40-0",38
110, 23.3810, 0.1754,"2-Ethyl-3-methoxypyrazine", 17608,"025680-58-4",43
111, 23.6169, 0.3150,"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-", 24592,"000116-26-7",96
112, 23.8094, 2.1172,"Silanediol, dimethyl-",  2426,"001066-42-8",49
113, 24.0484, 0.2342,"2-Furanmethanol",  3122,"000098-00-0",49
114, 24.1685, 0.1724,"Silanediol, dimethyl-",  2426,"001066-42-8",47
115, 24.4195, 0.0608,"Pyrazolo[3,4-b]pyridin-3(2H)-one, 4-trifluoromethyl-2,6-diphenyl-",209415,"309740-17-8",37
116, 24.5721, 0.0860,"4-Methoxyformanilide", 25549,"005470-34-8",35
117, 24.7232, 0.0716,"Formic acid hydrazide",   303,"000624-84-0",43
118, 24.9044, 0.5797,"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-", 10247,"000529-16-8",64
119, 24.9931, 0.0417,"Butanoic acid",  2039,"000107-92-6",38
120, 25.1592, 2.2203,".alpha.-Terpineol", 27528,"000098-55-5",90
121, 25.2823, 0.3067,"Isoborneol", 27468,"000124-76-5",62
122, 25.9841, 0.0975,".alpha.-L-Galactopyranoside, methyl 6-deoxy-", 46484,"014687-15-1",59
123, 26.0544, 0.0400,"Butanoic acid, 3-methyl-",  4349,"000503-74-2",47
124, 26.0923, 0.0512,"2-(2-Hydroxyethylthio)propionic acid", 24742,"209276-28-8",43
125, 26.1570, 0.1207,".beta.-l-Arabinopyranoside, methyl", 35241,"001825-00-9",25
126, 26.4115, 0.5496,"1, 1, 5-Trimethyl-1, 2-dihydronaphthalene", 41664,"1000357-25-8",97
127, 27.0418, 0.5056,"Oxime-, methoxy-phenyl-_", 25568,"1000222-86-6",91
128, 27.2040, 0.0925,"Methyl salicylate", 26605,"000119-36-8",64
129, 27.6113, 0.0274,"1,7-Dimethyl-4-oxa-tricyclo[5.2.1.0(2,6)]decane-3,5,8-trione", 72049,"091143-65-6",55
130, 28.0604, 0.0582,"2'-Ethoxyformanilide", 35981,"086796-85-2",45
131, 28.2341, 0.0360,"Betahistine", 16569,"005638-76-6",30
132, 28.3998, 0.1875,"Arsenous acid, tris(trimethylsilyl) ester",199618,"055429-29-3",78
133, 28.5117, 0.0629,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",64
134, 28.6728, 0.0502,"Chalcone", 72682,"000094-41-7",32
135, 28.7903, 0.0500,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",266854,"019095-23-9",64
136, 29.2807, 0.1144,"Furan, 3-phenyl-", 20930,"013679-41-9",87
137, 29.9125, 0.0620,"Benzyl alcohol",  5467,"000100-51-6",94
138, 30.0757, 0.1214,"3-Ethoxy-1,1,1,5,5,5-hexamethyl-3-(trimethylsiloxy)trisiloxane",196432,"018030-67-6",59
139, 30.2113, 0.0440,"2-(Ethyl)oxybenzylidene acetophenone",113549,"1000395-75-5",15
140, 30.8218, 0.0742,"Phenylethyl Alcohol", 10109,"000060-12-8",90
141, 31.1213, 0.0187,"Benzenepropanoic acid, .alpha.-(hydroxyimino)-", 47313,"003682-17-5",45
142, 31.2355, 0.1126,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",123062,"014035-34-8",91
143, 32.0045, 0.0992,"1H-Indole-2-carboxylic acid, 6-(4-ethoxyphenyl)-3-methyl-4-oxo-4,5,6,7-tetrahydro-, isopropyl ester",209612,"1000316-17-5",35
144, 33.0175, 0.0172,"Hexane, 1-chloro-5-methyl-", 15520,"033240-56-1",25
145, 33.1306, 0.0328,"3-Phenoxypropionic acid", 37072,"007170-38-9",47
146, 34.5813, 0.0581,"Methyltris(trimethylsiloxy)silane",168285,"017928-28-8",50
147, 35.7778, 0.0187,"Methanimidamide, N'-(2-cyanophenyl)-N,N-dimethyl-", 42305,"036185-83-8",46
148, 36.3297, 0.0202,"Acetic acid, [4-(1,1-dimethylethyl)phenoxy]-, methyl ester", 85348,"088530-52-3",25
149, 37.3976, 0.0239,"Benzo[h]quinoline, 2,4-dimethyl-", 71668,"000605-67-4",55
