"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-192-12.D","18 Dec 2018  11:34    ","2H_CTRL01","P10:E5 BAC-01"
"PBM Apex"
"Tue Dec 18 16:40:59 2018"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 18,  4.5565, 0.2307,"Acetic acid, ethyl ester (CAS) $$ Acetic acid ethyl ester (CAS) $$ Ethyl acetate $$ Acetidin $$ Acetic ether $$ Acetoxyethane $$ Ethyl ethanoate $$ Ethyl acetic ester $$ Vinegar naphtha her $$ Vinegar naphtha $$ Ethyl ester of acetic acid $$ CH3COOC2H5 $$",  3824,"000141-78-6",50
 19,  4.6513, 0.9685,"Furan, 2-butyltetrahydro- (CAS) $$ Octane, 1,4-epoxy- $$ 2-Butyltetrahydrofuran $$ 2-N-BUTYLTETRAHYDROFURAN", 19640,"001004-29-1",72
 20,  4.8131, 0.1573,"Acetic acid, ethyl ester (CAS) $$ Acetic acid ethyl ester (CAS) $$ Ethyl acetate $$ Acetidin $$ Acetic ether $$ Acetoxyethane $$ Ethyl ethanoate $$ Ethyl acetic ester $$ Vinegar naphtha her $$ Vinegar naphtha $$ Ethyl ester of acetic acid $$ CH3COOC2H5 $$",  3824,"000141-78-6",64
 21,  4.8579, 0.2365,"Propanal, 2,2-dimethyl- (CAS) $$ Trimethylacetaldehyde $$ Neopentanal $$ Pivalaldehyde $$ Pivalic aldehyde $$ 2,2-Dimethylpropanal $$ 2,2-Dimethylpropionaldehyde $$ .alpha.,.alpha.-Dimethylpropionaldehyde $$ 2,2-dimethyl-1-propanal $$ tert-C4H9CHO $$ Piva",  3317,"000630-19-3",32
 22,  4.9783, 0.3861,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174366,"000556-67-2",72
 23,  5.0507, 0.6235,"Carbonic acid, dimethyl ester (CAS) $$ Methyl carbonate $$ Dimethyl ester of carbonic acid $$ Dimethyl carbonate $$ Methyl carbonate ((MeO)2CO) $$ Carbonic acid dimethyl ester $$ CH3OCOOCH3 $$ UN 1161",  4279,"000616-38-6",83
 24,  5.1774, 0.3190,"3-Penten-2-one, 4-methyl- (CAS) $$ Mesityl oxide $$ 2-METHYLPENT-2-EN-4-ONE $$ Isopropylideneacetone $$ Methyl isobutenyl ketone $$ Acetone, isopropylidene- $$ Isobutenyl methyl ketone $$ 4-Methyl-3-penten-2-one $$ Methyl 2-methyl-1-propenyl ketone $$ Met",  5693,"000141-79-7",38
 25,  5.2181, 0.4678,"1-vinyl-1-cyclopropyl methyl ether",  5907,"049785-10-6",50
 26,  5.3497, 0.1030,"Propanal, 3-ethoxy- (CAS) $$ 3-Ethoxypropionaldehyde $$ 3-Ethoxypropanal $$ Propionaldehyde, 3-ethoxy- $$ .beta.-Ethoxypropionaldehyde",  7511,"002806-85-1",10
 27,  5.4102, 0.1575,"Butanoic acid, 2-methyl-, methyl ester (CAS) $$ Methyl 2-methylbutyrate $$ Methyl ester of 2-methyl-butanoic acid $$ Methyl 2-methylbutanoate $$ Methyl .alpha.-methylbutyrate $$ Methyl .alpha.-methylbutanoate $$ 2-Methylbutanoic acid methyl ester $$ Butyr", 13005,"000868-57-5",62
 28,  5.4669, 0.2079,"Acetic acid, 2-methylpropyl ester (CAS) $$ Isobutyl acetate $$ 2-Methylpropyl acetate $$ Acetic acid isobutyl ester $$ Acetic acid, isobutyl ester $$ .beta.-Methylpropyl ethanoate $$ 2-Methyl-1-propyl acetate $$ Isobutyl acetate fcc $$ Acetate d'isobutyle", 13083,"000110-19-0",47
 29,  5.5842, 0.8206,"Butanoic acid, 3-methyl-, methyl ester (CAS) $$ Methyl isovalerate $$ Methyl isopentanoate $$ Methyl iso-valerate $$ Methyl 3-methylbutyrate $$ Methyl 3-methylbutanoate $$ Isovaleric acid, methyl ester $$ ISOVALERIC ACID-METHYL ESTER $$ 3-Methylbutanoic a", 13014,"000556-24-1",81
 30,  5.7144, 0.2678,"Butanoic acid, 4-methoxy-, methyl ester (CAS) $$ Methyl 4-methoxybutyrate $$ METHYL ESTER OF 4-METHOXY-BUTANOIC ACID $$ Butyric acid, 4-methoxy-, methyl ester $$ Methyl 4-methoxybutanoate", 21823,"029006-01-7",32
 31,  5.9285, 0.0953,"ETHYL BUTANOATE $$ ETHYL BUTYRATE", 13265,"000105-54-4",89
 32,  6.0030, 0.2759,"2-METHYL-3-BUTEN-2-OL",  3490,"000115-18-4",64
 33,  6.1563, 0.4487,"Ethanol, 2-(2-methoxyethoxy)- (CAS) $$ Dowanol DM $$ 2-(2-Methoxyethoxy)ethanol $$ Diethylene glycol methyl ether $$ Methyl digol $$ Poly-Solv DM $$ Methyl Dioxitol $$ Methyl Carbitol $$ Diglycol monomethyl ether $$ Diethylene glycol monomethyl ether $$ E", 14734,"000111-77-3",23
 34,  6.2709, 0.2345,"Butanoic acid, 2-methyl-, ethyl ester (CAS) $$ Ethyl 2-methylbutyrate $$ Ethyl 2-methylbutanoate $$ Ethyl .alpha.-methylbutyrate $$ Butyric acid, 2-methyl-, ethyl ester $$ 2-Methylbutanoic acid ethyl ester", 20737,"007452-79-1",64
 35,  6.4643, 0.0677,"terpinolene", 25329,"000586-62-9",53
 36,  6.5916, 0.8767,"Butanoic acid, 3-methyl-, ethyl ester (CAS) $$ Ethyl isovalerate $$ ethyl isopentanoate $$ Ethyl 3-methylbutyrate $$ Ethyl 3-methylbutanoate $$ Isovaleric acid, ethyl ester $$ 3-Methylbutanoic acid ethyl ester $$ (CH3)2CHCH2C(O)OC2H5 $$ Ethyl iso-pentanoa", 20743,"000108-64-5",93
 37,  6.8818, 0.0493,"Piperazine, 2-methyl- (CAS) $$ 2-Methylpiperazine $$ 2-METHYL PIPERAZINE",  6588,"000109-07-9",45
 38,  6.9936, 0.0335,"2-Propenoic acid, 1,4-butanediyl ester (CAS) $$ Butylene diacrylate $$ 1,4-Butylene diacrylate $$ Tetramethylene acrylate $$ Tetramethylene diacrylate $$ 1,4-Butanediol diacrylate $$ 1,4-Butylene glycol diacrylate $$ Tetramethylene glycol diacrylate $$ Ac", 82449,"001070-70-8",33
 39,  7.0914, 0.2557,"cis-2-Methyl-2-vinyl-5-isopropyl-tetrahydrofuran", 40111,"071635-17-1",64
 40,  7.2255, 1.3007,"ISOBUTYL ALCOHOL",  1871,"000000-00-0",90
 41,  7.3577, 0.1200,"Pulegone $$ Cyclohexanone, 5-methyl-2-(1-methylethylidene)-, (R)- (CAS) $$ (+)-Pulegone $$ (+)-(R)-Pulegone $$ (R)-(+)-Pulegone $$ p-Menth-4(8)-en-3-one, (R)-(+)- $$ d-Pulegone $$ Pulegon $$ PULEGONE (IMPURITY) $$ d-p-Menth-4(8)-en-3-one $$ p-Menth-4(8)-e", 38197,"000089-82-7",72
 42,  7.5880, 5.0246,"Phenol, 2-nitro- (CAS) $$ o-Nitrophenol $$ 2-Nitrophenol $$ Phenol, o-nitro- $$ o-Hydroxynitrobenzene $$ 2-Hydroxynitrobenzene $$ o-Nitrofenol $$ UN 1663", 26952,"000088-75-5",72
 43,  7.7527, 0.1494,"2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl- (CAS) $$ 2,2-DIMETHYL-6-METHYL-6VINYLTETRAHYDROPYRAN $$ LINALOYL OXIDE $$ 2,6,6-Trimethyl-2-vinyltetrahydropyran $$ 2,2,6-Trimethyl-6-vinyltetrahydropyran $$ 2H-Pyran, tetrahydro-2,2,6-trimethyl-6-vinyl- $$ P", 40143,"007392-19-0",49
 44,  7.8250, 0.0899,"METHYL TIGLATE", 11907,"006622-76-0",47
 45,  7.9068, 0.2870,"1-Butanol, 3-methyl-, acetate (CAS) $$ Isoamyl acetate $$ 3-METHYL BUTYL ACETATE $$ ETHANOIC ACID, 3-METHYL BUTANOL ESTER $$ Pear oil $$ Banana oil $$ i-Amyl acetate $$ Isoamyl ethanoate $$ Isopentyl acetate $$ 3-Methylbutyl acetate $$ 3-Methyl-1-butyl ac", 20832,"000123-92-2",87
 46,  8.1668, 0.0931,"3-Penten-2-one, 4-methyl- (CAS) $$ Mesityl oxide $$ 2-METHYLPENT-2-EN-4-ONE $$ Isopropylideneacetone $$ Methyl isobutenyl ketone $$ Acetone, isopropylidene- $$ Isobutenyl methyl ketone $$ 4-Methyl-3-penten-2-one $$ Methyl 2-methyl-1-propenyl ketone $$ Met",  5697,"000141-79-7",87
 47,  8.3428, 0.0450,"Benzene, 1,3-dimethyl- (CAS) $$ m-Xylene $$ m-Xylol $$ 1,3-Xylene $$ 2,4-Xylene $$ m-Dimethylbenzene $$ 1,3-Dimethylbenzene $$ m-Methyltoluene $$ 1,3-Dimethyl-benzene $$ 1,3-DIMETHYLBENZENE(M-XYLENE) $$ 1,3-DIMETHYLBENZENE (M-XYLENE) $$ meta-Xylene $$ UN",  8662,"000108-38-3",93
 48,  8.5494, 0.0272,"1-Butanol (CAS) $$ n-Butanol $$ CCS 203 $$ n-Butyl alcohol $$ Hemostyp $$ n-Butan-1-ol $$ Butyl alcohol $$ Butanol $$ Butyl hydroxide $$ Methylolpropane $$ Propyl carbinol l $$ Propyl carbinol $$ 1-Butyl alcohol $$ Butanol (French $$ Propylcarbinol $$ 1-B",  1790,"000071-36-3",64
 49,  8.6351, 0.0257,"Cyclohexene, 1,5,5-trimethyl-1-methylene- $$ 3-Methylene-1,5,5-trimethylcyclohexene $$ Cyclohexene, 1,5,5-trimethyl-3-methylene- $$ 1,5,5-Trimethyl-3-methylenecyclohexene", 25436,"016609-28-2",94
 50,  8.8118, 0.1034,"Cyclopentasiloxane, decamethyl- (CAS) $$ Dimethylsiloxane pentamer $$ DECAMETHYL-CYCLOPENTASILOXANE $$ Decamethylcyclopentasiloxane $$ Dekamethylcyklopentasiloxan $$ Union Carbide 7158 Silicone Fluid $$ Dow Corning 345 $$ NUC Silicone VS 7158 $$ Dow Corni",221487,"000541-02-6",64
 51,  8.9519, 0.0540,"Codeine-propionyl",214255,"000000-00-0", 9
 52,  9.0017, 0.0842,"2-Butenoic acid, ethyl ester, (E)- (CAS) $$ Ethyl (E)-crotonate $$ Ethyl trans-crotonate $$ Crotonic acid, ethyl ester, (E)- $$ trans-2-Butenoic acid ethyl ester $$ (E)-2-Butenoic acid ethyl ester $$ Ethyl crotonate $$ (E)-CH3CH=CHCOOC2H5 $$ Crotonic acid", 11734,"000623-70-1",64
 53,  9.1324, 0.1575,"2-Butenoic acid, 3-methyl-, methyl ester (CAS) $$ Methyl 3-methyl-2-butenoate $$ Methyl senecioate $$ Methyl 3-methylcrotonate $$ Methyl 3,3-dimethacrylate $$ Methyl 3,3-dimethylacrylate $$ Methyl .beta.-methylcrotonate $$ 3-Methylcrotonic acid methyl est", 11727,"000924-50-5",90
 54,  9.2580, 0.0345,"Benzene, 1-ethyl-2-methyl- (CAS) $$ o-Ethyltoluene $$ 1-Methyl-2-ethylbenzene $$ 2-Ethyltoluene $$ Toluene, o-ethyl- $$ o-Methylethylbenzene $$ o-Ethyl methyl benzene $$ 1-Ethyl-2-methylbenzene $$ o-Ethylmethylbenzene $$ ortho-Ethyltoluene", 14952,"000611-14-3",64
 55,  9.4467, 0.4403,"1,8-Cineole $$ 2-Oxabicyclo[2.2.2]octane, 1,3,3-trimethyl- (CAS) $$ Terpan $$ Zineol $$ Eucapur $$ p-Cineole $$ Cajeputol $$ Eucalyptol $$ Cucalyptol $$ Zedoary oil $$ 1,8-Epoxy-p-menthane $$ 2-Oxa-1,3,3-trimethylbicyclo[2.2.2]octane $$ 1,3,3-Trimethyl-2-", 40424,"000470-82-6",53
 56,  9.5451, 0.0982,"Benzene, 1,4-dimethyl- (CAS) $$ p-Xylene $$ p-Xylol $$ 1,4-Xylene $$ p-Dimethylbenzene $$ 1,4-Dimethylbenzene $$ p-Methyltoluene $$ 4-Methyltoluene $$ 1,4-Dimethyl-benzene $$ 1,4-DIMETHYLBENZENE(P-XYLENE) $$ 1,4-DIMETHYLBENZENE (P-XYLENE) $$ para-Xylene $",  8672,"000106-42-3",87
 57,  9.9773, 0.4276,"LIMONENE", 25367,"000138-86-3",98
 58, 10.0757, 0.1003,"LIMONENE", 25358,"000138-86-3",97
 59, 10.3704,12.8969,"2-Pentene, (E)- (CAS) $$ trans-2-Pentene $$ (E)-2-Pentene $$ 2-trans-Pentene $$ trans-.beta.-Amylene $$ 2-(E)-C5H10",  1214,"000646-04-8",52
 60, 10.4702, 0.9344,"5-ISOPRENYL-2-2METHYL-2VINYLTETRAHYDROFURAN $$ HERBOXIDE", 37955,"013679-86-2",95
 61, 10.7225, 0.1364,"Neopentylidenecyclohexane", 38559,"039546-80-0",58
 62, 10.8328, 0.1388,"2-Butenoic acid, 3-methyl-, ethyl ester (CAS) $$ Ethyl senecioate $$ Ethyl dimethylacrylate $$ Ethyl 3-methylcrotonate $$ Ethyl 3-methyl-2-butenoate $$ Ethyl isopropylideneacetate $$ Ethyl .beta.,.beta.-dimethylacrylate $$ Crotonic acid, 3-methyl-, ethyl", 19119,"000638-10-8",87
 63, 11.0301, 0.0875,"Phenol, 2-nitro- (CAS) $$ o-Nitrophenol $$ 2-Nitrophenol $$ Phenol, o-nitro- $$ o-Hydroxynitrobenzene $$ 2-Hydroxynitrobenzene $$ o-Nitrofenol $$ UN 1663", 26951,"000088-75-5",47
 64, 11.1071, 0.1860,"TRANS-.BETA.-OCIMENE", 25356,"003779-61-1",89
 65, 11.3649, 4.3854,"HERBOXIDE SECOND ISOMER", 37956,"013679-86-2",96
 66, 11.5263, 0.3091,"TRANS-DIHYDROCARVONE", 37914,"005948-04-9",87
 67, 11.6296, 0.2003,"1-Pentanol (CAS) $$ Amylol $$ n-Pentanol $$ Amyl alcohol $$ n-Pentan-1-ol $$ Pentanol $$ n-Amyl alcohol $$ Pentyl alcohol $$ n-Butyl carbinol $$ n-Pentyl alcohol $$ 1-Pentyl alcoholther $$ n-Butylcarbinol $$ 1-Pentyl alcohol $$ n-C5H11OH $$ Pentan-1-ol $$",  4038,"000071-41-0",64
 68, 11.7330, 0.1134,"Benzene, [(ethylthio)methyl]- (CAS) $$ ETHYLBENZYLSULPHIDE $$ Benzyl ethyl sulfide $$ Ethyl benzyl sulfide $$ Sulfide, benzyl ethyl $$ .alpha.-(Ethylthio)toluene $$ 1-Phenyl-2-thiabutane", 37593,"006263-62-3",27
 69, 12.1541, 2.4880,"Benzene, 1-methyl-4-(1-methylethyl)- (CAS) $$ p-Cymene $$ 1-Methyl-4-isopropylbenzene $$ p-Cymol $$ p-Cimene $$ Camphogen $$ Dolcymene $$ 2-p-Tolylpropane $$ p-Isopropyltoluene $$ p-Methylisopropylbenzene $$ 1-Isopropyl-4-methylbenzene $$ 4-Isopropyl-1-me", 23310,"000099-87-6",97
 70, 12.4394, 0.3853,"Phenacyl thiocyanate", 61228,"005399-30-4",43
 71, 12.5659, 0.3454,"terpinolene", 25330,"000586-62-9",96
 72, 13.2591, 0.0223,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al", 37803,"029548-14-9",47
 73, 13.4898, 0.0186,"dl-Limonene $$ Cyclohexene, 1-methyl-4-(1-methylethenyl)- (CAS) $$ 1-P-MENTHA-1,8-DIENE $$ Limonene $Cinen $$ Nesol $$ Cinene $$ Limonen $$ Eulimen $$ Dipenten $$ Cajeputen $$ Kautschin $$ Cajeputene $$ .alpha.-Limonene $$ p-Mentha-1,8-diene $$ 4-Isoprope", 25063,"000138-86-3",90
 74, 13.6255, 0.0439,"Cyclohexanone, 2,2,6-trimethyl- (CAS) $$ 2,6,6-Trimethylcyclohexanone $$ 2,2,6-Trimethylcyclohexanone $$ 1,1,3-Trimethyl-2-cyclohexanone $$ 2,2,6-Trimethylcyclohexan-1-one", 28082,"002408-37-9",90
 75, 13.8549, 0.6849,"1-tert-Butyl-3,4-dimethylpyrazole", 37618,"063989-68-4",83
 76, 14.1839, 0.0465,"Benzene, 1,3,5-trimethyl- (CAS) $$ 1,3,5-Trimethylbenzene $$ Mesitylene $$ sym-Trimethylbenzene $$ s-Trimethylbenzene $$ Fleet-X $$ Trimethylbenzol $$ TMB $$ Trimethyl benzene $$ UN 2325", 15004,"000108-67-8",94
 77, 14.2694, 0.1376,"6-METHYL-5-HEPTEN-2-ONE", 18142,"000000-00-0",83
 78, 14.4394, 0.0317,"Butane, 1-methoxy- (CAS) $$ Methyl butyl ether $$ Methyl n-butyl ether $$ Butyl methyl ether $$ Ether, butyl methyl $$ 1-Methoxybutane $$ n-C4H9OCH3 $$ n-Butyl methyl ether $$ .alpha.-Methoxybutane $$ UN 2350",  4144,"000628-28-4",59
 79, 14.5025, 0.0637,"3-Cyclohexene-1-carboxaldehyde, 1,3,4-trimethyl- (CAS) $$ 1,2,4-TRIMETHYL-1-CYCLOHEXENE-4-CARBOXALDEHYDE $$ 1,3,4-Trimethyl-3-cyclohexenyl-1-carboxaldehyde $$ 1,3,4-Trimethyl-3-cyclohexen-1-carboxaldehyde $$ 1,3,4-Trimethyl-3-cyclohexene-1-carboxaldehyde", 37799,"040702-26-9",60
 80, 14.8615, 4.3098,"HEXYL FORMATE", 20936,"000629-33-4",83
 81, 15.0446, 0.1053,"Decane, 4-methylene- (CAS) $$ 1-Octene, 2-propyl- $$ 1-n-Propyl-1-n-hexylethylene", 40886,"024949-41-5",58
 82, 15.1618, 0.0889,"3-Hexen-1-ol, (E)- (CAS) $$ E-3-Hexenol $$ trans-3-Hexen-1-ol $$ trans-3-Hexenol $$ (E)-3-Hexenol $$ (E)-Hex-3-en-1-ol",  6792,"000928-97-2",94
 83, 15.5238, 0.7715,"3-Nonyne (CAS) $$ 3-C9H16", 16906,"020184-89-8",43
 84, 15.8065, 0.3343,"3-Hexen-1-ol, (Z)- (CAS) $$ cis-3-Hexene-1-ol $$ Z-3-Hexenol $$ Leaf alcohol $$ 3-(Z)-Hexenol $$ cis-3-Hexenol $$ Blatteralkohol $$ cis-3-Hexen-1-ol $$ (Z)-Hex-3-en-1-ol $$ Blatteralkohol (German) $$ .beta.,.gamma.-Hexenol $$ HEXEN-30L-1 $$ 3-Hexen-1-ol $",  6779,"000928-96-1",94
 85, 16.0381, 0.0397,"1,8(2H,5H)-Isoquinolinedione, 6,7-dihydro-3-hydroxy- (CAS) $$ 1,3-DIHYDROXY-8-OXO-5,6,7,8-TETRAHYDROISOQUINOLINE", 63231,"037704-54-4",38
 86, 16.1687, 0.0583,"Benzene, methyl- (CAS) $$ Toluene $$ CP 25 $$ Methylbenzene $$ Toluol $$ Methacide $$ Antisal 1a $$ Methylbenzol $$ Phenylmethane $$ METHYLBENZENE(TOLUENE) $$ Benzene, methyl $$ Methane, phenyl- $$ NCI-C07272 $$ Tolueen $$ Toluen $$ Toluolo $$ Rcra waste",  4558,"000108-88-3",59
 87, 16.3249, 0.0596,"3,5,5-Trimethylcyclohex-2-en-1-one", 26623,"000000-00-0",83
 88, 16.5022, 0.9800,"2-Hexen-1-ol, (E)- (CAS) $$ trans-2-Hexen-1-ol $$ (E)-2-Hexen-1-ol $$ trans-HEX-2-ENOL $$ trans-2-Hexenol $$ 2-Hexenol $$ 2-Hexen-1-ol, trans-",  6758,"000928-95-0",91
 89, 16.7849, 0.0229,"2-Hexen-1-ol, (Z)- (CAS) $$ CIS-HEX-2-EN-1-OL $$ cis-HEX-2-ENOL $$ cis-2-Hexen-1-ol",  6754,"000928-94-9",76
 90, 17.0740, 0.0243,"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester (CAS) $$ ETHYL 2-HYDROXY ISOVALERATE $$ Ethyl 2-hydroxyisovalerate $$ Butyric acid, 2-hydroxy-3-methyl-, ethyl ester $$ Ethyl 2-hydroxy-3-methylbutanoate", 32368,"002441-06-7",74
 91, 17.1649, 0.0218,"3,5-Dimethyl-1-octylpyrazole", 93847,"000000-00-0",43
 92, 17.3674, 0.0750,"Benzene, 1-methyl-4-(1-methylethenyl)- (CAS) $$ 1-Methyl-4-isopropenylbenzene $$ PARA CYMENYL $$ 4-Isopropenyl-1-methylbenzene $$ 2-p-Tolylpropene $$ Dehydro-p-cymene $$ p-Isopropenyltoluene $$ 4-Isopropenyltoluene $$ p,.alpha.-Dimethylstyrene $$ .alpha.,", 22200,"001195-32-0",97
 93, 17.4411, 0.0571,"6-ISOPROPYL-3-METHYL-2-CYCLOHEXEN-1-OL-5-D $$ 2-Cyclohexen-5-d-1-ol, 3-methyl-6-(1-methylethyl)-", 40806,"054244-85-8",43
 94, 17.6249, 0.9253,"CIS-LINALOOL OXIDE", 55514,"005989-33-3",91
 95, 17.7585, 0.0758,"4,4-Dimethyl-6-methylene-2-cyclohexen-1-one $$ 2-Cyclohexen-1-one, 4,4-dimethyl-6-methylene- (CAS)", 24749,"081478-82-2",64
 96, 17.8842, 0.0864,"1 OCTEN 3 OL", 19694,"003391-86-4",58
 97, 18.1142, 1.9156,"2-Furancarboxaldehyde (CAS) $$ Furfural $$ 2-Furaldehyde $$ Fural $$ Furole $$ Furale $$ Furfurole $$ 2-Furfural $$ Furaldehyde $$ Furancarbonal $$ 2-Formylfuran $$ .alpha.-Furole $$ Furfuraldehyde $$ 2-Furancarbonal $$ 2-Furanaldehyde $$ Furfurylaldehyde",  5032,"000098-01-1",78
 98, 18.4974, 0.4670,"LINALOOL OXIDE (2) $$ 2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-, cis- (CAS) $$ Linalyl oxide $$ Linalool oxide $$ Linalool oxide B $$ cis-Linalyl oxide $$ cis-Linalool oxide $$ Furfuryl alcohol, tetrahydro-.alpha.,.alpha.,5-trimeth", 55305,"005989-33-3",86
 99, 18.6443, 0.0715,"1,2-Cyclononadiene (CAS)", 15970,"001123-11-1",45
100, 18.7289, 0.0200,"neroloxide $$ 2H-Pyran, 3,6-dihydro-4-methyl-2-(2-methyl-1-propenyl)- $$ Nerol oxide $$ 2H-Pyran, 3,6-dihydro-4-methyl-2-(2-methylpropenyl)-", 37734,"001786-08-9",70
101, 18.9019, 0.0532,"Benzene, 1,2,4,5-tetramethyl- (CAS) $$ 1,2,4,5-Tetramethylbenzene $$ Durol $$ Durene $$ p-Xylene, 2,5-dimethyl-", 23404,"000095-93-2",95
