[contents]
count=2
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_GCdata_PAgglomerans_10BB_BLANK_PRO_REP\JTB-E02-203-14.D
1=,INT TIC: JTB-E02-203-14.D\data.ms
2=,PBM Apex
[INT TIC: JTB-E02-203-14.D\data.ms]
Time=,Wed Sep 18 14:59:30 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
35=, 35,  6.990,  599, 604, 607,"VV  ", 260707,  8478963,  0.76,  0.129
36=, 36,  7.073,  607, 614, 622,"VV 6", 417137, 20095333,  1.79,  0.305
37=, 37,  7.176,  622, 626, 630,"VV 2", 300906,  9448379,  0.84,  0.144
38=, 38,  7.251,  630, 636, 660,"VV  ",2913022, 87772301,  7.82,  1.334
39=, 39,  7.566,  666, 674, 697,"VV  ",5069238,170776963, 15.21,  2.596
40=, 40,  7.821,  697, 706, 710,"VV 9", 203705,  9733933,  0.87,  0.148
41=, 41,  7.894,  710, 715, 718,"VV 2", 192073,  6293274,  0.56,  0.096
42=, 42,  7.957,  718, 723, 733,"VV  ", 550869, 17860351,  1.59,  0.271
43=, 43,  8.162,  742, 748, 764,"VV 4", 129296,  8113874,  0.72,  0.123
44=, 44,  8.330,  764, 768, 773,"VV 2",  78061,  2836017,  0.25,  0.043
45=, 45,  8.566,  790, 798, 812,"VV  ", 908675, 26495385,  2.36,  0.403
46=, 46,  8.804,  820, 827, 842,"VV  ", 659906, 27171478,  2.42,  0.413
47=, 47,  8.964,  842, 847, 848,"VV  ", 182421,  5332133,  0.48,  0.081
48=, 48,  8.994,  848, 850, 860,"VV 6", 181563,  7459872,  0.66,  0.113
49=, 49,  9.129,  860, 867, 877,"VV 2", 228624, 10315494,  0.92,  0.157
50=, 50,  9.447,  893, 906, 913,"VV 6", 315227, 14029161,  1.25,  0.213
51=, 51,  9.538,  913, 917, 931,"VV 6", 158370,  7513369,  0.67,  0.114
52=, 52,  9.963,  962, 970, 982,"VV 5", 226468,  8657186,  0.77,  0.132
53=, 53, 10.109,  982, 988, 994,"VV 8",  54564,  2400401,  0.21,  0.036
54=, 54, 10.358, 1002,1018,1031,"VV 2",34625524,1122500235,100.00, 17.063
55=, 55, 10.470, 1031,1032,1059,"VV 6", 797337, 52784414,  4.70,  0.802
56=, 56, 10.825, 1071,1076,1083,"VV 4", 152302,  6843851,  0.61,  0.104
57=, 57, 11.016, 1095,1099,1105,"VV 5", 100947,  4067731,  0.36,  0.062
58=, 58, 11.099, 1105,1109,1118,"VV 8", 108821,  4982487,  0.44,  0.076
59=, 59, 11.354, 1132,1141,1156,"VV  ",3623625,121857056, 10.86,  1.852
60=, 60, 11.513, 1156,1160,1171,"VV  ", 324010, 16252283,  1.45,  0.247
61=, 61, 11.632, 1171,1175,1181,"VV 4", 214553,  7547573,  0.67,  0.115
62=, 62, 12.030, 1219,1224,1228,"VV 2",  65300,  2188163,  0.19,  0.033
63=, 63, 12.145, 1228,1238,1245,"VV  ",1381085, 41380908,  3.69,  0.629
64=, 64, 12.213, 1245,1247,1261,"VV 2", 168470,  9091623,  0.81,  0.138
65=, 65, 12.376, 1261,1267,1271,"VV 7",  96074,  3420150,  0.30,  0.052
66=, 66, 12.446, 1271,1275,1285,"VV 2", 135385,  6193688,  0.55,  0.094
67=, 67, 12.583, 1285,1292,1307,"VV  ", 256929, 11151185,  0.99,  0.170
68=, 68, 13.602, 1408,1418,1430,"VV 10",  34335,  1803786,  0.16,  0.027
69=, 69, 13.849, 1430,1448,1461,"PV 4", 552727, 26846380,  2.39,  0.408
70=, 70, 14.001, 1461,1467,1476,"VV 2", 164480,  6533937,  0.58,  0.099
71=, 71, 14.174, 1481,1488,1490,"VV 5",  59370,  1586655,  0.14,  0.024
72=, 72, 14.243, 1490,1496,1517,"VV 3", 214163, 13049545,  1.16,  0.198
73=, 73, 14.850, 1562,1571,1605,"VV  ",5196855,168798548, 15.04,  2.566
74=, 74, 15.156, 1605,1609,1626,"VV 10",  89710,  4259165,  0.38,  0.065
75=, 75, 15.518, 1645,1653,1679,"VV 3", 471811, 23775436,  2.12,  0.361
76=, 76, 15.807, 1679,1689,1708,"VV 2", 334687, 12843736,  1.14,  0.195
77=, 77, 16.033, 1708,1717,1728,"VV 9",  66595,  4007540,  0.36,  0.061
78=, 78, 16.162, 1728,1733,1739,"VV 5",  41412,  1497056,  0.13,  0.023
79=, 79, 16.319, 1746,1752,1756,"VV 3",  40636,  1461451,  0.13,  0.022
80=, 80, 16.398, 1756,1762,1766,"VV 3",  71823,  2378934,  0.21,  0.036
81=, 81, 16.500, 1766,1774,1785,"VV  ", 891383, 26877771,  2.39,  0.409
82=, 82, 16.619, 1785,1789,1805,"VV 9",  67173,  3614212,  0.32,  0.055
83=, 83, 17.369, 1873,1881,1885,"PV 9",  30569,  1117660,  0.10,  0.017
84=, 84, 17.433, 1885,1889,1899,"VV 9",  36674,  1728391,  0.15,  0.026
85=, 85, 17.624, 1902,1913,1918,"VV 2", 603314, 19911174,  1.77,  0.303
86=, 86, 17.679, 1918,1919,1937,"VV 2", 307997, 12440934,  1.11,  0.189
87=, 87, 17.881, 1937,1944,1958,"VV 7",  70190,  3371679,  0.30,  0.051
88=, 88, 18.059, 1958,1966,1970,"VV 4",  74959,  2455294,  0.22,  0.037
89=, 89, 18.141, 1970,1976,2002,"VV 8", 136679,  7904331,  0.70,  0.120
90=, 90, 18.498, 2002,2020,2030,"VV 6", 196474,  8994651,  0.80,  0.137
91=, 91, 18.635, 2030,2037,2057,"VV 6",  48250,  2696463,  0.24,  0.041
92=, 92, 18.896, 2065,2069,2074,"VV 3",  27406,   750644,  0.07,  0.011
93=, 93, 19.128, 2085,2098,2103,"VV 5", 230846, 11717551,  1.04,  0.178
94=, 94, 19.193, 2103,2106,2115,"VV 5", 183755,  9120453,  0.81,  0.139
95=, 95, 19.316, 2115,2121,2124,"VV 8", 159877,  6600205,  0.59,  0.100
96=, 96, 19.390, 2124,2130,2140,"VV 5", 196802, 11536603,  1.03,  0.175
97=, 97, 19.542, 2140,2149,2159,"VV 6", 243843, 14167806,  1.26,  0.215
98=, 98, 19.693, 2159,2167,2178,"VV  ", 911975, 37783990,  3.37,  0.574
99=, 99, 19.817, 2178,2183,2188,"VV 2", 235768,  9627344,  0.86,  0.146
100=,100, 19.934, 2188,2197,2223,"VV  ",1291191,115672892, 10.30,  1.758
101=,101, 20.210, 2223,2231,2236,"VV  ",2057803, 82156938,  7.32,  1.249
102=,102, 20.293, 2236,2241,2258,"VV 3",1784218, 82905407,  7.39,  1.260
103=,103, 20.470, 2258,2263,2280,"VV 4", 175278, 10768313,  0.96,  0.164
104=,104, 20.837, 2295,2308,2316,"VV 2", 541356, 18908734,  1.68,  0.287
105=,105, 20.951, 2316,2322,2330,"VV 2",  96014,  4845599,  0.43,  0.074
106=,106, 21.180, 2342,2350,2368,"VV 3", 187742,  8595845,  0.77,  0.131
107=,107, 21.443, 2372,2383,2399,"VV 5", 114046,  6391310,  0.57,  0.097
108=,108, 21.673, 2399,2411,2425,"VV 9", 113077,  6989233,  0.62,  0.106
109=,109, 21.866, 2425,2435,2452,"VV 7",  88276,  4508144,  0.40,  0.069
110=,110, 22.355, 2485,2495,2500,"VV  ", 206222,  7296765,  0.65,  0.111
111=,111, 22.436, 2500,2505,2511,"VV 5", 139782,  4838027,  0.43,  0.074
112=,112, 22.533, 2511,2517,2519,"VV 6",  65968,  1819608,  0.16,  0.028
113=,113, 22.557, 2519,2520,2528,"VV 8",  64254,  2351420,  0.21,  0.036
114=,114, 22.714, 2528,2539,2549,"VV 10",  78308,  5782770,  0.52,  0.088
115=,115, 22.947, 2549,2568,2586,"VV 8", 180488, 15321195,  1.36,  0.233
116=,116, 23.289, 2599,2610,2615,"PV 6", 103044,  4137732,  0.37,  0.063
117=,117, 23.382, 2615,2622,2633,"VV 8", 181738, 10230680,  0.91,  0.156
118=,118, 23.482, 2633,2634,2636,"VV 2",  72599,  1299923,  0.12,  0.020
119=,119, 23.619, 2636,2651,2653,"VV 6", 288750, 11109354,  0.99,  0.169
120=,120, 23.683, 2653,2659,2667,"VV  ", 797335, 28877223,  2.57,  0.439
121=,121, 23.813, 2667,2675,2698,"VV  ",3800812,152355163, 13.57,  2.316
122=,122, 24.055, 2698,2704,2713,"VV 4", 347573, 15367096,  1.37,  0.234
123=,123, 24.168, 2713,2718,2735,"VV 6", 138244, 10877286,  0.97,  0.165
124=,124, 24.429, 2744,2750,2759,"VV 6",  94331,  4168773,  0.37,  0.063
125=,125, 24.568, 2759,2767,2778,"VV 8",  95199,  5449209,  0.49,  0.083
126=,126, 24.912, 2792,2810,2819,"VV  ", 463664, 16945519,  1.51,  0.258
127=,127, 25.164, 2819,2841,2851,"VV  ",3186220,111395383,  9.92,  1.693
128=,128, 25.283, 2851,2856,2869,"VV 6", 302687, 17555421,  1.56,  0.267
129=,129, 25.406, 2869,2871,2879,"VV 6", 114457,  5105461,  0.45,  0.078
130=,130, 25.972, 2929,2940,2953,"PV 8", 177010, 16376273,  1.46,  0.249
131=,131, 26.116, 2953,2958,2961,"VV 5", 160468,  6129606,  0.55,  0.093
132=,132, 26.177, 2961,2966,2986,"VV 8", 158455, 13282795,  1.18,  0.202
133=,133, 26.414, 2986,2995,3012,"VV  ", 574563, 23657564,  2.11,  0.360
134=,134, 27.043, 3061,3072,3088,"PV  ",2014990, 78801795,  7.02,  1.198
135=,135, 27.194, 3088,3091,3113,"VV 3", 152489,  9114407,  0.81,  0.139
136=,136, 27.617, 3129,3143,3151,"VV 9",  48076,  2446966,  0.22,  0.037
137=,137, 28.068, 3187,3198,3206,"PV 9",  55012,  2109334,  0.19,  0.032
138=,138, 28.243, 3212,3220,3227,"PV 8",  48241,  1799395,  0.16,  0.027
139=,139, 28.399, 3227,3239,3250,"VV 2", 215399, 12760977,  1.14,  0.194
140=,140, 28.496, 3250,3251,3265,"VV 4",  75611,  3369870,  0.30,  0.051
141=,141, 29.241, 3332,3343,3360,"VV 4",  56466,  3117124,  0.28,  0.047
142=,142, 29.918, 3412,3426,3434,"PV  ", 886209, 25352179,  2.26,  0.385
143=,143, 30.027, 3434,3440,3459,"VV 4", 111653,  9134378,  0.81,  0.139
144=,144, 30.212, 3459,3462,3476,"VV 4",  51111,  2392926,  0.21,  0.036
145=,145, 30.828, 3527,3538,3546,"VV 3",  78894,  2804394,  0.25,  0.043
146=,146, 31.057, 3558,3566,3569,"VV 4",  39973,  1337920,  0.12,  0.020
147=,147, 31.128, 3569,3575,3582,"VV 2", 170445,  5345080,  0.48,  0.081
148=,148, 31.240, 3582,3589,3598,"VV 3",  71723,  2550367,  0.23,  0.039
149=,149, 31.993, 3672,3682,3683,"VV 10",  44448,  1670510,  0.15,  0.025
150=,150, 32.023, 3683,3685,3694,"VV 9",  50410,  1637076,  0.15,  0.025
151=,151, 33.133, 3813,3822,3833,"VV 3",  68382,  2427558,  0.22,  0.037
152=,152, 34.585, 3982,4001,4016,"PV 3",  29026,  1845031,  0.16,  0.028
153=,153, 34.996, 4043,4051,4060,"PV  ", 300709,  8601139,  0.77,  0.131
[PBM Apex]
Time=,Wed Sep 18 14:59:31 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
1=,  1,  2.2827, 0.6169,"Carbon dioxide",    81,"000124-38-9", 4
2=,  2,  2.4247, 0.0728,"1-Propanamine, N,2-dimethyl-",  1957,"000625-43-4",50
3=,  3,  2.4934, 0.0223,"2-Butanamine, 3-methyl-",  1936,"000598-74-3",64
4=,  4,  2.5192, 0.0212,"Butanoic acid, 3-amino-",  4631,"000541-48-0",50
5=,  5,  2.5675, 0.2651,"Methanethiol",   114,"000074-93-1",86
6=,  6,  2.6169, 0.2516,"(2-Aziridinylethyl)amine",  1642,"004025-37-0", 9
7=,  7,  2.7926, 1.3192,"Dimethyl sulfide",   339,"000075-18-3",91
8=,  8,  3.0088, 0.0775,"Ethanethiol",   333,"000075-08-1",49
9=,  9,  3.1156, 2.1742,"Acetone",   216,"000067-64-1",80
10=, 10,  3.2012, 1.1453,"Acetic acid, methyl ester",   829,"000079-20-9", 9
11=, 11,  3.3188, 4.7811,"Cyclotrisiloxane, hexamethyl-", 85992,"000541-05-9",90
12=, 12,  3.6875, 8.3223,"CH3C(O)CH2CH2OH",  2045,"000590-90-9",59
13=, 13,  3.8234, 2.8038,"2-Butanone",   657,"000078-93-3",43
14=, 14,  3.9739, 1.7278,"Butanal, 2-methyl-",  1768,"000096-17-3",81
15=, 15,  4.0219, 3.2019,"Butanal, 3-methyl-",  1762,"000590-86-3",91
16=, 16,  4.2446, 8.3097,"Ethanol",    94,"000064-17-5",86
17=, 17,  4.3682, 1.4931,"Trifluoroacetic acid",  7175,"000076-05-1",43
18=, 18,  4.6503, 0.8786,"Sulfurous acid, 2-pentyl pentyl ester", 84795,"1000309-15-4",59
19=, 19,  4.8160, 0.7501,"2-Methylbut-2-en-1-yl acetate", 12504,"033425-30-8",36
20=, 20,  4.9786, 1.1399,"Cyclotetrasiloxane, octamethyl-",155950,"000556-67-2",91
21=, 21,  5.0475, 0.7362,"Cyclotetrasiloxane, octamethyl-",155951,"000556-67-2",41
22=, 22,  5.1774, 0.3369,"1H-Pyrazole, 3-ethyl-4,5-dihydro-",  3105,"005920-29-6",35
23=, 23,  5.2175, 0.5345,"Divinyldimethylsilane",  6450,"010519-87-6",38
24=, 24,  5.3508, 0.2341,"Cyclotetrasiloxane, octamethyl-",155949,"000556-67-2",38
25=, 25,  5.4089, 0.2144,"Butanoic acid, 2-methyl-, methyl ester",  8371,"000868-57-5",20
26=, 26,  5.4659, 0.1863,"Benzoic acid, 4-methyl-2-trimethylsilyloxy-, trimethylsilyl ester",155036,"000035-27-8",37
27=, 27,  5.5878, 0.6822,"Methyl isovalerate",  8240,"000556-24-1",53
28=, 28,  5.7053, 0.4145,"2-Propanol, 1,3-dimethoxy-",  9427,"000623-69-8",47
29=, 29,  5.9952, 0.5293,"Toluene",  2482,"000108-88-3",60
30=, 30,  6.1570, 0.4094,"2-Pentanol",  2117,"006032-29-7",27
31=, 31,  6.2723, 0.1865,"1-Methyl-1-(2-hydroxyethyl)-1-silacyclobutane", 13664,"1000214-89-6",43
32=, 32,  6.3500, 0.2050,"3H-pyrazol-3-one, 2,4-dihydro-5-(4-nitrophenyl)-2-phenyl-",140734,"1000401-91-3",38
33=, 33,  6.5930, 0.4724,"Butanoic acid, 3-methyl-, ethyl ester", 13841,"000108-64-5",90
34=, 34,  6.6822, 4.7971,"Disulfide, dimethyl",  2561,"000624-92-0",95
35=, 35,  6.9903, 0.1289,"Butanenitrile, 2-methyl-",  1312,"018936-17-9",32
36=, 36,  7.0735, 0.3055,"Disulfide, dimethyl",  2561,"000624-92-0",91
37=, 37,  7.1758, 0.1436,"Disulfide, dimethyl",  2561,"000624-92-0",46
38=, 38,  7.2509, 1.3342,"1-Propanol, 2-methyl-",   864,"000078-83-1",80
39=, 39,  7.5661, 2.5960,"2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl-", 27740,"007392-19-0",50
40=, 40,  7.8206, 0.1480,"Benzenesulfinothioic acid, 4-methoxy-, S-phenyl ester",124283,"026974-29-8",35
41=, 41,  7.8937, 0.0957,"1-Butanol, 3-methyl-, acetate", 13792,"000123-92-2",50
42=, 42,  7.9574, 0.2715,"Butanenitrile, 3-methyl-",  1311,"000625-28-5",37
43=, 43,  8.1625, 0.1233,"2-Pentene, 4,4-dimethyl-",  3402,"026232-98-4",53
44=, 44,  8.3297, 0.0431,"p-Xylene",  5159,"000106-42-3",53
45=, 45,  8.5659, 0.4028,"1-Butanol",   840,"000071-36-3",86
46=, 46,  8.8044, 0.4130,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",87
47=, 47,  8.9645, 0.0811,"1,1,3,3,5,5,7,7,9,9-Decamethyl-9-(2-methylpropoxy)pentasiloxan-1-ol",254933,"1000364-61-3",37
48=, 48,  8.9941, 0.1134,"Cyclopentasiloxane, decamethyl-",220035,"000541-02-6",43
49=, 49,  9.1287, 0.1568,"2-Butenoic acid, 3-methyl-, methyl ester",  7448,"000924-50-5",58
50=, 50,  9.4465, 0.2133,"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-", 27825,"000470-67-7",80
51=, 51,  9.5385, 0.1142,"11-Dodecen-2-one", 49585,"005009-33-6",42
52=, 52,  9.9630, 0.1316,"D-Limonene", 16046,"005989-27-5",96
53=, 53, 10.1092, 0.0365,"Methanethioamide, N,N-dimethyl-",  2209,"000758-16-7",47
54=, 54, 10.3579,17.0633,"1-Butanol, 3-methyl-",  2148,"000123-51-3",86
55=, 55, 10.4699, 0.8024,"1-(2-Methylallyl)azetidine",  6269,"1000194-99-1",38
56=, 56, 10.8245, 0.1040,"2(5H)-Furanone, 3-hydroxy-4,5-dimethyl-", 12404,"028664-35-9",46
57=, 57, 11.0161, 0.0618,"Hydroxylamine, O-(3-methylbutyl)-",  4694,"019411-65-5",38
58=, 58, 11.0990, 0.0757,"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1.alpha.,2.beta.,5.alpha.)-", 27870,"015537-55-0",38
59=, 59, 11.3543, 1.8524,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran", 26137,"054750-69-5",96
60=, 60, 11.5132, 0.2471,"Isothiazole",  1554,"000288-16-4",38
61=, 61, 11.6324, 0.1147,"1-Pentanol",  2111,"000071-41-0",64
62=, 62, 12.0301, 0.0333,"4-Aminopyridine",  2585,"000504-24-5",68
63=, 63, 12.1452, 0.6290,"1,3,5-Cycloheptatriene, 3,7,7-trimethyl-", 15258,"003479-89-8",94
64=, 64, 12.2127, 0.1382,"o-Cymene", 15146,"000527-84-4",94
65=, 65, 12.3756, 0.0520,"Pyridine, 3-[2,2-bis(trimethylsilyloxy)vinyl]-",140604,"1000153-61-1",52
66=, 66, 12.4462, 0.0942,"Cyanic acid, phenyl ester",  9301,"001122-85-6",43
67=, 67, 12.5834, 0.1695,"Acetoin",  2029,"000513-86-0",59
68=, 68, 13.6017, 0.0274,"Cyclohexanone, 2,2,6-trimethyl-", 19212,"002408-37-9",50
69=, 69, 13.8488, 0.4081,"1,2,3,6-Tetrahydrobenzylalcohol, methyl ether", 11727,"1000365-07-7",27
70=, 70, 14.0010, 0.0993,"Urea, 1-(2-aminophenyl)-3-tert-butyl-", 71399,"1000303-08-5",59
71=, 71, 14.1738, 0.0241,"Benzene, 1,2,3-trimethyl-",  9599,"000526-73-8",60
72=, 72, 14.2426, 0.1984,"4-(4-Chlorophenyl)-2,6-diphenylpyridine",198339,"001498-82-4",50
73=, 73, 14.8505, 2.5659,"1-Hexanol",  4487,"000111-27-3",78
74=, 74, 15.1565, 0.0647,"Cyclohexanone, 2,2,6-trimethyl-", 19212,"002408-37-9",43
75=, 75, 15.5181, 0.3614,"Isoneral", 25795,"1000414-18-0",53
76=, 76, 15.8070, 0.1952,"3-Hexen-1-ol, (E)-",  3891,"000928-97-2",94
77=, 77, 16.0334, 0.0609,"Pyrazine, 2-ethyl-5-methyl-", 10019,"013360-64-0",35
78=, 78, 16.1622, 0.0228,"Toluene",  2480,"000108-88-3",43
79=, 79, 16.3189, 0.0222,"1H-Pyrazole, 4,5-dihydro-5,5-dimethyl-4-isopropylidene-", 17901,"106251-09-6",50
80=, 80, 16.3982, 0.0362,"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-", 46058,"018433-98-2",64
81=, 81, 16.5004, 0.4086,"2-Hexen-1-ol, (E)-",  3882,"000928-95-0",90
82=, 82, 16.6194, 0.0549,"Pyrazine, 2-methyl-5-(1-methylethyl)-", 16641,"013925-05-8",49
83=, 83, 17.3691, 0.0170,"Benzene, 1-methyl-4-(1-methylethenyl)-", 14417,"001195-32-0",55
84=, 84, 17.4334, 0.0263,"1-Methyl-2-phenylcyclopropane", 14376,"003145-76-4",25
85=, 85, 17.6243, 0.3027,"Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate",103910,"1000373-80-3",91
86=, 86, 17.6785, 0.1891,"Pyrazine, 3-ethyl-2,5-dimethyl-", 16625,"013360-65-1",90
87=, 87, 17.8812, 0.0513,"1-Octen-3-ol", 12717,"003391-86-4",27
88=, 88, 18.0588, 0.0373,"Formic acid, heptyl ester", 21438,"000112-23-2",52
89=, 89, 18.1408, 0.1202,"Furfural",  2768,"000098-01-1",46
90=, 90, 18.4979, 0.1367,"trans-Linalool oxide (furanoid)", 39617,"034995-77-2",72
91=, 91, 18.6348, 0.0410,"2(1H)-Naphthalenone, 4a,5,6,7,8,8a-hexahydro-8a-methyl-, trans-", 35032,"054410-78-5",47
92=, 92, 18.8961, 0.0114,"Benzene, 1-ethyl-3,5-dimethyl-", 15221,"000934-74-7",64
93=, 93, 19.1276, 0.1781,"Acetic acid",   263,"000064-19-7",59
94=, 94, 19.1925, 0.1386,"Acetic acid",   263,"000064-19-7",53
95=, 95, 19.3157, 0.1003,"Hydrazine, 1,2-dimethyl-",   279,"000540-73-8",72
96=, 96, 19.3905, 0.1754,"Acetic acid",   264,"000064-19-7",43
97=, 97, 19.5421, 0.2154,"Hydrazine, 1,2-dimethyl-",   279,"000540-73-8",38
98=, 98, 19.6929, 0.5744,"2-Mercapto-4-phenylthiazole", 58962,"002103-88-0",47
99=, 99, 19.8173, 0.1463,"Dill ether", 25815,"074410-10-9",53
100=,100, 19.9344, 1.7584,"Benzaldehyde",  5151,"000100-52-7",94
101=,101, 20.2096, 1.2489,"1,3-Butanedione, 1-(4-methoxyphenyl)-", 57354,"004023-80-7",58
102=,102, 20.2926, 1.2603,"1H-1,3-Benzimidazole-2-methanol, 5-methoxy-1-methyl-", 57192,"1000338-11-5",38
103=,103, 20.4696, 0.1637,"2,4-Dihydroxybenzaldehyde, 2TMS derivative",141386,"033617-38-8",47
104=,104, 20.8370, 0.2874,"Linalool", 27451,"000078-70-6",74
105=,105, 20.9509, 0.0737,"Ethanol, 2-bromo-", 10438,"000540-51-2",25
106=,106, 21.1800, 0.1307,"1-Octanol", 13944,"000111-87-5",72
107=,107, 21.4427, 0.0972,"Dimethyl Sulfoxide",  1005,"000067-68-5",47
108=,108, 21.6731, 0.1062,"Corydine",198180,"000476-69-7",50
109=,109, 21.8663, 0.0685,"Butethal, 2TMS derivative",209939,"052988-92-8",43
110=,110, 22.3548, 0.1109,"Benzonitrile",  4704,"000100-47-0",87
111=,111, 22.4356, 0.0735,"Terpinen-4-ol", 27506,"000562-74-3",70
112=,112, 22.5328, 0.0277,"2H-Inden-2-one, octahydro-3a-methyl-, cis-", 26011,"013351-29-6",64
113=,113, 22.5574, 0.0357,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-", 26103,"005948-04-9",55
114=,114, 22.7141, 0.0879,"2,4,6-Cycloheptatrien-1-one, 2-hydroxy-", 10091,"000533-75-5",38
115=,115, 22.9468, 0.2329,"Butanoic acid, 4-hydroxy-",  4775,"000591-81-1",50
116=,116, 23.2885, 0.0629,"1-Octanamine", 13319,"000111-86-4",17
117=,117, 23.3821, 0.1555,"Silane, (bromomethyl)trimethyl-", 36679,"018243-41-9",42
118=,118, 23.4823, 0.0198,"Acetic acid, (1-methylethoxy)-, ethyl ester", 22586,"042415-64-5",38
119=,119, 23.6192, 0.1689,"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-", 24591,"000116-26-7",86
120=,120, 23.6832, 0.4390,"Acetophenone",  9542,"000098-86-2",91
121=,121, 23.8128, 2.3160,"Silanediol, dimethyl-",  2426,"001066-42-8",49
122=,122, 24.0546, 0.2336,"2-Furanmethanol",  3122,"000098-00-0",50
123=,123, 24.1682, 0.1653,"Silanediol, dimethyl-",  2426,"001066-42-8",50
124=,124, 24.4288, 0.0634,"Pyrazolo[3,4-b]pyridin-3(2H)-one, 4-trifluoromethyl-2,6-diphenyl-",209415,"309740-17-8",53
125=,125, 24.5678, 0.0828,"1,1-Difluoroprop-2-en-1-yl methyl ether",  5363,"1000394-29-4",25
126=,126, 24.9116, 0.2576,"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-", 10247,"000529-16-8",64
