"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-196-07.D","20 Feb 2019  09:51    ","BAC-02 BLANK"," "
"PBM Apex"
"Fri Mar 08 12:46:04 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
 17,  5.2020, 0.9960,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174364,"000556-67-2",87
 18,  5.6556, 0.1911,".ALPHA.-PINENE, (-)- $$ Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl- (CAS) $$ Pinene $$ 2-Pinene $$ .alpha.-Pinene $$ 2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene $$ .alpha.-(+)-Pinene $$ ALPHA-PINENE $$ ALFA-PINENE $$ Pinene isomer $$ PINENE, .alpha. $$ 2,6,6-T", 25201,"000080-56-8",47
 19,  6.0089, 0.1723,"6-methylthio[1]benzothieno[2,3-c]quinoline $$ 5-methyl[1]benzothieno[2,3-c]quinolin-6(5H)thione $$ [1]Benzothieno[2,3-c]quinoline, 6-(methylthio)-",162555,"115172-84-4",64
 20,  6.1183, 0.0475,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174361,"000556-67-2",80
 21,  6.4743, 0.1109,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174360,"000556-67-2",64
 22,  6.9086, 0.0856,"Hexanal (CAS) $$ n-Hexanal $$ Hexaldehyde $$ Caproaldehyde $$ Capronaldehyde $$ n-Caproaldehyde $$ Caproic aldehyde $$ Hexylaldehyde $$ n-Capronaldehyde $$ cyclohexanol $$ 1-hexanal $$ n-C5H11CHO $$ n-Hexaldehyde $$ n-Caproylaldehyde $$ Aldehyde C-6 $$ Ka",  6634,"000066-25-1",93
 23,  7.2324, 0.0155,"cis-5,5a,6,10b-Tetrahydroindeno[2,1-b]indole", 92624,"000000-00-0",35
 24,  7.4361, 0.0143,"N,N'-Dimethylpiperazine $$ Piperazine, 1,4-dimethyl- $$ Lupetazine $$ 1,4-Dimethylpiperazine", 12005,"000106-58-1",58
 25,  7.4706, 0.0243,"2-.BETA.-PINENE $$ Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene- (CAS) $$ .beta.-Pinene $$ Nopinen $$ Nopinene $$ Pseudopinen $$ Pseudopinene $$ 2(10)-Pinene $$ Terebenthene $$ BETA-PINENE $$ 6,6-Dimethyl-2-methylene-bicyclo[3.1.1]heptane $$ Pinene $$", 25224,"000127-91-3",95
 26,  8.0062, 0.0098,"Benzene, ethyl- (CAS) $$ EB $$ Ethylbenzene $$ Phenylethane $$ Ethylbenzol $$ .alpha.-Methyltoluene $$ Aethylbenzol $$ Ethylbenzeen $$ Etilbenzene $$ Etylobenzen $$ NCI-C56393 $$ UN 1175",  8631,"000100-41-4",70
 27,  8.2030, 0.0115,"p-Xylene",  8705,"000106-42-3",92
 28,  8.3779, 0.0288,"Benzene, 1,2-dimethyl- (CAS) $$ o-Xylene $$ o-Xylol $$ 3,4-Xylene $$ 1,2-Xylene $$ o-Methyltoluene $$ o-Dimethylbenzene $$ 1,2-Dimethylbenzene $$ ortho-Xylene $$ 1,2-Dimethyl-benzene $$ 0-Xylene $$ 1,2-DIMETHYLBENZENE (O-XYLENE) $$ 1,2-DIMETHYLBENZENE(O-X",  8642,"000095-47-6",93
 29,  8.4538, 0.0089,"1,4-DIMETHYLBENZENE $$ P-XYLENE",  8720,"000000-00-0",86
 30,  8.5507, 0.0140,"1-Butanol (CAS) $$ n-Butanol $$ CCS 203 $$ n-Butyl alcohol $$ Hemostyp $$ n-Butan-1-ol $$ Butyl alcohol $$ Butanol $$ Butyl hydroxide $$ Methylolpropane $$ Propyl carbinol l $$ Propyl carbinol $$ 1-Butyl alcohol $$ Butanol (French $$ Propylcarbinol $$ 1-B",  1791,"000071-36-3",47
 31,  8.8224, 5.0906,"Cyclopentasiloxane, decamethyl- (CAS) $$ Dimethylsiloxane pentamer $$ DECAMETHYL-CYCLOPENTASILOXANE $$ Decamethylcyclopentasiloxane $$ Dekamethylcyklopentasiloxan $$ Union Carbide 7158 Silicone Fluid $$ Dow Corning 345 $$ NUC Silicone VS 7158 $$ Dow Corni",221486,"000541-02-6",52
 32,  9.2086, 0.1311,"12-METHYLQUINOXALINO[2,3-B][1,4]BENZOTHIAZINE-S-OXIDE $$ 12H-Quinoxalino[2,3-b][1,4]benzothiazine, 12-methyl-, 5-oxide (CAS)",162473,"064329-60-8",35
 33,  9.3597, 0.0462,"Silane, [[4-[1,2-bis[(trimethylsilyl)oxy]ethyl]-1,2-phenylene]bis(oxy)]bis[trimethyl- (CAS) $$ 3,4-DIHYDROXYPHENYLGLYCOL-TETRATMS $$ DL-3,4-DIHYDROXYPHENYLGLYCOL (TRIMETHYLSILYL DERIVATIVE) $$ Silane, [[4-[1,2-bis[(trimethylsilyl)oxy]ethyl]-1,2-phenylene]",251988,"056114-62-6",43
 34,  9.5751, 0.0399,"1,4-DIMETHYLBENZENE $$ P-XYLENE",  8720,"000000-00-0",60
 35,  9.6330, 0.1227,"N HEPTANAL", 12343,"000111-71-7",95
 36, 10.0602, 0.2095,"(E)-2-[(N-hydroxy-N-phenyl)-amino]-3-[N-(phenylimino)]-indole $$ 1H-Indol-2-amine, N-hydroxy-1-methyl-N-phenyl-3-[(phenylimino)methyl]-, (E)-",206467,"127744-55-2",50
 37, 10.2711, 0.0402,"Benzene, 1,1'-(oxydi-2,1-ethanediyl)bis[3-ethyl- (CAS) $$ BIS-(2-(3-ETHYLPHENYL)ETHYL)ETHER $$ Benzene, 1,1'-(oxydi-2,1-ethanediyl)bis@3-ethyl-",163856,"055044-09-2",50
 38, 10.3477, 0.0349,"Furan, 2,5-dihydro- (CAS) $$ 2,5-Dihydrofuran $$ 1-Oxa-3-cyclopentene $$ 3-Oxolene",  1189,"001708-29-8",43
 39, 10.5896, 0.0108,"2-(3,4-DICHLOROPHENYL)-BENZOTHIAZOLE",160757,"000000-00-0",35
 40, 10.7283, 0.0072,"C3-BENZENE", 15077,"000000-00-0",53
 41, 10.8005, 0.0275,"3-ETHYLTOLUENE", 15081,"000000-00-0",90
 42, 10.9902, 0.0219,"1,3,5,7,9-Pentaethylcyclopentasiloxane $$ Cyclopentasiloxane, 2,4,6,8,10-pentaethyl-",221488,"017995-44-7",22
 43, 11.2335, 0.1107,"Isoquinoline, 6,7-dimethoxy-1-methyl-4-(3,4-dimethoxyphenyl)-",205208,"000000-00-0",52
 44, 11.3524, 0.0179,"1,3,5-TRIMETHYLBENZENE $$ MESITYLENE", 15078,"000000-00-0",56
 45, 11.8037, 0.0419,"TETRAMETHYL ESTER 2,2',3,3'-BIPHENYLTETRACARBOXYLIC ACID",228821,"000000-00-0",43
 46, 11.8866, 0.0149,"Benzene, 1,2,3-trimethyl- (CAS) $$ 1,2,3-Trimethylbenzene $$ 1,2,3 TRIMETHYLBENZENE $$ Hemimellitene $$ Hemellitol", 14981,"000526-73-8",15
 47, 12.1990, 0.0194,"Benzene, 1-methyl-3-(1-methylethyl)- (CAS) $$ m-Cymene $$ 1-Methyl-3-isopropylbenzene $$ m-Cymol $$ .beta.-Cymene $$ m-Isopropyltoluene $$ m-Methylisopropylbenzene $$ 1-Isopropyl-3-methylbenzene $$ M CYMENE $$ 1-Methyl-3-(1-methylethyl)-benzene $$ UN 2046", 23302,"000535-77-3",53
 48, 12.4951, 0.0500,"Benzene, 1,3,5-trimethyl- (CAS) $$ 1,3,5-Trimethylbenzene $$ Mesitylene $$ sym-Trimethylbenzene $$ s-Trimethylbenzene $$ Fleet-X $$ Trimethylbenzol $$ TMB $$ Trimethyl benzene $$ UN 2325", 15000,"000108-67-8",91
 49, 12.7792, 0.1272,"OCTANAL", 19697,"000124-13-0",93
 50, 13.0171, 0.0141,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174360,"000556-67-2",45
 51, 13.1394, 0.0128,"2-(6,7-Dimethoxy-1-isquinolinyl)phenol $$ Phenol, 2-(6,7-dimethoxy-1-isoquinolinyl)- (CAS)",162601,"078632-08-3",47
 52, 13.2375, 0.0844,"6,7-bis(trimethylsilyl)-1-methoxy-2-azabiphenylene",197485,"096246-05-8",42
 53, 13.8910, 0.0074,"Benzene, 1-ethyl-3,5-dimethyl- (CAS) $$ 5-Ethyl-m-xylene $$ 1,3-Dimethyl-5-ethylbenzene $$ m-Xylene, 5-ethyl- $$ 1-Ethyl-3,5-dimethylbenzene $$ 3,5-Dimethylethylbenzene", 23386,"000934-74-7",60
 54, 13.9629, 0.0423,"1-Propylpentachlorotriphosphazene",212947,"075132-80-8",38
 55, 14.1007, 0.0486,"Silane, dimethyl(octadecyloxy)propyl-",222095,"065597-99-1",47
 56, 14.2314, 1.6430,"2,4-di(trimethylsiloxy)-6,7-(methylenedioxy)-2H-1,4-benzoxazin-3-one",221163,"000000-00-0",74
 57, 14.5668, 0.0229,"essigsaure-{1-[10-(n,N-diethylcarbamoyl)bicyclo[4.4.1]undeca-1(10),2,4,6,8-pentaen-2-yl]vinyl}ester $$ Bicyclo[4.4.1]undeca-1,3,5,7,9-pentaene-2-carboxamide, 10-[1-(acetyloxy)ethenyl]-N,N-diethyl-, (.+-.)-",196269,"106820-42-2",20
 58, 14.7613, 0.0105,"2-amino-3-carbethoxy-6-(3-indolyl)pyridine",162563,"000000-00-0",38
 59, 14.8733, 0.0721,"1-Pentanol, 4-methyl- (CAS) $$ 4-Methyl-1-pentanol $$ Isohexanol $$ iso-Hexanol $$ Isohexyl alcohol $$ 2-Methyl-5-pentanol $$ 4-methyl 1-pentanol",  7790,"000626-89-1",38
 60, 15.2147, 0.0118,"Benzene, 1-ethyl-2,3-dimethyl- (CAS) $$ 3-Ethyl-o-xylene $$ 1,2-Dimethyl-3-ethylbenzene $$ o-Xylene, 3-ethyl- $$ 1-Ethyl-2,3-dimethylbenzene $$ 3-Ethyl-1,2-dimethylbenzene", 23351,"000933-98-2",74
 61, 15.5363, 0.0176,"2,3-diphenyl-5-(4-methoxyphenyl)pyrrole $$ 1H-Pyrrole, 5-(4-methoxyphenyl)-2,3-diphenyl- $$ Pyrrole, 5-(p-methoxyphenyl)-2,3-diphenyl-",196363,"069141-52-2",59
 62, 15.8022, 0.0087,"Arsenous acid, tris(trimethylsilyl) ester (CAS) $$ TRIMETHYLSILYL ARSINATE",206537,"055429-29-3",38
 63, 16.0667, 0.7560,"NONYL ALDEHYDE", 29954,"000124-19-6",91
 64, 16.2751, 0.0498,"Eicosane (CAS) $$ n-Eicosane",163881,"000112-95-8",62
 65, 16.3697, 0.0195,"N-ethyl-1,3-dithioisoindoline $$ 1H-Isoindole-1,3(2H)-dithione, 2-ethyl-", 92199,"035373-06-9",35
 66, 16.5281, 0.0123,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106844,"000541-05-9",43
 67, 17.0457, 0.0034,"1,1,3,3,5,5,7,7,9,9,11,11,13,13-TETRADECAMETHYL-HEPTASILOXANE",260039,"000000-00-0",38
 68, 17.1410, 0.0130,"[4-(dimethoxyboryl)phenyl]trimethylsilane",107233,"107134-80-5",43
 69, 17.3044, 0.0047,"Benzene, 1,2,3,4-tetramethyl- (CAS) $$ Prehnitol $$ 1,2,3,4-Tetramethylbenzene $$ Prehnitene $$ 1,2,3,4-TETRAMETHYLBENZENE (PREHNITENE)", 23393,"000488-23-3",78
 70, 17.4018, 0.0305,"Trisiloxane, 1,1,1,5,5,5-hexamethyl-3,3-bis[(trimethylsilyl)oxy]- (CAS) $$ Tetrakis(trimethylsiloxy)silane $$ Trisiloxane, 1,1,1,5,5,5-hexamethyl-3,3-bis(trimethylsiloxy)- $$ Tetrakis(trimethylsilyloxy)silane",227725,"003555-47-3",22
 71, 17.5651, 0.0085,"N-ethyl-1,3-dithioisoindoline $$ 1H-Isoindole-1,3(2H)-dithione, 2-ethyl-", 92199,"035373-06-9",38
 72, 17.7506, 0.0242,"GLYCEROL-1,2,3-D3, TRIS-O-(TRIMETHYLSILYL)-",183794,"000000-00-0",25
 73, 17.8794, 0.0097,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106848,"000541-05-9",46
 74, 18.1237, 0.7644,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   656,"000064-19-7",43
 75, 18.5039, 0.0721,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   656,"000064-19-7",64
 76, 18.6156, 0.0240,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   650,"000064-19-7",52
 77, 18.6410, 0.0238,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   656,"000064-19-7",58
 78, 18.6859, 0.1161,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   656,"000064-19-7",49
 79, 19.0133, 0.0347,"Acetic acid (CAS) $$ Ethylic acid $$ Vinegar acid $$ Ethanoic acid $$ Glacial acetic acid $$ Methanecarboxylic acid $$ CH3COOH $$ component of Aci-Jel $$ Acetasol $$ Acide acetique $$ Acido acetico $$ Azijnzuur $$ Essigsaeure $$ Octowy kwas $$ Acetic acid",   656,"000064-19-7",49
 80, 19.1364, 0.1185,"1-Hexanol, 2-ethyl- (CAS) $$ 2-Ethylhexanol $$ 2-Ethyl-1-hexanol $$ Ethylhexanol $$ 2-Ethylhexan-1-ol $$ 2-Ethylhexyl alcohol $$ 2-Ethyl-hexanol-1 $$ Ethylhexyl alcohol $$ Octyl alcohol $$ 2-Ethylhexanol-1", 21137,"000104-76-7",49
 81, 19.3297, 0.2935,"Decanal (CAS) $$ n-Decanal $$ Decyl aldehyde $$ Decaldehyde $$ Capraldehyde $$ Aldehyde C10 $$ Decanaldehyde $$ n-Decaldehyde $$ Caprinaldehyde $$ Capric aldehyde $$ Decylic aldehyde $$ n-Decyl aldehyde $$ Caprinic aldehyde $$ 1-Decanal $$ C-10 Aldehyde $", 42445,"000112-31-2",93
 82, 19.5257, 2.2292,"4-Morpholineethanamine $$ Morpholine, 4-(2-aminoethyl)- $$ .beta.-Morpholinoethylamine $$ Morpholinoethylamine $$ N-(.beta.-Aminoethyl)morpholine $$ N-(Aminoethyl)morpholine $$ N-(2-Aminoethyl)morpholine $$ 1-Amino-2-morpholinoethane $$ 2-(4-Morpholinyl)e", 20600,"002038-03-1",43
 83, 19.6985, 1.9963,"2,3,5,6-TETRAHYDRO-1,4-THIAZINO(4,3,2-de)-(1,4)-BENZOTHIAZINE $$ [1,4]Thiazino[4,3,2-de]-1,4-benzothiazine, 2,3,5,6-tetrahydro-", 94475,"015994-50-0",43
 84, 19.9368, 0.1498,"BENZALDEHYDE",  8615,"000100-52-7",93
 85, 20.0399, 0.0573,"(METHYLTHIO)ACETIC ACID $$ 2-(methylthio)acetic acid",  8444,"000000-00-0",38
 86, 20.3021, 2.6900,"trendione $$ 3,17-dioxoestra-4,9,11-triene",151879,"000000-00-0",90
 87, 20.4698, 0.8046,"4-Trimethylsilyl-9,9-dimethyl-9-silafluorene",163577,"058263-56-2",64
 88, 20.6624, 0.0766,"1-METHYL-5-AMINO-D2-1,2,4-TRIAZOLE",  5476,"053778-60-2",43
 89, 21.1968, 0.0401,"3,3-Diethoxy-1,1,1,5,5,5-hexamethyltrisiloxane",174413,"000000-00-0",53
 90, 21.3121, 0.0226,"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)- (CAS) $$ 3,5-DITERTBUTYL-1,2 DIHYDROXYBENZENE $$ 1,2-Benzenediol, 3,5-di(1,1-dimethylethyl)- $$ Pyrocatechol, 3,5-di-tert-butyl- $$ 3,5-Di-tert-butylcatechol $$ 4,6-Di-tert-butylpyrocatechol $$ 3,5-Di-tert-buty",107900,"001020-31-1",43
 91, 21.4334, 0.0466,"2-Methyl-7-phenylindole", 92625,"000000-00-0",43
 92, 21.5784, 0.0228,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106885,"001873-88-7",49
 93, 21.6630, 0.9570,"16-oxosalutaridine",206326,"094707-61-6",45
 94, 21.8586, 0.6033,"16-oxosalutaridine",206326,"094707-61-6",45
 95, 21.9673, 0.0410,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106844,"000541-05-9",27
 96, 22.1309, 0.0168,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106848,"000541-05-9",46
 97, 22.2572, 0.1899,"(+,-)-O-METHYLSALUTARIDINE",206366,"000000-00-0",47
 98, 22.3835, 0.0227,"3,3-Diethoxy-1,1,1,5,5,5-hexamethyltrisiloxane",174413,"000000-00-0",50
 99, 22.4904, 0.1323,"Undecanal (CAS) $$ Hendecanal $$ n-Undecanal $$ Undecyl aldehyde $$ Hendecanaldehyde $$ n-Undecyl aldehyde $$ Undecylic aldehyde $$ 1-Undecanal $$ Aldehyde C-11 $$ Aldehyde C-11, undecylic $$ C-11 Aldehyde, undecylic $$ Hendecenal $$ Undecanaldehyde", 55739,"000112-44-7",95
100, 22.6032, 0.0269,"1,1,3,3,5,5,7,7,9,9-DECAMETHYL-PENTASILOXANE $$ 1,1,3,3,5,5,7,7,9,9-decamethylpentasiloxane $$ Pentasiloxane, 1,1,3,3,5,5,7,7,9,9-decamethyl- $$ 1,9-Dihydrodecamethylpentasiloxane",214377,"000995-83-5",35
101, 22.6765, 0.0196,"3,3-Diisopropoxy-1,1,1,5,5,5-hexamethyltrisiloxane",195153,"018082-56-9",49
102, 22.8770, 0.0344,"1,1,3,3,5,5,7,7,9,9-DECAMETHYL-PENTASILOXANE $$ 1,1,3,3,5,5,7,7,9,9-decamethylpentasiloxane $$ Pentasiloxane, 1,1,3,3,5,5,7,7,9,9-decamethyl- $$ 1,9-Dihydrodecamethylpentasiloxane",214377,"000995-83-5",46
103, 22.9688, 0.0700,".GAMMA. BUTYROLACTONE $$ 1,2-BUTANOLIDE",  3219,"000096-48-0",53
104, 23.1092, 0.0247,"1,1,3,3,5,5,7,7,9,9-DECAMETHYL-PENTASILOXANE $$ 1,1,3,3,5,5,7,7,9,9-decamethylpentasiloxane $$ Pentasiloxane, 1,1,3,3,5,5,7,7,9,9-decamethyl- $$ 1,9-Dihydrodecamethylpentasiloxane",214377,"000995-83-5",52
105, 23.2026, 0.0155,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106844,"000541-05-9",43
106, 23.3902, 0.0177,"2,4-Cyclohexadien-1-one, 3,5-bis(1,1-dimethylethyl)-4-hydroxy- (CAS) $$ 3,5-DI-T-BUTYL-1,2-DIHYDROBENZOQUINONE",107918,"054965-43-4",38
107, 23.7046, 0.0182,"3,3-Diethoxy-1,1,1,5,5,5-hexamethyltrisiloxane",174413,"000000-00-0",37
108, 23.8143, 0.6994,"Propane, 2-chloro-2-nitro- (CAS) $$ 2-Chloro-2-nitropropane", 16050,"000594-71-8", 9
109, 24.0249, 0.0242,"6-[(2-propenyl)imino]-3-methyl-1,5-diphenyl-5,6-dihydro-1H-pyrazolo[3,4-d]pyrimidine",206442,"115437-29-1", 7
110, 24.0727, 0.0294,"Arsenous acid, tris(trimethylsilyl) ester (CAS) $$ TRIMETHYLSILYL ARSINATE",206537,"055429-29-3",14
111, 24.1674, 0.1737,"6,7-bis(trimethylsilyl)-1-methoxy-2-azabiphenylene",197485,"096246-05-8",40
112, 24.2452, 0.2634,"6-MONOACETYLMORPHINE $$ 6-ACETYL-MORPHINE $$ MORPHINE-6-ACETATE",197530,"059833-14-6",37
113, 24.4187, 0.5878,"2-phenyl-3,7-dimethyl-4-(4-chlorophenyl)-6,8-dioxo-2,3,7-triazabicyclo[3.3.0]octane $$ Pyrrolo[3,4-c]pyrazole-4,6(1H,5H)-dione, 3-(4-chlorophenyl)tetrahydro-2,5-dimethyl-1-phenyl-, (3.alpha.,3a.alpha.,6a.alpha.)-",214165,"118205-67-7",53
114, 24.5384, 0.3840,"6-MONOACETYLMORPHINE $$ 6-ACETYL-MORPHINE $$ MORPHINE-6-ACETATE",197530,"059833-14-6",38
115, 24.6882, 0.0577,"3,5-Dimethyl-2,6-bis(trimethylsiloxy)pyridine",164133,"000000-00-0",35
116, 24.9270, 0.0861,"N-benzenesulphonyl-pyrrole", 92171,"000000-00-0",35
